PeakID (cmd=annotatePeaks.pl kidney_14_5_REP2.mLb.clN_peaks.narrowPeak mm10_reduced_chr18_chr19.fa -gid -gtf mm10.reduced.refGene.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
kidney_14_5_REP2.mLb.clN_peak_3235	chr19	54069725	54070175	+	26	NA	Intergenic	Intergenic	24691	Adra2a	Adra2a	NM_007417			Adra2a			NA
kidney_14_5_REP2.mLb.clN_peak_3179	chr19	52070834	52071225	+	26	NA	Intergenic	Intergenic	-193268	Ins1	Ins1	NM_008386			Ins1			NA
kidney_14_5_REP2.mLb.clN_peak_908	chr18	46334297	46334576	+	26	NA	Intergenic	Intergenic	-22508	Ccdc112	Ccdc112	NM_001160399			Ccdc112			NA
kidney_14_5_REP2.mLb.clN_peak_2735	chr19	34560185	34560434	+	26	NA	intron (Ifit2, intron 1 of 2)	-intron (Ifit2, intron 1 of 2)	9615	Ifit2	Ifit2	NM_001355262			Ifit2			NA
kidney_14_5_REP2.mLb.clN_peak_2801	chr19	37975349	37975585	+	26	NA	intron (Myof, intron 13 of 53)	-intron (Myof, intron 13 of 52)	68110	Myof	Myof	NM_001099634			Myof			NA
kidney_14_5_REP2.mLb.clN_peak_122	chr18	8871122	8871369	+	26	NA	Intergenic	Intergenic	-341611	Fzd8	Fzd8	NM_008058			Fzd8			NA
kidney_14_5_REP2.mLb.clN_peak_1326	chr18	64991643	64991901	+	26	NA	intron (Nedd4l, intron 1 of 30)	-intron (Nedd4l, intron 1 of 30)	-31755	Nedd4l	Nedd4l	NM_031881			Nedd4l			NA
kidney_14_5_REP2.mLb.clN_peak_1913	chr18	88922605	88922835	+	26	NA	Intergenic	Intergenic	-28513	Socs6	Socs6	NM_018821			Socs6			NA
kidney_14_5_REP2.mLb.clN_peak_3325	chr19	57221795	57222022	+	26	NA	intron (Ablim1, intron 1 of 20)	-intron (Ablim1, intron 1 of 20)	-5876	Ablim1	Ablim1	NM_178688			Ablim1			NA
kidney_14_5_REP2.mLb.clN_peak_2179	chr19	7633616	7633976	+	26	NA	intron (Plaat5, intron 4 of 5)	-intron (Plaat5, intron 4 of 5)	21259	Plaat5	Plaat5	NM_001368696			Plaat5			NA
kidney_14_5_REP2.mLb.clN_peak_1924	chr18	90018497	90018898	+	26	NA	Intergenic	Intergenic	-249157	Dok6	Dok6	NM_001039173			Dok6			NA
kidney_14_5_REP2.mLb.clN_peak_2747	chr19	35157726	35158260	+	26	NA	Intergenic	Intergenic	192597	Mir1950	Mir1950	NR_035473			Mir1950			NA
kidney_14_5_REP2.mLb.clN_peak_1681	chr18	77683772	77684018	+	26	NA	intron (8030462N17Rik, intron 1 of 3)	-intron (8030462N17Rik, intron 1 of 3)	30092	8030462N17Rik	8030462N17Rik	NM_178670			8030462N17Rik			NA
kidney_14_5_REP2.mLb.clN_peak_2678	chr19	31342127	31342732	+	26	NA	intron (Prkg1, intron 2 of 17)	-intron (Prkg1, intron 2 of 17)	-126033	8430431K14Rik	8430431K14Rik	NR_002849			8430431K14Rik			NA
kidney_14_5_REP2.mLb.clN_peak_2542	chr19	24935814	24936104	+	26	NA	intron (Cbwd1, intron 9 of 14)	-intron (Cbwd1, intron 9 of 14)	6332	Snora19	Snora19	NR_034047_2			Snora19			NA
kidney_14_5_REP2.mLb.clN_peak_1212	chr18	60950740	60950957	+	26	NA	intron (Camk2a, intron 3 of 17)	-intron (Camk2a, intron 3 of 17)	-3025	Mir7220	Mir7220	NR_106079			Mir7220			NA
kidney_14_5_REP2.mLb.clN_peak_1180	chr18	60065263	60065814	+	26	NA	Intergenic	Intergenic	-146539	Gm4951	Gm4951	NM_001033767			Gm4951			NA
kidney_14_5_REP2.mLb.clN_peak_2802	chr19	38009316	38009557	+	26	NA	intron (Myof, intron 3 of 53)	-intron (Myof, intron 3 of 52)	34141	Myof	Myof	NM_001099634			Myof			NA
kidney_14_5_REP2.mLb.clN_peak_1163	chr18	58466685	58466963	+	26	NA	Intergenic	Intergenic	-89416	Slc27a6	Slc27a6	NM_001081072			Slc27a6			NA
kidney_14_5_REP2.mLb.clN_peak_1431	chr18	68590491	68590898	+	26	NA	Intergenic	Intergenic	-148706	Mir6356	Mir6356	NR_105774			Mir6356			NA
kidney_14_5_REP2.mLb.clN_peak_936	chr18	47248829	47249314	+	26	NA	exon (Sema6a, exon 18 of 18)	-exon (Sema6a, exon 18 of 18)	119797	Sema6a	Sema6a	NM_018744			Sema6a			NA
kidney_14_5_REP2.mLb.clN_peak_3366	chr19	58614596	58614907	+	26	NA	intron (1810007D17Rik, intron 1 of 2)	-intron (1810007D17Rik, intron 1 of 2)	8422	1810007D17Rik	1810007D17Rik	NR_038136			1810007D17Rik			NA
kidney_14_5_REP2.mLb.clN_peak_889	chr18	44765548	44766097	+	26	NA	intron (Mcc, intron 1 of 18)	-intron (Mcc, intron 1 of 18)	-62843	Ythdc2	Ythdc2	NM_001163013			Ythdc2			NA
kidney_14_5_REP2.mLb.clN_peak_713	chr18	37714729	37715208	+	26	NA	exon (Pcdhga7, exon 1 of 4)	-exon (Pcdhga7, exon 1 of 4)	134	Pcdhga7	Pcdhga7	NM_033590			Pcdhga7			NA
kidney_14_5_REP2.mLb.clN_peak_119	chr18	8585867	8586094	+	26	NA	Intergenic	Intergenic	-626876	Fzd8	Fzd8	NM_008058			Fzd8			NA
kidney_14_5_REP2.mLb.clN_peak_992	chr18	50753498	50753799	+	26	NA	Intergenic	Intergenic	-184949	Pudp	Pudp	NM_026108			Pudp			NA
kidney_14_5_REP2.mLb.clN_peak_2691	chr19	32137108	32137397	+	26	NA	intron (Sgms1, intron 7 of 9)	-intron (Sgms1, intron 7 of 9)	-34112	Asah2	Asah2	NM_018830			Asah2			NA
kidney_14_5_REP2.mLb.clN_peak_1688	chr18	77806655	77806977	+	26	NA	intron (Pstpip2, intron 1 of 14)	-intron (Pstpip2, intron 1 of 14)	-10426	F830208F22Rik	F830208F22Rik	NR_152167			F830208F22Rik			NA
kidney_14_5_REP2.mLb.clN_peak_533	chr18	32120139	32120456	+	26	NA	Intergenic	Intergenic	17908	Proc	Proc	NM_001042767			Proc			NA
kidney_14_5_REP2.mLb.clN_peak_1889	chr18	85832727	85832941	+	26	NA	Intergenic	Intergenic	-562118	Neto1	Neto1	NM_144946			Neto1			NA
kidney_14_5_REP2.mLb.clN_peak_1104	chr18	56455543	56455810	+	26	NA	intron (Gramd3, intron 1 of 13)	-intron (Gramd3, intron 1 of 13)	23544	Gramd3	Gramd3	NM_001360917			Gramd3			NA
kidney_14_5_REP2.mLb.clN_peak_3147	chr19	48686321	48686624	+	26	NA	intron (Sorcs3, intron 8 of 26)	-intron (Sorcs3, intron 8 of 26)	480447	Sorcs3	Sorcs3	NM_025696			Sorcs3			NA
kidney_14_5_REP2.mLb.clN_peak_3395	chr19	60040689	60040939	+	26	NA	Intergenic	Intergenic	-97160	Rab11fip2	Rab11fip2	NM_001033172			Rab11fip2			NA
kidney_14_5_REP2.mLb.clN_peak_1179	chr18	59967375	59967653	+	26	NA	Intergenic	Intergenic	-244563	Gm4951	Gm4951	NM_001033767			Gm4951			NA
kidney_14_5_REP2.mLb.clN_peak_3239	chr19	54399660	54399900	+	26	NA	Intergenic	Intergenic	354521	Adra2a	Adra2a	NM_007417			Adra2a			NA
kidney_14_5_REP2.mLb.clN_peak_2472	chr19	22701285	22701545	+	26	NA	intron (Trpm3, intron 3 of 26)	-intron (Trpm3, intron 3 of 24)	-49190	Mir204	Mir204	NR_029591			Mir204			NA
kidney_14_5_REP2.mLb.clN_peak_486	chr18	28794087	28794565	+	26	NA	intron (4930474G06Rik, intron 2 of 4)	-intron (4930474G06Rik, intron 2 of 4)	-77890	Gm33948	Gm33948	NR_155537			Gm33948			NA
kidney_14_5_REP2.mLb.clN_peak_1164	chr18	58509843	58510128	+	26	NA	Intergenic	Intergenic	-46255	Slc27a6	Slc27a6	NM_001081072			Slc27a6			NA
kidney_14_5_REP2.mLb.clN_peak_1059	chr18	54492871	54493098	+	26	NA	Intergenic	Intergenic	70689	Redrum	Redrum	NR_040338			Redrum			NA
kidney_14_5_REP2.mLb.clN_peak_1847	chr18	83840254	83840489	+	25	NA	Intergenic	Intergenic	246094	Tshz1	Tshz1	NM_001364993			Tshz1			NA
kidney_14_5_REP2.mLb.clN_peak_132	chr18	9292028	9292377	+	25	NA	Intergenic	Intergenic	-9393	Gjd4	Gjd4	NM_153086			Gjd4			NA
kidney_14_5_REP2.mLb.clN_peak_930	chr18	47020667	47020904	+	25	NA	intron (Commd10, intron 5 of 6)	-intron (Commd10, intron 5 of 6)	61909	Commd10	Commd10	NM_178377			Commd10			NA
kidney_14_5_REP2.mLb.clN_peak_1110	chr18	56683182	56683574	+	25	NA	Intergenic	Intergenic	-24435	Lmnb1	Lmnb1	NM_010721			Lmnb1			NA
kidney_14_5_REP2.mLb.clN_peak_2444	chr19	21135518	21135801	+	25	NA	Intergenic	Intergenic	30949	4930554I06Rik	4930554I06Rik	NR_126458			4930554I06Rik			NA
kidney_14_5_REP2.mLb.clN_peak_2537	chr19	24800035	24800294	+	25	NA	intron (Pgm5, intron 6 of 10)	-intron (Pgm5, intron 6 of 10)	61678	Pgm5	Pgm5	NM_175013			Pgm5			NA
kidney_14_5_REP2.mLb.clN_peak_1458	chr18	69547440	69547974	+	25	NA	intron (Tcf4, intron 6 of 19)	-intron (Tcf4, intron 6 of 19)	203215	Tcf4	Tcf4	NM_001361126			Tcf4			NA
kidney_14_5_REP2.mLb.clN_peak_1658	chr18	76458624	76458849	+	25	NA	Intergenic	Intergenic	217035	Smad2	Smad2	NM_001252481			Smad2			NA
kidney_14_5_REP2.mLb.clN_peak_48	chr18	5124764	5125043	+	25	NA	Intergenic	Intergenic	40828	Gm26682	Gm26682	NR_153824			Gm26682			NA
kidney_14_5_REP2.mLb.clN_peak_1061	chr18	54613796	54614023	+	25	NA	intron (9330117O12Rik, intron 1 of 2)	-intron (9330117O12Rik, intron 1 of 2)	2165	9330117O12Rik	9330117O12Rik	NR_045400			9330117O12Rik			NA
kidney_14_5_REP2.mLb.clN_peak_2890	chr19	42306965	42307342	+	25	NA	intron (Crtac1, intron 6 of 14)	-intron (Crtac1, intron 6 of 14)	-26983	Mir3085	Mir3085	NR_037246			Mir3085			NA
kidney_14_5_REP2.mLb.clN_peak_175	chr18	11218017	11218245	+	25	NA	Intergenic	Intergenic	-165564	Gata6os	Gata6os	NR_105023			Gata6os			NA
kidney_14_5_REP2.mLb.clN_peak_647	chr18	35804275	35804523	+	25	NA	intron (Ube2d2a, intron 6 of 6)	-intron (Ube2d2a, intron 6 of 6)	-25389	Cxxc5	Cxxc5	NM_133687			Cxxc5			NA
kidney_14_5_REP2.mLb.clN_peak_827	chr18	42122600	42123029	+	25	NA	intron (Sh3rf2, intron 3 of 7)	-intron (Sh3rf2, intron 4 of 8)	69104	Sh3rf2	Sh3rf2	NM_172966			Sh3rf2			NA
kidney_14_5_REP2.mLb.clN_peak_3351	chr19	58244573	58244814	+	25	NA	intron (Gfra1, intron 9 of 10)	-intron (Gfra1, intron 8 of 9)	-51511	Gm10007	Gm10007	NR_040449			Gm10007			NA
kidney_14_5_REP2.mLb.clN_peak_2424	chr19	18749875	18750128	+	25	NA	exon (Trpm6, exon 1 of 39)	-exon (Trpm6, exon 1 of 39)	271	Trpm6	Trpm6	NR_157571			Trpm6			NA
kidney_14_5_REP2.mLb.clN_peak_1226	chr18	61256656	61257127	+	25	NA	intron (Pde6a, intron 10 of 21)	-intron (Pde6a, intron 10 of 21)	36417	Pde6a	Pde6a	NM_146086			Pde6a			NA
kidney_14_5_REP2.mLb.clN_peak_2313	chr19	12486979	12487342	+	25	NA	intron (Dtx4, intron 2 of 8)	-intron (Dtx4, intron 2 of 8)	14836	Dtx4	Dtx4	NM_172442			Dtx4			NA
kidney_14_5_REP2.mLb.clN_peak_3084	chr19	46926325	46926676	+	25	NA	intron (Nt5c2, intron 2 of 18)	-intron (Nt5c2, intron 2 of 17)	35851	Nt5c2	Nt5c2	NR_028353			Nt5c2			NA
kidney_14_5_REP2.mLb.clN_peak_3373	chr19	58965774	58965999	+	25	NA	intron (Eno4, intron 11 of 13)	-intron (Eno4, intron 11 of 13)	22461	Eno4	Eno4	NM_178689			Eno4			NA
kidney_14_5_REP2.mLb.clN_peak_3355	chr19	58377527	58377780	+	25	NA	intron (Gfra1, intron 4 of 9)	-intron (Gfra1, intron 4 of 9)	77745	Gfra1	Gfra1	NM_001285457			Gfra1			NA
kidney_14_5_REP2.mLb.clN_peak_1006	chr18	52484321	52484578	+	25	NA	intron (Srfbp1, intron 4 of 7)	-intron (Srfbp1, intron 4 of 7)	18756	Srfbp1	Srfbp1	NM_026040			Srfbp1			NA
kidney_14_5_REP2.mLb.clN_peak_2713	chr19	33100301	33100522	+	25	NA	Intergenic	Intergenic	-56701	Mir3970	Mir3970	NR_039552			Mir3970			NA
kidney_14_5_REP2.mLb.clN_peak_1935	chr19	3611871	3612232	+	25	NA	intron (Lrp5, intron 12 of 22)	-intron (Lrp5, intron 12 of 22)	-36302	Ppp6r3	Ppp6r3	NM_001360429			Ppp6r3			NA
kidney_14_5_REP2.mLb.clN_peak_3248	chr19	55123488	55123717	+	25	NA	intron (Gpam, intron 1 of 22)	-intron (Gpam, intron 1 of 22)	-24125	Gpam	Gpam	NM_001356285			Gpam			NA
kidney_14_5_REP2.mLb.clN_peak_1364	chr18	66173046	66173539	+	25	NA	intron (Ccbe1, intron 2 of 10)	-intron (Ccbe1, intron 2 of 10)	46041	Mir694	Mir694	NR_030467			Mir694			NA
kidney_14_5_REP2.mLb.clN_peak_1864	chr18	84407571	84407799	+	25	NA	intron (Zfp407, intron 4 of 8)	-intron (Zfp407, intron 4 of 8)	181819	Zfp407	Zfp407	NM_001033341			Zfp407			NA
kidney_14_5_REP2.mLb.clN_peak_456	chr18	25568058	25568350	+	25	NA	intron (Celf4, intron 2 of 13)	-intron (Celf4, intron 2 of 12)	185953	Celf4	Celf4	NM_001362278			Celf4			NA
kidney_14_5_REP2.mLb.clN_peak_1761	chr18	80729388	80729639	+	25	NA	Intergenic	Intergenic	-16442	Nfatc1	Nfatc1	NM_198429			Nfatc1			NA
kidney_14_5_REP2.mLb.clN_peak_1580	chr18	74940163	74940494	+	25	NA	exon (Lipg, exon 10 of 10)	-exon (Lipg, exon 10 of 10)	20935	Lipg	Lipg	NM_010720			Lipg			NA
kidney_14_5_REP2.mLb.clN_peak_2814	chr19	38266406	38266870	+	25	NA	intron (Lgi1, intron 2 of 7)	-intron (Lgi1, intron 2 of 7)	1255	Lgi1	Lgi1	NR_157558			Lgi1			NA
kidney_14_5_REP2.mLb.clN_peak_1620	chr18	75593969	75594183	+	25	NA	intron (Ctif, intron 6 of 11)	-intron (Ctif, intron 6 of 11)	79431	Gm10532	Gm10532	NR_045879			Gm10532			NA
kidney_14_5_REP2.mLb.clN_peak_3295	chr19	56432482	56432938	+	24	NA	intron (Casp7, intron 2 of 6)	-intron (Casp7, intron 2 of 6)	-28927	Plekhs1	Plekhs1	NM_001164263			Plekhs1			NA
kidney_14_5_REP2.mLb.clN_peak_2015	chr19	5016161	5016776	+	24	NA	Intergenic	Intergenic	-7538	Slc29a2	Slc29a2	NM_007854			Slc29a2			NA
kidney_14_5_REP2.mLb.clN_peak_3329	chr19	57403829	57404250	+	24	NA	Intergenic	Intergenic	43030	Fam160b1	Fam160b1	NM_145505			Fam160b1			NA
kidney_14_5_REP2.mLb.clN_peak_1954	chr19	3929346	3929773	+	24	NA	intron (Aldh3b1, intron 1 of 9)	-intron (Aldh3b1, intron 1 of 9)	219	Aldh3b1	Aldh3b1	NM_026316			Aldh3b1			NA
kidney_14_5_REP2.mLb.clN_peak_2205	chr19	8857528	8857949	+	24	NA	Intergenic	Intergenic	6970	Lrrn4cl	Lrrn4cl	NM_001013019			Lrrn4cl			NA
kidney_14_5_REP2.mLb.clN_peak_3275	chr19	55754275	55754545	+	24	NA	intron (Tcf7l2, intron 3 of 15)	-intron (Tcf7l2, intron 3 of 14)	12600	Tcf7l2	Tcf7l2	NM_001142921			Tcf7l2			NA
kidney_14_5_REP2.mLb.clN_peak_1523	chr18	73287118	73287574	+	24	NA	Intergenic	Intergenic	-285359	Mex3c	Mex3c	NM_001039214			Mex3c			NA
kidney_14_5_REP2.mLb.clN_peak_1109	chr18	56676213	56676589	+	24	NA	Intergenic	Intergenic	-31412	Lmnb1	Lmnb1	NM_010721			Lmnb1			NA
kidney_14_5_REP2.mLb.clN_peak_1316	chr18	64627552	64627859	+	24	NA	intron (Atp8b1, intron 1 of 27)	-intron (Atp8b1, intron 1 of 27)	33295	Atp8b1	Atp8b1	NM_001001488			Atp8b1			NA
kidney_14_5_REP2.mLb.clN_peak_1088	chr18	55393232	55393480	+	24	NA	Intergenic	Intergenic	-403176	Zfp608	Zfp608	NM_001360787			Zfp608			NA
kidney_14_5_REP2.mLb.clN_peak_1285	chr18	62848131	62848852	+	24	NA	Intergenic	Intergenic	-73836	Apcdd1	Apcdd1	NM_133237			Apcdd1			NA
kidney_14_5_REP2.mLb.clN_peak_2152	chr19	7143771	7144179	+	24	NA	intron (Macrod1, intron 3 of 10)	-intron (Macrod1, intron 3 of 10)	-38246	Flrt1	Flrt1	NM_201411			Flrt1			NA
kidney_14_5_REP2.mLb.clN_peak_367	chr18	21869834	21870217	+	24	NA	intron (Ccdc178, intron 21 of 22)	-intron (Ccdc178, intron 21 of 22)	-215012	Klhl14	Klhl14	NM_001081403			Klhl14			NA
kidney_14_5_REP2.mLb.clN_peak_3182	chr19	53021499	53021762	+	24	NA	intron (Xpnpep1, intron 3 of 20)	-intron (Xpnpep1, intron 2 of 19)	-10874	Mir6407	Mir6407	NR_105834			Mir6407			NA
kidney_14_5_REP2.mLb.clN_peak_2155	chr19	7182419	7182714	+	24	NA	intron (Macrod1, intron 3 of 10)	-intron (Macrod1, intron 3 of 10)	23718	Otub1	Otub1	NM_134150			Otub1			NA
kidney_14_5_REP2.mLb.clN_peak_2148	chr19	7111579	7112021	+	24	NA	intron (Macrod1, intron 3 of 10)	-intron (Macrod1, intron 3 of 10)	-6071	Flrt1	Flrt1	NM_201411			Flrt1			NA
kidney_14_5_REP2.mLb.clN_peak_1586	chr18	75040253	75040554	+	24	NA	intron (Dym, intron 1 of 16)	-intron (Dym, intron 1 of 16)	21639	Dym	Dym	NM_027727			Dym			NA
kidney_14_5_REP2.mLb.clN_peak_184	chr18	11534397	11534730	+	24	NA	Intergenic	Intergenic	-98713	Rbbp8	Rbbp8	NM_001081223			Rbbp8			NA
kidney_14_5_REP2.mLb.clN_peak_1732	chr18	80103541	80103770	+	24	NA	intron (Pard6g, intron 2 of 2)	-intron (Pard6g, intron 2 of 2)	47827	Adnp2	Adnp2	NM_175028			Adnp2			NA
kidney_14_5_REP2.mLb.clN_peak_3397	chr19	60144560	60144800	+	24	NA	promoter-TSS (E330013P04Rik)	-promoter-TSS (E330013P04Rik)	5	E330013P04Rik	E330013P04Rik	NR_026942			E330013P04Rik			NA
kidney_14_5_REP2.mLb.clN_peak_1588	chr18	75075557	75075962	+	24	NA	intron (Dym, intron 6 of 16)	-intron (Dym, intron 6 of 16)	56995	Dym	Dym	NM_027727			Dym			NA
kidney_14_5_REP2.mLb.clN_peak_44	chr18	4982304	4982574	+	24	NA	Intergenic	Intergenic	-64150	Svil	Svil	NM_153153			Svil			NA
kidney_14_5_REP2.mLb.clN_peak_2480	chr19	22962941	22963222	+	24	NA	intron (Trpm3, intron 21 of 24)	-intron (Trpm3, intron 21 of 24)	-178145	Klf9	Klf9	NM_010638			Klf9			NA
kidney_14_5_REP2.mLb.clN_peak_1884	chr18	85000249	85000527	+	24	NA	Intergenic	Intergenic	-48864	Timm21	Timm21	NR_160856			Timm21			NA
kidney_14_5_REP2.mLb.clN_peak_411	chr18	23902935	23903335	+	24	NA	Intergenic	Intergenic	-51553	Zfp397	Zfp397	NM_027007			Zfp397			NA
kidney_14_5_REP2.mLb.clN_peak_982	chr18	50087316	50087826	+	24	NA	intron (Tnfaip8, intron 1 of 1)	-intron (Tnfaip8, intron 1 of 1)	-33909	C030005K06Rik	C030005K06Rik	NR_155293			C030005K06Rik			NA
kidney_14_5_REP2.mLb.clN_peak_123	chr18	8872363	8872751	+	24	NA	Intergenic	Intergenic	-340299	Fzd8	Fzd8	NM_008058			Fzd8			NA
kidney_14_5_REP2.mLb.clN_peak_962	chr18	49349788	49350108	+	24	NA	Intergenic	Intergenic	-173341	1700044K03Rik	1700044K03Rik	NR_033785			1700044K03Rik			NA
kidney_14_5_REP2.mLb.clN_peak_1367	chr18	66208109	66208341	+	23	NA	intron (Ccbe1, intron 2 of 10)	-intron (Ccbe1, intron 2 of 10)	11108	Mir694	Mir694	NR_030467			Mir694			NA
kidney_14_5_REP2.mLb.clN_peak_1392	chr18	67322896	67323133	+	23	NA	exon (B430212C06Rik, exon 4 of 4)	-exon (B430212C06Rik, exon 4 of 4)	-20550	Cidea	Cidea	NM_007702			Cidea			NA
kidney_14_5_REP2.mLb.clN_peak_3339	chr19	57648605	57649039	+	23	NA	intron (Atrnl1, intron 5 of 28)	-intron (Atrnl1, intron 5 of 28)	37788	Atrnl1	Atrnl1	NM_181415			Atrnl1			NA
kidney_14_5_REP2.mLb.clN_peak_832	chr18	42394370	42394630	+	23	NA	promoter-TSS (Pou4f3)	-promoter-TSS (Pou4f3)	-97	Pou4f3	Pou4f3	NM_138945			Pou4f3			NA
kidney_14_5_REP2.mLb.clN_peak_2615	chr19	28662650	28662996	+	23	NA	intron (Glis3, intron 2 of 10)	-intron (Glis3, intron 2 of 9)	-15401	D930032P07Rik	D930032P07Rik	NR_045330			D930032P07Rik			NA
kidney_14_5_REP2.mLb.clN_peak_1589	chr18	75105578	75105916	+	23	NA	intron (Dym, intron 8 of 16)	-intron (Dym, intron 8 of 16)	86983	Dym	Dym	NM_027727			Dym			NA
kidney_14_5_REP2.mLb.clN_peak_2636	chr19	29354975	29355286	+	23	NA	intron (Plgrkt, intron 3 of 5)	-intron (Plgrkt, intron 3 of 5)	6741	Plgrkt	Plgrkt	NM_026362			Plgrkt			NA
kidney_14_5_REP2.mLb.clN_peak_1789	chr18	82484543	82484957	+	23	NA	intron (Mbp, intron 1 of 6)	-intron (Mbp, intron 1 of 3)	9627	Mbp	Mbp	NM_001025245			Mbp			NA
kidney_14_5_REP2.mLb.clN_peak_202	chr18	12110034	12110255	+	23	NA	intron (Tmem241, intron 3 of 15)	-intron (Tmem241, intron 3 of 14)	11393	Tmem241	Tmem241	NM_178801			Tmem241			NA
kidney_14_5_REP2.mLb.clN_peak_1641	chr18	76059433	76059723	+	23	NA	exon (Zbtb7c, exon 1 of 3)	-exon (Zbtb7c, exon 1 of 3)	38893	2900057B20Rik	2900057B20Rik	NR_045365			2900057B20Rik			NA
kidney_14_5_REP2.mLb.clN_peak_55	chr18	5199214	5199586	+	23	NA	Intergenic	Intergenic	-33669	Gm26682	Gm26682	NR_153824			Gm26682			NA
kidney_14_5_REP2.mLb.clN_peak_1287	chr18	62906377	62906701	+	23	NA	Intergenic	Intergenic	-15788	Apcdd1	Apcdd1	NM_133237			Apcdd1			NA
kidney_14_5_REP2.mLb.clN_peak_1142	chr18	57751058	57751287	+	23	NA	Intergenic	Intergenic	41161	Gm19519	Gm19519	NR_152224			Gm19519			NA
kidney_14_5_REP2.mLb.clN_peak_653	chr18	35848046	35848380	+	23	NA	intron (Cxxc5, intron 1 of 2)	-intron (Cxxc5, intron 1 of 2)	18425	Cxxc5	Cxxc5	NM_133687			Cxxc5			NA
kidney_14_5_REP2.mLb.clN_peak_2187	chr19	8597889	8598206	+	23	NA	intron (Slc22a8, intron 3 of 11)	-intron (Slc22a8, intron 2 of 10)	6793	Slc22a8	Slc22a8	NM_031194			Slc22a8			NA
kidney_14_5_REP2.mLb.clN_peak_3336	chr19	57510061	57510307	+	23	NA	exon (6720468P15Rik, exon 3 of 4)	-exon (6720468P15Rik, exon 3 of 4)	1118	6720468P15Rik	6720468P15Rik	NR_040307			6720468P15Rik			NA
kidney_14_5_REP2.mLb.clN_peak_391	chr18	23039537	23039798	+	23	NA	promoter-TSS (Nol4)	-promoter-TSS (Nol4)	2014	Nol4	Nol4	NM_001361223			Nol4			NA
kidney_14_5_REP2.mLb.clN_peak_2376	chr19	16439480	16439947	+	23	NA	intron (Gna14, intron 1 of 6)	-intron (Gna14, intron 1 of 6)	4046	Gna14	Gna14	NM_008137			Gna14			NA
kidney_14_5_REP2.mLb.clN_peak_2028	chr19	5108813	5109082	+	23	NA	intron (Klc2, intron 15 of 15)	-intron (Klc2, intron 15 of 15)	-1951	Rab1b	Rab1b	NM_029576			Rab1b			NA
kidney_14_5_REP2.mLb.clN_peak_1259	chr18	61741808	61742025	+	23	NA	intron (Afap1l1, intron 11 of 18)	-intron (Afap1l1, intron 11 of 18)	15526	1500015A07Rik	1500015A07Rik	NR_029432			1500015A07Rik			NA
kidney_14_5_REP2.mLb.clN_peak_2373	chr19	16381313	16381534	+	23	NA	intron (Gnaq, intron 6 of 6)	-intron (Gnaq, intron 6 of 6)	-54244	Gna14	Gna14	NM_008137			Gna14			NA
kidney_14_5_REP2.mLb.clN_peak_1823	chr18	83067306	83067524	+	23	NA	Intergenic	Intergenic	-146855	4930592I03Rik	4930592I03Rik	NR_033307			4930592I03Rik			NA
kidney_14_5_REP2.mLb.clN_peak_2776	chr19	36909851	36910129	+	23	NA	Intergenic	Intergenic	9609	Fgfbp3	Fgfbp3	NM_028263			Fgfbp3			NA
kidney_14_5_REP2.mLb.clN_peak_1733	chr18	80118641	80119046	+	23	NA	exon (Pard6g, exon 3 of 3)	-exon (Pard6g, exon 3 of 3)	32639	Adnp2	Adnp2	NM_175028			Adnp2			NA
kidney_14_5_REP2.mLb.clN_peak_1265	chr18	61938291	61938505	+	23	NA	Intergenic	Intergenic	-14677	Sh3tc2	Sh3tc2	NM_172628			Sh3tc2			NA
kidney_14_5_REP2.mLb.clN_peak_1859	chr18	84149407	84149683	+	23	NA	Intergenic	Intergenic	61387	Zadh2	Zadh2	NM_146090			Zadh2			NA
kidney_14_5_REP2.mLb.clN_peak_3101	chr19	47292579	47292930	+	23	NA	intron (Sh3pxd2a, intron 8 of 14)	-intron (Sh3pxd2a, intron 8 of 13)	-19165	Mir6995	Mir6995	NR_105961			Mir6995			NA
kidney_14_5_REP2.mLb.clN_peak_1054	chr18	54178464	54178781	+	23	NA	Intergenic	Intergenic	-243673	Redrum	Redrum	NR_040338			Redrum			NA
kidney_14_5_REP2.mLb.clN_peak_325	chr18	20617165	20617389	+	23	NA	intron (Gm16090, intron 1 of 2)	-intron (Gm16090, intron 1 of 2)	-47973	Ttr	Ttr	NM_013697			Ttr			NA
kidney_14_5_REP2.mLb.clN_peak_1577	chr18	74846947	74847276	+	23	NA	Intergenic	Intergenic	67899	Acaa2	Acaa2	NM_177470			Acaa2			NA
kidney_14_5_REP2.mLb.clN_peak_1338	chr18	65507039	65507342	+	23	NA	intron (Mir466p, intron 3 of 6)	-intron (Mir466p, intron 3 of 6)	-73040	Zfp532	Zfp532	NM_207255			Zfp532			NA
kidney_14_5_REP2.mLb.clN_peak_2922	chr19	43614689	43614982	+	23	NA	exon (Nkx2-3, exon 2 of 2)	-exon (Nkx2-3, exon 2 of 2)	2510	Nkx2-3	Nkx2-3	NM_008699			Nkx2-3			NA
