PeakID (cmd=annotatePeaks.pl kidney_14_5_REP1.mLb.clN_peaks.narrowPeak mm10_reduced_chr18_chr19.fa -gid -gtf mm10.reduced.refGene.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
kidney_14_5_REP1.mLb.clN_peak_967	chr18	84535942	84536303	+	33	NA	intron (Zfp407, intron 3 of 8)	-intron (Zfp407, intron 3 of 8)	53382	Zfp407	Zfp407	NM_001033341			Zfp407			NA
kidney_14_5_REP1.mLb.clN_peak_1903	chr19	57657592	57657898	+	33	NA	intron (Atrnl1, intron 9 of 28)	-intron (Atrnl1, intron 9 of 28)	46711	Atrnl1	Atrnl1	NM_181415			Atrnl1			NA
kidney_14_5_REP1.mLb.clN_peak_749	chr18	68119197	68119409	+	33	NA	intron (Ldlrad4, intron 3 of 5)	-intron (Ldlrad4, intron 3 of 5)	141670	Mir7219	Mir7219	NR_106078			Mir7219			NA
kidney_14_5_REP1.mLb.clN_peak_1637	chr19	42612923	42613136	+	33	NA	promoter-TSS (Loxl4)	-promoter-TSS (Loxl4)	-223	Loxl4	Loxl4	NM_053083			Loxl4			NA
kidney_14_5_REP1.mLb.clN_peak_1614	chr19	41896047	41896464	+	33	NA	promoter-TSS (Rrp12)	-promoter-TSS (Rrp12)	-102	Rrp12	Rrp12	NM_199447			Rrp12			NA
kidney_14_5_REP1.mLb.clN_peak_1354	chr19	18607556	18607952	+	33	NA	intron (Ostf1, intron 1 of 9)	-intron (Ostf1, intron 1 of 9)	24059	Ostf1	Ostf1	NM_017375			Ostf1			NA
kidney_14_5_REP1.mLb.clN_peak_653	chr18	61397857	61398241	+	33	NA	promoter-TSS (Mir378a)	-promoter-TSS (Mir378a)	-149	Mir378a	Mir378a	NR_029879			Mir378a			NA
kidney_14_5_REP1.mLb.clN_peak_370	chr18	36561060	36561274	+	33	NA	intron (Ankhd1, intron 1 of 33)	-intron (Ankhd1, intron 1 of 33)	564	Ankhd1	Ankhd1	NM_175375			Ankhd1			NA
kidney_14_5_REP1.mLb.clN_peak_802	chr18	73963458	73963670	+	33	NA	intron (Mapk4, intron 2 of 5)	-intron (Mapk4, intron 2 of 5)	-54343	D730045A05Rik	D730045A05Rik	NR_045390			D730045A05Rik			NA
kidney_14_5_REP1.mLb.clN_peak_481	chr18	46325066	46325315	+	33	NA	Intergenic	Intergenic	-13262	Ccdc112	Ccdc112	NM_001160399			Ccdc112			NA
kidney_14_5_REP1.mLb.clN_peak_1173	chr19	7056545	7056930	+	33	NA	promoter-TSS (Macrod1)	-promoter-TSS (Macrod1)	-31	Macrod1	Macrod1	NM_134147			Macrod1			NA
kidney_14_5_REP1.mLb.clN_peak_1259	chr19	10297096	10297281	+	33	NA	intron (Dagla, intron 1 of 19)	-intron (Dagla, intron 1 of 19)	7689	Dagla	Dagla	NM_198114			Dagla			NA
kidney_14_5_REP1.mLb.clN_peak_1360	chr19	18815236	18815633	+	33	NA	exon (Trpm6, exon 17 of 39)	-exon (Trpm6, exon 17 of 39)	65704	Trpm6	Trpm6	NR_157571			Trpm6			NA
kidney_14_5_REP1.mLb.clN_peak_1762	chr19	46869592	46869776	+	33	NA	intron (Cnnm2, intron 5 of 6)	-intron (Cnnm2, intron 5 of 6)	92667	Nt5c2	Nt5c2	NR_028353			Nt5c2			NA
kidney_14_5_REP1.mLb.clN_peak_433	chr18	39137579	39137940	+	33	NA	intron (Arhgap26, intron 10 of 22)	-intron (Arhgap26, intron 10 of 21)	144614	Arhgap26	Arhgap26	NM_001374831			Arhgap26			NA
kidney_14_5_REP1.mLb.clN_peak_1618	chr19	42000380	42000817	+	33	NA	intron (Ubtd1, intron 1 of 2)	-intron (Ubtd1, intron 1 of 2)	18835	Ubtd1	Ubtd1	NM_145500			Ubtd1			NA
kidney_14_5_REP1.mLb.clN_peak_976	chr18	85660867	85661131	+	33	NA	Intergenic	Intergenic	-709475	Timm21	Timm21	NR_160856			Timm21			NA
kidney_14_5_REP1.mLb.clN_peak_509	chr18	47960443	47960672	+	33	NA	intron (G630055G22Rik, intron 2 of 3)	-intron (G630055G22Rik, intron 2 of 3)	37716	G630055G22Rik	G630055G22Rik	NR_045404			G630055G22Rik			NA
kidney_14_5_REP1.mLb.clN_peak_870	chr18	76846625	76847121	+	33	NA	Intergenic	Intergenic	-9532	Skor2	Skor2	NM_001109743			Skor2			NA
kidney_14_5_REP1.mLb.clN_peak_1390	chr19	23135956	23136178	+	33	NA	Intergenic	Intergenic	-5159	Klf9	Klf9	NM_010638			Klf9			NA
kidney_14_5_REP1.mLb.clN_peak_357	chr18	36196066	36196337	+	33	NA	intron (Nrg2, intron 1 of 9)	-intron (Nrg2, intron 1 of 9)	1190	Nrg2	Nrg2	NM_001167891			Nrg2			NA
kidney_14_5_REP1.mLb.clN_peak_26	chr18	5107706	5107961	+	32	NA	intron (Svil, intron 29 of 34)	-intron (Svil, intron 25 of 30)	57898	Gm26682	Gm26682	NR_153824			Gm26682			NA
kidney_14_5_REP1.mLb.clN_peak_1293	chr19	11777412	11777651	+	32	NA	TTS (Stx3)	-TTS (Stx3)	7116	Mrpl16	Mrpl16	NM_025606			Mrpl16			NA
kidney_14_5_REP1.mLb.clN_peak_844	chr18	75479146	75479452	+	32	NA	intron (Ctif, intron 9 of 11)	-intron (Ctif, intron 9 of 11)	-35346	Gm10532	Gm10532	NR_045879			Gm10532			NA
kidney_14_5_REP1.mLb.clN_peak_226	chr18	25558306	25558587	+	32	NA	intron (Celf4, intron 2 of 13)	-intron (Celf4, intron 2 of 12)	195711	Celf4	Celf4	NM_001362278			Celf4			NA
kidney_14_5_REP1.mLb.clN_peak_790	chr18	73182824	73183263	+	32	NA	Intergenic	Intergenic	-389662	Mex3c	Mex3c	NM_001039214			Mex3c			NA
kidney_14_5_REP1.mLb.clN_peak_720	chr18	66236466	66236891	+	32	NA	intron (Ccbe1, intron 2 of 10)	-intron (Ccbe1, intron 2 of 10)	-17345	Mir694	Mir694	NR_030467			Mir694			NA
kidney_14_5_REP1.mLb.clN_peak_1287	chr19	10979367	10980003	+	32	NA	intron (Ms4a15, intron 6 of 6)	-intron (Ms4a15, intron 6 of 6)	-5015	Ms4a10	Ms4a10	NM_023529			Ms4a10			NA
kidney_14_5_REP1.mLb.clN_peak_818	chr18	74728005	74728287	+	32	NA	intron (Myo5b, intron 29 of 38)	-intron (Myo5b, intron 29 of 38)	50309	Scarna17	Scarna17	NR_028560			Scarna17			NA
kidney_14_5_REP1.mLb.clN_peak_538	chr18	52809277	52809500	+	32	NA	intron (Sncaip, intron 1 of 10)	-intron (Sncaip, intron 1 of 11)	-15922	Gm51263	Gm51263	NM_001367923			Gm51263			NA
kidney_14_5_REP1.mLb.clN_peak_38	chr18	5592927	5593302	+	32	NA	promoter-TSS (Gm10125)	-promoter-TSS (Gm10125)	-677	Gm10125	Gm10125	NR_033552			Gm10125			NA
kidney_14_5_REP1.mLb.clN_peak_1870	chr19	55908928	55909394	+	32	NA	intron (Tcf7l2, intron 5 of 15)	-intron (Tcf7l2, intron 5 of 14)	167351	Tcf7l2	Tcf7l2	NM_001142921			Tcf7l2			NA
kidney_14_5_REP1.mLb.clN_peak_107	chr18	12184993	12185480	+	32	NA	intron (Rmc1, intron 13 of 19)	-intron (Rmc1, intron 13 of 19)	16506	Rmc1	Rmc1	NM_029623			Rmc1			NA
kidney_14_5_REP1.mLb.clN_peak_1736	chr19	46309013	46309232	+	32	NA	intron (Nfkb2, intron 12 of 21)	-intron (Nfkb2, intron 13 of 22)	3427	Nfkb2	Nfkb2	NM_001177370			Nfkb2			NA
kidney_14_5_REP1.mLb.clN_peak_933	chr18	82475134	82475967	+	32	NA	intron (Mbp, intron 1 of 6)	-intron (Mbp, intron 1 of 3)	427	Mbp	Mbp	NM_001025245			Mbp			NA
kidney_14_5_REP1.mLb.clN_peak_274	chr18	32497519	32497841	+	32	NA	Intergenic	Intergenic	-35181	Gm35060	Gm35060	NM_001370869			Gm35060			NA
kidney_14_5_REP1.mLb.clN_peak_454	chr18	42898573	42899781	+	32	NA	exon (Ppp2r2b, exon 1 of 9)	-exon (Ppp2r2b, exon 1 of 9)	329	Ppp2r2b	Ppp2r2b	NR_073583			Ppp2r2b			NA
kidney_14_5_REP1.mLb.clN_peak_604	chr18	58027694	58028148	+	32	NA	exon (Fbn2, exon 56 of 65)	-exon (Fbn2, exon 56 of 65)	149243	Slc12a2	Slc12a2	NM_009194			Slc12a2			NA
kidney_14_5_REP1.mLb.clN_peak_586	chr18	56805802	56806065	+	32	NA	intron (Marchf3, intron 3 of 4)	-intron (Marchf3, intron 3 of 4)	98120	Lmnb1	Lmnb1	NM_010721			Lmnb1			NA
kidney_14_5_REP1.mLb.clN_peak_1419	chr19	24753987	24754182	+	31	NA	intron (Pgm5, intron 6 of 10)	-intron (Pgm5, intron 6 of 10)	80076	Tmem252	Tmem252	NM_183160			Tmem252			NA
kidney_14_5_REP1.mLb.clN_peak_1427	chr19	25400333	25400642	+	31	NA	intron (Kank1, intron 4 of 13)	-intron (Kank1, intron 4 of 12)	-105219	Dmrt1	Dmrt1	NM_015826			Dmrt1			NA
kidney_14_5_REP1.mLb.clN_peak_1466	chr19	29253873	29254093	+	31	NA	intron (Jak2, intron 2 of 24)	-intron (Jak2, intron 1 of 23)	2180	Jak2	Jak2	NM_001048177			Jak2			NA
kidney_14_5_REP1.mLb.clN_peak_1743	chr19	46454503	46454838	+	31	NA	intron (Sufu, intron 7 of 11)	-intron (Sufu, intron 7 of 11)	-46978	Trim8	Trim8	NM_053100			Trim8			NA
kidney_14_5_REP1.mLb.clN_peak_220	chr18	25025733	25026195	+	31	NA	intron (Fhod3, intron 12 of 26)	-intron (Fhod3, intron 10 of 24)	142913	Tpgs2	Tpgs2	NM_001004361			Tpgs2			NA
kidney_14_5_REP1.mLb.clN_peak_658	chr18	61536030	61536587	+	31	NA	intron (Arhgef37, intron 1 of 12)	-intron (Arhgef37, intron 1 of 12)	228	Arhgef37	Arhgef37	NM_177828			Arhgef37			NA
kidney_14_5_REP1.mLb.clN_peak_650	chr18	61257057	61257468	+	31	NA	exon (Pde6a, exon 12 of 22)	-exon (Pde6a, exon 12 of 22)	36788	Pde6a	Pde6a	NM_146086			Pde6a			NA
kidney_14_5_REP1.mLb.clN_peak_1875	chr19	56110854	56111158	+	31	NA	Intergenic	Intergenic	-176906	Habp2	Habp2	NM_001329935			Habp2			NA
kidney_14_5_REP1.mLb.clN_peak_1369	chr19	21373327	21373573	+	31	NA	Intergenic	Intergenic	99211	Gda	Gda	NM_010266			Gda			NA
kidney_14_5_REP1.mLb.clN_peak_1442	chr19	26881940	26882137	+	31	NA	Intergenic	Intergenic	-3887	Gm815	Gm815	NM_001033407			Gm815			NA
kidney_14_5_REP1.mLb.clN_peak_1486	chr19	29924842	29925235	+	31	NA	promoter-TSS (Il33)	-promoter-TSS (Il33)	-75	Il33	Il33	NM_001360725			Il33			NA
kidney_14_5_REP1.mLb.clN_peak_831	chr18	75224025	75224260	+	31	NA	intron (Dym, intron 14 of 16)	-intron (Dym, intron 14 of 16)	73175	2010010A06Rik	2010010A06Rik	NR_045393			2010010A06Rik			NA
kidney_14_5_REP1.mLb.clN_peak_513	chr18	49404283	49404575	+	31	NA	Intergenic	Intergenic	-118860	1700044K03Rik	1700044K03Rik	NR_033785			1700044K03Rik			NA
kidney_14_5_REP1.mLb.clN_peak_628	chr18	60643709	60643934	+	31	NA	Intergenic	Intergenic	-19516	Synpo	Synpo	NM_177340			Synpo			NA
kidney_14_5_REP1.mLb.clN_peak_1778	chr19	47398091	47398390	+	31	NA	intron (Sh3pxd2a, intron 2 of 14)	-intron (Sh3pxd2a, intron 2 of 13)	66171	Sh3pxd2a	Sh3pxd2a	NM_001164717			Sh3pxd2a			NA
kidney_14_5_REP1.mLb.clN_peak_922	chr18	80734892	80735475	+	30	NA	exon (Atp9b, exon 30 of 30)	-exon (Atp9b, exon 30 of 30)	-22112	Nfatc1	Nfatc1	NM_198429			Nfatc1			NA
kidney_14_5_REP1.mLb.clN_peak_1551	chr19	36815931	36816175	+	30	NA	Intergenic	Intergenic	-18179	Tnks2	Tnks2	NM_001163635			Tnks2			NA
kidney_14_5_REP1.mLb.clN_peak_496	chr18	46948431	46948767	+	30	NA	Intergenic	Intergenic	-10277	Commd10	Commd10	NM_178377			Commd10			NA
kidney_14_5_REP1.mLb.clN_peak_725	chr18	66519118	66519504	+	30	NA	Intergenic	Intergenic	15133	Gm9926	Gm9926	NR_040528			Gm9926			NA
kidney_14_5_REP1.mLb.clN_peak_599	chr18	57786212	57786411	+	30	NA	intron (Gm19519, intron 1 of 2)	-intron (Gm19519, intron 1 of 2)	6022	Gm19519	Gm19519	NR_152224			Gm19519			NA
kidney_14_5_REP1.mLb.clN_peak_194	chr18	23550068	23550392	+	30	NA	intron (Dtna, intron 4 of 20)	-intron (Dtna, intron 5 of 24)	134821	Dtna	Dtna	NM_001361215			Dtna			NA
kidney_14_5_REP1.mLb.clN_peak_953	chr18	83282973	83283337	+	30	NA	Intergenic	Intergenic	42729	4921531P14Rik	4921531P14Rik	NR_045361			4921531P14Rik			NA
kidney_14_5_REP1.mLb.clN_peak_1408	chr19	24251736	24251985	+	30	NA	Intergenic	Intergenic	-26732	Tjp2	Tjp2	NM_001376368			Tjp2			NA
kidney_14_5_REP1.mLb.clN_peak_1437	chr19	26605838	26606158	+	30	NA	intron (Smarca2, intron 1 of 32)	-intron (Smarca2, intron 1 of 32)	-142405	Smarca2	Smarca2	NM_011416			Smarca2			NA
kidney_14_5_REP1.mLb.clN_peak_1651	chr19	43616355	43616538	+	30	NA	TTS (Nkx2-3)	-TTS (Nkx2-3)	4121	Nkx2-3	Nkx2-3	NM_008699			Nkx2-3			NA
kidney_14_5_REP1.mLb.clN_peak_1494	chr19	30205484	30205759	+	30	NA	Intergenic	Intergenic	-27307	Mbl2	Mbl2	NM_001365058			Mbl2			NA
kidney_14_5_REP1.mLb.clN_peak_93	chr18	11119271	11119521	+	30	NA	Intergenic	Intergenic	-66829	Gata6os	Gata6os	NR_105023			Gata6os			NA
kidney_14_5_REP1.mLb.clN_peak_229	chr18	25630273	25630627	+	30	NA	intron (Celf4, intron 2 of 13)	-intron (Celf4, intron 2 of 12)	123707	Celf4	Celf4	NM_001362278			Celf4			NA
kidney_14_5_REP1.mLb.clN_peak_1719	chr19	45748481	45748870	+	30	NA	intron (Npm3, intron 3 of 5)	-intron (Npm3, intron 3 of 5)	890	Npm3	Npm3	NM_008723			Npm3			NA
kidney_14_5_REP1.mLb.clN_peak_1527	chr19	34290330	34290726	+	30	NA	promoter-TSS (Fas)	-promoter-TSS (Fas)	-131	Fas	Fas	NM_007987			Fas			NA
kidney_14_5_REP1.mLb.clN_peak_1092	chr19	5602238	5602432	+	30	NA	TTS (Kat5)	-TTS (Kat5)	462	Rnaseh2c	Rnaseh2c	NM_026616			Rnaseh2c			NA
kidney_14_5_REP1.mLb.clN_peak_218	chr18	24719771	24720189	+	30	NA	intron (Fhod3, intron 1 of 26)	-intron (Fhod3, intron 1 of 24)	11357	Fhod3	Fhod3	NM_175276			Fhod3			NA
kidney_14_5_REP1.mLb.clN_peak_760	chr18	69152188	69152423	+	30	NA	Intergenic	Intergenic	-130032	Mir145b	Mir145b	NR_105780			Mir145b			NA
kidney_14_5_REP1.mLb.clN_peak_1772	chr19	47240163	47240502	+	30	NA	intron (Neurl1a, intron 2 of 5)	-intron (Neurl1a, intron 2 of 5)	33257	Mir6995	Mir6995	NR_105961			Mir6995			NA
kidney_14_5_REP1.mLb.clN_peak_552	chr18	54125538	54125821	+	30	NA	Intergenic	Intergenic	263566	Csnk1g3	Csnk1g3	NM_152809			Csnk1g3			NA
kidney_14_5_REP1.mLb.clN_peak_1575	chr19	38338907	38339128	+	30	NA	Intergenic	Intergenic	-56963	Slc35g1	Slc35g1	NM_175507			Slc35g1			NA
kidney_14_5_REP1.mLb.clN_peak_1835	chr19	53711018	53711336	+	30	NA	intron (Rbm20, intron 1 of 13)	-intron (Rbm20, intron 1 of 13)	33871	Rbm20	Rbm20	NM_001170847			Rbm20			NA
kidney_14_5_REP1.mLb.clN_peak_227	chr18	25599605	25599855	+	30	NA	intron (Celf4, intron 2 of 13)	-intron (Celf4, intron 2 of 12)	154427	Celf4	Celf4	NM_001362278			Celf4			NA
kidney_14_5_REP1.mLb.clN_peak_1577	chr19	38372655	38372874	+	30	NA	Intergenic	Intergenic	-23216	Slc35g1	Slc35g1	NM_175507			Slc35g1			NA
kidney_14_5_REP1.mLb.clN_peak_787	chr18	72350809	72351206	+	30	NA	promoter-TSS (Dcc)	-promoter-TSS (Dcc)	62	Dcc	Dcc	NM_007831			Dcc			NA
kidney_14_5_REP1.mLb.clN_peak_1396	chr19	23497457	23497647	+	29	NA	Intergenic	Intergenic	-49230	Mamdc2	Mamdc2	NM_174857			Mamdc2			NA
kidney_14_5_REP1.mLb.clN_peak_639	chr18	60912047	60912313	+	29	NA	exon (Arsi, exon 1 of 2)	-exon (Arsi, exon 1 of 2)	189	Arsi	Arsi	NM_001038499			Arsi			NA
kidney_14_5_REP1.mLb.clN_peak_1111	chr19	5834565	5834856	+	29	NA	exon (Neat1, exon 1 of 1)	-exon (Neat1, exon 1 of 1)	10768	Neat1	Neat1	NR_003513			Neat1			NA
kidney_14_5_REP1.mLb.clN_peak_1860	chr19	55580481	55580856	+	29	NA	intron (Vti1a, intron 8 of 8)	-intron (Vti1a, intron 8 of 8)	121536	4930552P12Rik	4930552P12Rik	NR_045318			4930552P12Rik			NA
kidney_14_5_REP1.mLb.clN_peak_1176	chr19	7121168	7121529	+	29	NA	intron (Macrod1, intron 3 of 10)	-intron (Macrod1, intron 3 of 10)	-15619	Flrt1	Flrt1	NM_201411			Flrt1			NA
kidney_14_5_REP1.mLb.clN_peak_451	chr18	42589627	42589924	+	29	NA	Intergenic	Intergenic	-10123	Gpr151	Gpr151	NM_181543			Gpr151			NA
kidney_14_5_REP1.mLb.clN_peak_1878	chr19	56396892	56397192	+	29	NA	promoter-TSS (Casp7)	-promoter-TSS (Casp7)	-87	Casp7	Casp7	NM_007611			Casp7			NA
kidney_14_5_REP1.mLb.clN_peak_1245	chr19	10025618	10025830	+	29	NA	intron (Rab3il1, intron 1 of 10)	-intron (Rab3il1, intron 4 of 12)	7530	Rab3il1	Rab3il1	NM_144538			Rab3il1			NA
kidney_14_5_REP1.mLb.clN_peak_1429	chr19	25506264	25506554	+	29	NA	intron (Dmrt1, intron 1 of 4)	-intron (Dmrt1, intron 1 of 4)	703	Dmrt1	Dmrt1	NM_015826			Dmrt1			NA
kidney_14_5_REP1.mLb.clN_peak_814	chr18	74456169	74456351	+	29	NA	intron (Myo5b, intron 1 of 38)	-intron (Myo5b, intron 1 of 38)	13641	Myo5b	Myo5b	NM_201600			Myo5b			NA
kidney_14_5_REP1.mLb.clN_peak_1352	chr19	18573604	18573971	+	29	NA	Intergenic	Intergenic	58026	Ostf1	Ostf1	NM_017375			Ostf1			NA
kidney_14_5_REP1.mLb.clN_peak_1634	chr19	42432326	42432554	+	29	NA	promoter-TSS (Crtac1)	-promoter-TSS (Crtac1)	-652	Crtac1	Crtac1	NM_001356589			Crtac1			NA
kidney_14_5_REP1.mLb.clN_peak_1820	chr19	53347944	53348240	+	29	NA	intron (Mxi1, intron 3 of 5)	-intron (Mxi1, intron 3 of 5)	18679	Mxi1	Mxi1	NM_001008543			Mxi1			NA
kidney_14_5_REP1.mLb.clN_peak_1550	chr19	36796998	36797201	+	29	NA	Intergenic	Intergenic	-37133	Tnks2	Tnks2	NM_001163635			Tnks2			NA
kidney_14_5_REP1.mLb.clN_peak_1492	chr19	30174977	30175209	+	29	NA	exon (Gldc, exon 1 of 25)	-exon (Gldc, exon 1 of 25)	348	Gldc	Gldc	NM_138595			Gldc			NA
kidney_14_5_REP1.mLb.clN_peak_759	chr18	69084516	69084835	+	29	NA	Intergenic	Intergenic	-62402	Mir145b	Mir145b	NR_105780			Mir145b			NA
kidney_14_5_REP1.mLb.clN_peak_1746	chr19	46479065	46479506	+	29	NA	intron (Sufu, intron 10 of 11)	-intron (Sufu, intron 10 of 11)	-22363	Trim8	Trim8	NM_053100			Trim8			NA
kidney_14_5_REP1.mLb.clN_peak_1923	chr19	58833955	58834217	+	29	NA	intron (Hspa12a, intron 2 of 12)	-intron (Hspa12a, intron 2 of 12)	26898	Hspa12a	Hspa12a	NM_175199			Hspa12a			NA
kidney_14_5_REP1.mLb.clN_peak_1715	chr19	45717579	45718086	+	29	NA	Intergenic	Intergenic	12726	4933429K18Rik	4933429K18Rik	NR_045307			4933429K18Rik			NA
kidney_14_5_REP1.mLb.clN_peak_1113	chr19	5871460	5871720	+	29	NA	intron (Frmd8, intron 3 of 10)	-intron (Frmd8, intron 3 of 10)	3618	Frmd8	Frmd8	NM_026169			Frmd8			NA
kidney_14_5_REP1.mLb.clN_peak_1155	chr19	6848151	6848395	+	28	NA	exon (Ccdc88b, exon 21 of 27)	-exon (Ccdc88b, exon 21 of 27)	-7646	Rps6ka4	Rps6ka4	NM_019924			Rps6ka4			NA
kidney_14_5_REP1.mLb.clN_peak_1327	chr19	16028940	16029534	+	28	NA	Intergenic	Intergenic	44162	C130060C02Rik	C130060C02Rik	NR_045355			C130060C02Rik			NA
kidney_14_5_REP1.mLb.clN_peak_508	chr18	47943436	47943720	+	28	NA	intron (G630055G22Rik, intron 2 of 3)	-intron (G630055G22Rik, intron 2 of 3)	20737	G630055G22Rik	G630055G22Rik	NR_045404			G630055G22Rik			NA
kidney_14_5_REP1.mLb.clN_peak_1827	chr19	53557466	53557781	+	28	NA	Intergenic	Intergenic	28478	Dusp5	Dusp5	NM_001085390			Dusp5			NA
kidney_14_5_REP1.mLb.clN_peak_809	chr18	74330374	74330860	+	28	NA	intron (Cfap53, intron 8 of 8)	-intron (Cfap53, intron 7 of 7)	47517	Cfap53	Cfap53	NR_029424			Cfap53			NA
kidney_14_5_REP1.mLb.clN_peak_204	chr18	24258719	24259007	+	28	NA	intron (Galnt1, intron 5 of 12)	-intron (Galnt1, intron 5 of 12)	53519	Galnt1	Galnt1	NM_001160404			Galnt1			NA
kidney_14_5_REP1.mLb.clN_peak_611	chr18	58520453	58520643	+	28	NA	Intergenic	Intergenic	-35692	Slc27a6	Slc27a6	NM_001081072			Slc27a6			NA
kidney_14_5_REP1.mLb.clN_peak_575	chr18	55985341	55985546	+	28	NA	Intergenic	Intergenic	-446689	Gramd3	Gramd3	NM_001360917			Gramd3			NA
kidney_14_5_REP1.mLb.clN_peak_493	chr18	46693667	46694077	+	28	NA	Intergenic	Intergenic	34630	Cdo1	Cdo1	NM_033037			Cdo1			NA
kidney_14_5_REP1.mLb.clN_peak_92	chr18	11075856	11076048	+	28	NA	intron (Gata6, intron 6 of 6)	-intron (Gata6, intron 6 of 6)	-23385	Gata6os	Gata6os	NR_105023			Gata6os			NA
kidney_14_5_REP1.mLb.clN_peak_161	chr18	20617077	20617282	+	28	NA	intron (Gm16090, intron 1 of 2)	-intron (Gm16090, intron 1 of 2)	-48071	Ttr	Ttr	NM_013697			Ttr			NA
kidney_14_5_REP1.mLb.clN_peak_1839	chr19	53810014	53810432	+	28	NA	intron (Rbm20, intron 1 of 13)	-intron (Rbm20, intron 1 of 13)	-82008	Pdcd4	Pdcd4	NM_001168492			Pdcd4			NA
kidney_14_5_REP1.mLb.clN_peak_1477	chr19	29542537	29542731	+	28	NA	intron (Ric1, intron 3 of 25)	-intron (Ric1, intron 3 of 25)	20352	Ric1	Ric1	NM_001081319			Ric1			NA
kidney_14_5_REP1.mLb.clN_peak_955	chr18	83335210	83335399	+	28	NA	Intergenic	Intergenic	-9420	4921531P14Rik	4921531P14Rik	NR_045361			4921531P14Rik			NA
kidney_14_5_REP1.mLb.clN_peak_58	chr18	7572366	7572627	+	28	NA	intron (Mpp7, intron 1 of 12)	-intron (Mpp7, intron 1 of 16)	35658	Mpp7	Mpp7	NM_001081287			Mpp7			NA
kidney_14_5_REP1.mLb.clN_peak_1306	chr19	12550499	12550738	+	28	NA	Intergenic	Intergenic	-22907	Fam111a	Fam111a	NM_001346545			Fam111a			NA
kidney_14_5_REP1.mLb.clN_peak_1444	chr19	26994693	26994886	+	28	NA	Intergenic	Intergenic	108864	Gm815	Gm815	NM_001033407			Gm815			NA
kidney_14_5_REP1.mLb.clN_peak_1345	chr19	17714687	17714895	+	28	NA	exon (Pcsk5, exon 4 of 21)	-exon (Pcsk5, exon 4 of 21)	122841	Pcsk5	Pcsk5	NM_001163144			Pcsk5			NA
kidney_14_5_REP1.mLb.clN_peak_1806	chr19	52078531	52078852	+	28	NA	Intergenic	Intergenic	-185606	Ins1	Ins1	NM_008386			Ins1			NA
kidney_14_5_REP1.mLb.clN_peak_1557	chr19	37174104	37174816	+	28	NA	exon (Cpeb3, exon 2 of 11)	-exon (Cpeb3, exon 2 of 11)	617	A330032B11Rik	A330032B11Rik	NR_045329			A330032B11Rik			NA
kidney_14_5_REP1.mLb.clN_peak_234	chr18	25754170	25754388	+	28	NA	promoter-TSS (Celf4)	-promoter-TSS (Celf4)	-122	Celf4	Celf4	NM_001362278			Celf4			NA
kidney_14_5_REP1.mLb.clN_peak_1893	chr19	57273389	57273674	+	28	NA	promoter-TSS (4930449E18Rik)	-promoter-TSS (4930449E18Rik)	-429	4930449E18Rik	4930449E18Rik	NR_045319			4930449E18Rik			NA
kidney_14_5_REP1.mLb.clN_peak_212	chr18	24559131	24559423	+	28	NA	Intergenic	Intergenic	-29073	Rprd1a	Rprd1a	NM_001360807			Rprd1a			NA
kidney_14_5_REP1.mLb.clN_peak_1454	chr19	28172124	28172309	+	28	NA	Intergenic	Intergenic	-161050	Rfx3	Rfx3	NM_001360358			Rfx3			NA
kidney_14_5_REP1.mLb.clN_peak_1872	chr19	55941450	55941636	+	28	NA	Intergenic	Intergenic	199733	Tcf7l2	Tcf7l2	NM_001142921			Tcf7l2			NA
kidney_14_5_REP1.mLb.clN_peak_1434	chr19	26037364	26037755	+	28	NA	Intergenic	Intergenic	365148	Dmrt2	Dmrt2	NM_145831			Dmrt2			NA
kidney_14_5_REP1.mLb.clN_peak_781	chr18	70697907	70698125	+	28	NA	Intergenic	Intergenic	129724	Mbd2	Mbd2	NM_001311071			Mbd2			NA
kidney_14_5_REP1.mLb.clN_peak_736	chr18	67369727	67369923	+	28	NA	Intergenic	Intergenic	-20906	Tubb6	Tubb6	NM_026473			Tubb6			NA
kidney_14_5_REP1.mLb.clN_peak_1925	chr19	58878527	58878709	+	28	NA	intron (Hspa12a, intron 2 of 12)	-intron (Hspa12a, intron 2 of 12)	-17634	Hspa12a	Hspa12a	NM_175199			Hspa12a			NA
kidney_14_5_REP1.mLb.clN_peak_1804	chr19	51348448	51348747	+	28	NA	Intergenic	Intergenic	-669951	Sorcs1	Sorcs1	NM_001360457			Sorcs1			NA
kidney_14_5_REP1.mLb.clN_peak_1805	chr19	51755713	51755903	+	28	NA	Intergenic	Intergenic	-508489	Ins1	Ins1	NM_008386			Ins1			NA
kidney_14_5_REP1.mLb.clN_peak_932	chr18	82462148	82462348	+	28	NA	Intergenic	Intergenic	-12875	Mbp	Mbp	NM_001025245			Mbp			NA
kidney_14_5_REP1.mLb.clN_peak_1381	chr19	22354021	22354426	+	28	NA	intron (Trpm3, intron 1 of 23)	-intron (Trpm3, intron 1 of 24)	-93985	Trpm3	Trpm3	NM_001362502			Trpm3			NA
