PeakID (cmd=annotatePeaks.pl liver_15_5_REP1.mLb.clN_peaks.narrowPeak mm10_reduced_chr18_chr19.fa -gid -gtf mm10.reduced.refGene.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
liver_15_5_REP1.mLb.clN_peak_73	chr18	7608712	7608969	+	69	NA	promoter-TSS (Mpp7)	-promoter-TSS (Mpp7)	-686	Mpp7	Mpp7	NM_001081287			Mpp7			NA
liver_15_5_REP1.mLb.clN_peak_99	chr18	10324924	10325651	+	69	NA	exon (Greb1l, exon 1 of 33)	-exon (Greb1l, exon 1 of 33)	108	Greb1l	Greb1l	NM_001083628			Greb1l			NA
liver_15_5_REP1.mLb.clN_peak_1726	chr19	44545524	44545853	+	68	NA	intron (Sec31b, intron 1 of 25)	-intron (Sec31b, intron 1 of 25)	160	Sec31b	Sec31b	NM_001033343			Sec31b			NA
liver_15_5_REP1.mLb.clN_peak_103	chr18	10461747	10462091	+	68	NA	intron (Greb1l, intron 4 of 32)	-intron (Greb1l, intron 4 of 32)	136740	Greb1l	Greb1l	NM_001083628			Greb1l			NA
liver_15_5_REP1.mLb.clN_peak_1800	chr19	46857574	46857890	+	68	NA	intron (Cnnm2, intron 3 of 7)	-intron (Cnnm2, intron 3 of 6)	96123	Cnnm2	Cnnm2	NM_033569			Cnnm2			NA
liver_15_5_REP1.mLb.clN_peak_1438	chr19	29126491	29126972	+	68	NA	intron (Rcl1, intron 5 of 8)	-intron (Rcl1, intron 5 of 8)	-8548	Mir101b	Mir101b	NR_029778			Mir101b			NA
liver_15_5_REP1.mLb.clN_peak_1624	chr19	40500058	40500546	+	68	NA	intron (Sorbs1, intron 1 of 28)	-intron (Sorbs1, intron 2 of 23)	13434	Sorbs1	Sorbs1	NM_178362			Sorbs1			NA
liver_15_5_REP1.mLb.clN_peak_593	chr18	61786200	61786794	+	68	NA	intron (Afap1l1, intron 1 of 18)	-intron (Afap1l1, intron 1 of 18)	165	Afap1l1	Afap1l1	NM_178928			Afap1l1			NA
liver_15_5_REP1.mLb.clN_peak_336	chr18	35867819	35868249	+	68	NA	Intergenic	Intergenic	38246	Cxxc5	Cxxc5	NM_133687			Cxxc5			NA
liver_15_5_REP1.mLb.clN_peak_1367	chr19	21783853	21784507	+	67	NA	intron (Cemip2, intron 2 of 24)	-intron (Cemip2, intron 1 of 23)	5840	Cemip2	Cemip2	NM_031997			Cemip2			NA
liver_15_5_REP1.mLb.clN_peak_1987	chr19	60129627	60129974	+	67	NA	Intergenic	Intergenic	-14875	E330013P04Rik	E330013P04Rik	NR_026942			E330013P04Rik			NA
liver_15_5_REP1.mLb.clN_peak_39	chr18	5349296	5349715	+	67	NA	Intergenic	Intergenic	-15066	Zfp438	Zfp438	NM_178722			Zfp438			NA
liver_15_5_REP1.mLb.clN_peak_35	chr18	5134229	5134482	+	67	NA	Intergenic	Intergenic	31376	Gm26682	Gm26682	NR_153824			Gm26682			NA
liver_15_5_REP1.mLb.clN_peak_262	chr18	32137610	32138288	+	67	NA	intron (Proc, intron 1 of 9)	-intron (Proc, intron 1 of 8)	256	Proc	Proc	NM_001042767			Proc			NA
liver_15_5_REP1.mLb.clN_peak_44	chr18	5440999	5441396	+	66	NA	Intergenic	Intergenic	-106758	Zfp438	Zfp438	NM_178722			Zfp438			NA
liver_15_5_REP1.mLb.clN_peak_200	chr18	21121924	21122184	+	66	NA	Intergenic	Intergenic	49710	Mep1b	Mep1b	NM_008586			Mep1b			NA
liver_15_5_REP1.mLb.clN_peak_489	chr18	52790497	52790953	+	66	NA	intron (Sncaip, intron 1 of 10)	-intron (Sncaip, intron 1 of 11)	22914	Sncaip	Sncaip	NM_001199151			Sncaip			NA
liver_15_5_REP1.mLb.clN_peak_1347	chr19	18761108	18761436	+	66	NA	intron (Trpm6, intron 1 of 38)	-intron (Trpm6, intron 1 of 38)	11542	Trpm6	Trpm6	NR_157571			Trpm6			NA
liver_15_5_REP1.mLb.clN_peak_280	chr18	33527926	33528491	+	66	NA	Intergenic	Intergenic	64045	Gm10549	Gm10549	NR_045415			Gm10549			NA
liver_15_5_REP1.mLb.clN_peak_1560	chr19	36909849	36910135	+	66	NA	Intergenic	Intergenic	9607	Fgfbp3	Fgfbp3	NM_028263			Fgfbp3			NA
liver_15_5_REP1.mLb.clN_peak_655	chr18	65490056	65490672	+	66	NA	intron (Mir466p, intron 3 of 6)	-intron (Mir466p, intron 3 of 6)	59374	Malt1	Malt1	NM_001365019			Malt1			NA
liver_15_5_REP1.mLb.clN_peak_259	chr18	31850730	31851012	+	66	NA	intron (Wdr33, intron 7 of 21)	-intron (Wdr33, intron 7 of 21)	46814	Wdr33	Wdr33	NM_028866			Wdr33			NA
liver_15_5_REP1.mLb.clN_peak_831	chr18	78166942	78167282	+	66	NA	intron (Slc14a2, intron 12 of 21)	-intron (Slc14a2, intron 1 of 10)	-43686	Slc14a1	Slc14a1	NM_001171011			Slc14a1			NA
liver_15_5_REP1.mLb.clN_peak_761	chr18	74422614	74422976	+	66	NA	Intergenic	Intergenic	-19824	Myo5b	Myo5b	NM_201600			Myo5b			NA
liver_15_5_REP1.mLb.clN_peak_809	chr18	77565096	77565580	+	66	NA	promoter-TSS (Rnf165)	-promoter-TSS (Rnf165)	-202	Rnf165	Rnf165	NM_001164504			Rnf165			NA
liver_15_5_REP1.mLb.clN_peak_696	chr18	67932835	67934044	+	66	NA	intron (Ldlrad4, intron 1 of 5)	-intron (Ldlrad4, intron 1 of 5)	266	Ldlrad4	Ldlrad4	NM_172631			Ldlrad4			NA
liver_15_5_REP1.mLb.clN_peak_1839	chr19	50678182	50678842	+	66	NA	exon (Sorcs1, exon 1 of 26)	-exon (Sorcs1, exon 1 of 26)	134	Sorcs1	Sorcs1	NM_001360457			Sorcs1			NA
liver_15_5_REP1.mLb.clN_peak_1356	chr19	21144666	21145048	+	66	NA	Intergenic	Intergenic	40147	4930554I06Rik	4930554I06Rik	NR_126458			4930554I06Rik			NA
liver_15_5_REP1.mLb.clN_peak_1554	chr19	36670871	36671173	+	66	NA	intron (Hectd2os, intron 2 of 4)	-intron (Hectd2os, intron 2 of 4)	18457	Hectd2os	Hectd2os	NR_033510			Hectd2os			NA
liver_15_5_REP1.mLb.clN_peak_496	chr18	53417874	53418210	+	66	NA	promoter-TSS (Ppic)	-promoter-TSS (Ppic)	-35	Ppic	Ppic	NM_008908			Ppic			NA
liver_15_5_REP1.mLb.clN_peak_1432	chr19	28975223	28975557	+	66	NA	Intergenic	Intergenic	-11236	4430402I18Rik	4430402I18Rik	NM_001374153			4430402I18Rik			NA
liver_15_5_REP1.mLb.clN_peak_1921	chr19	55860073	55860329	+	66	NA	intron (Tcf7l2, intron 4 of 15)	-intron (Tcf7l2, intron 4 of 14)	118391	Tcf7l2	Tcf7l2	NM_001142921			Tcf7l2			NA
liver_15_5_REP1.mLb.clN_peak_610	chr18	62720001	62720378	+	66	NA	intron (Spink13, intron 1 of 4)	-intron (Spink13, intron 1 of 4)	21198	Spink13	Spink13	NM_001168423			Spink13			NA
liver_15_5_REP1.mLb.clN_peak_520	chr18	56400027	56400540	+	66	NA	promoter-TSS (Gramd3)	-promoter-TSS (Gramd3)	-31849	Gramd3	Gramd3	NM_001360917			Gramd3			NA
liver_15_5_REP1.mLb.clN_peak_1157	chr19	7136699	7137286	+	66	NA	intron (Macrod1, intron 3 of 10)	-intron (Macrod1, intron 3 of 10)	-31263	Flrt1	Flrt1	NM_201411			Flrt1			NA
liver_15_5_REP1.mLb.clN_peak_1676	chr19	42147182	42147685	+	66	NA	promoter-TSS (Marveld1)	-promoter-TSS (Marveld1)	44	Marveld1	Marveld1	NM_183195			Marveld1			NA
liver_15_5_REP1.mLb.clN_peak_661	chr18	65616115	65616648	+	66	NA	intron (Zfp532, intron 1 of 8)	-intron (Zfp532, intron 1 of 8)	3234	Mir466p	Mir466p	NR_105742			Mir466p			NA
liver_15_5_REP1.mLb.clN_peak_401	chr18	38684532	38684797	+	66	NA	Intergenic	Intergenic	-29659	Gm19774	Gm19774	NM_001370889			Gm19774			NA
liver_15_5_REP1.mLb.clN_peak_1652	chr19	41384706	41385219	+	65	NA	exon (Pik3ap1, exon 1 of 17)	-exon (Pik3ap1, exon 1 of 17)	140	Pik3ap1	Pik3ap1	NM_031376			Pik3ap1			NA
liver_15_5_REP1.mLb.clN_peak_1961	chr19	57945823	57946085	+	65	NA	intron (Atrnl1, intron 27 of 28)	-intron (Atrnl1, intron 27 of 28)	-105213	Mir5623	Mir5623	NR_049196			Mir5623			NA
liver_15_5_REP1.mLb.clN_peak_133	chr18	12637004	12637332	+	65	NA	Intergenic	Intergenic	-6365	Ttc39c	Ttc39c	NM_028341			Ttc39c			NA
liver_15_5_REP1.mLb.clN_peak_1780	chr19	46542920	46543227	+	65	NA	intron (Arl3, intron 4 of 5)	-intron (Arl3, intron 4 of 6)	30109	Arl3	Arl3	NM_001355233			Arl3			NA
liver_15_5_REP1.mLb.clN_peak_1649	chr19	41339280	41339753	+	65	NA	intron (Pik3ap1, intron 2 of 16)	-intron (Pik3ap1, intron 2 of 16)	45586	Pik3ap1	Pik3ap1	NM_031376			Pik3ap1			NA
liver_15_5_REP1.mLb.clN_peak_1053	chr19	5448596	5448860	+	65	NA	intron (Fosl1, intron 1 of 3)	-intron (Fosl1, intron 1 of 3)	1030	Fosl1	Fosl1	NM_010235			Fosl1			NA
liver_15_5_REP1.mLb.clN_peak_785	chr18	75444547	75444833	+	65	NA	intron (Ctif, intron 10 of 11)	-intron (Ctif, intron 10 of 11)	-69955	Gm10532	Gm10532	NR_045879			Gm10532			NA
liver_15_5_REP1.mLb.clN_peak_1636	chr19	40818717	40819052	+	65	NA	Intergenic	Intergenic	-12395	Ccnj	Ccnj	NM_172839			Ccnj			NA
liver_15_5_REP1.mLb.clN_peak_136	chr18	12722136	12722735	+	65	NA	intron (Ttc39c, intron 7 of 13)	-intron (Ttc39c, intron 7 of 13)	7624	Mir1948	Mir1948	NR_035471			Mir1948			NA
liver_15_5_REP1.mLb.clN_peak_786	chr18	75464795	75465266	+	64	NA	intron (Ctif, intron 10 of 11)	-intron (Ctif, intron 10 of 11)	-49615	Gm10532	Gm10532	NR_045879			Gm10532			NA
liver_15_5_REP1.mLb.clN_peak_1414	chr19	26606522	26606913	+	64	NA	intron (Smarca2, intron 1 of 32)	-intron (Smarca2, intron 1 of 32)	-141686	Smarca2	Smarca2	NM_011416			Smarca2			NA
liver_15_5_REP1.mLb.clN_peak_1963	chr19	58021935	58022217	+	64	NA	intron (Atrnl1, intron 27 of 28)	-intron (Atrnl1, intron 27 of 28)	-29091	Mir5623	Mir5623	NR_049196			Mir5623			NA
liver_15_5_REP1.mLb.clN_peak_1909	chr19	55332710	55333100	+	64	NA	intron (Vti1a, intron 3 of 7)	-intron (Vti1a, intron 3 of 8)	16848	Vti1a	Vti1a	NM_001360431			Vti1a			NA
liver_15_5_REP1.mLb.clN_peak_1802	chr19	46875818	46876202	+	64	NA	intron (Cnnm2, intron 6 of 7)	-intron (Cnnm2, intron 5 of 6)	86341	Nt5c2	Nt5c2	NR_028353			Nt5c2			NA
liver_15_5_REP1.mLb.clN_peak_366	chr18	37814864	37815452	+	64	NA	promoter-TSS (Pcdhgc4)	-promoter-TSS (Pcdhgc4)	79	Pcdhgc4	Pcdhgc4	NM_033582			Pcdhgc4			NA
liver_15_5_REP1.mLb.clN_peak_450	chr18	46404789	46405280	+	64	NA	Intergenic	Intergenic	60782	Mospd4	Mospd4	NR_045438			Mospd4			NA
liver_15_5_REP1.mLb.clN_peak_1932	chr19	56319399	56319919	+	63	NA	TTS (Nrap)	-TTS (Nrap)	31747	Habp2	Habp2	NM_001329935			Habp2			NA
liver_15_5_REP1.mLb.clN_peak_410	chr18	39236780	39237094	+	63	NA	intron (Arhgap26, intron 14 of 22)	-intron (Arhgap26, intron 14 of 21)	243792	Arhgap26	Arhgap26	NM_001374831			Arhgap26			NA
liver_15_5_REP1.mLb.clN_peak_1610	chr19	40226684	40227220	+	63	NA	intron (Pdlim1, intron 5 of 6)	-intron (Pdlim1, intron 5 of 6)	-39666	Cyp2c70	Cyp2c70	NM_145499			Cyp2c70			NA
liver_15_5_REP1.mLb.clN_peak_457	chr18	46629295	46629622	+	63	NA	Intergenic	Intergenic	31754	Eif1a	Eif1a	NM_001374654			Eif1a			NA
liver_15_5_REP1.mLb.clN_peak_60	chr18	6449099	6449409	+	63	NA	exon (Epc1, exon 10 of 14)	-exon (Epc1, exon 10 of 14)	41392	Mir1893	Mir1893	NR_035446			Mir1893			NA
liver_15_5_REP1.mLb.clN_peak_271	chr18	32524621	32525029	+	62	NA	Intergenic	Intergenic	35209	Gypc	Gypc	NM_001048207			Gypc			NA
liver_15_5_REP1.mLb.clN_peak_1501	chr19	32319952	32320557	+	62	NA	intron (Sgms1, intron 2 of 9)	-intron (Sgms1, intron 1 of 9)	68258	Sgms1	Sgms1	NM_001168526			Sgms1			NA
liver_15_5_REP1.mLb.clN_peak_1818	chr19	47356529	47356894	+	62	NA	intron (Sh3pxd2a, intron 5 of 14)	-intron (Sh3pxd2a, intron 5 of 13)	-83122	Mir6995	Mir6995	NR_105961			Mir6995			NA
liver_15_5_REP1.mLb.clN_peak_1723	chr19	44394070	44394405	+	62	NA	TTS (Scd1)	-TTS (Scd1)	13472	Scd1	Scd1	NM_009127			Scd1			NA
liver_15_5_REP1.mLb.clN_peak_71	chr18	7178540	7179387	+	62	NA	intron (Armc4, intron 18 of 20)	-intron (Armc4, intron 18 of 20)	118973	Armc4	Armc4	NM_001357492			Armc4			NA
liver_15_5_REP1.mLb.clN_peak_1361	chr19	21432379	21433057	+	61	NA	intron (Gda, intron 2 of 13)	-intron (Gda, intron 2 of 13)	39943	Gda	Gda	NM_010266			Gda			NA
liver_15_5_REP1.mLb.clN_peak_827	chr18	78029027	78029279	+	61	NA	intron (Epg5, intron 41 of 43)	-intron (Epg5, intron 41 of 43)	28288	Siglec15	Siglec15	NM_001101038			Siglec15			NA
liver_15_5_REP1.mLb.clN_peak_1911	chr19	55545198	55545788	+	61	NA	intron (Vti1a, intron 8 of 8)	-intron (Vti1a, intron 8 of 8)	156711	4930552P12Rik	4930552P12Rik	NR_045318			4930552P12Rik			NA
liver_15_5_REP1.mLb.clN_peak_97	chr18	10163605	10164162	+	61	NA	intron (Rock1, intron 1 of 32)	-intron (Rock1, intron 1 of 32)	17909	Rock1	Rock1	NM_009071			Rock1			NA
liver_15_5_REP1.mLb.clN_peak_692	chr18	67765117	67765694	+	61	NA	Intergenic	Intergenic	-9471	Seh1l	Seh1l	NM_001039088			Seh1l			NA
liver_15_5_REP1.mLb.clN_peak_367	chr18	37825034	37825458	+	61	NA	intron (Pcdhgb8, intron 2 of 3)	-intron (Gm37013, intron 2 of 3)	5700	Pcdhgc5	Pcdhgc5	NM_033583			Pcdhgc5			NA
liver_15_5_REP1.mLb.clN_peak_1252	chr19	10584977	10585258	+	61	NA	intron (Cyb561a3, intron 4 of 7)	-intron (Cyb561a3, intron 4 of 7)	-7731	Tmem138	Tmem138	NR_126092			Tmem138			NA
liver_15_5_REP1.mLb.clN_peak_1857	chr19	53320222	53320497	+	61	NA	intron (Mxi1, intron 1 of 5)	-intron (Mxi1, intron 1 of 5)	-9054	Mxi1	Mxi1	NM_001008543			Mxi1			NA
liver_15_5_REP1.mLb.clN_peak_284	chr18	34117981	34118761	+	60	NA	Intergenic	Intergenic	-102613	Apc	Apc	NM_001360980			Apc			NA
liver_15_5_REP1.mLb.clN_peak_899	chr18	82888792	82889243	+	60	NA	Intergenic	Intergenic	-21862	Zfp516	Zfp516	NM_183033			Zfp516			NA
liver_15_5_REP1.mLb.clN_peak_1212	chr19	9082265	9082786	+	60	NA	Intergenic	Intergenic	5431	Scgb1a1	Scgb1a1	NM_011681			Scgb1a1			NA
liver_15_5_REP1.mLb.clN_peak_527	chr18	56840321	56840936	+	60	NA	intron (Marchf3, intron 1 of 4)	-intron (Marchf3, intron 1 of 4)	84887	Marchf3	Marchf3	NM_001374227			Marchf3			NA
liver_15_5_REP1.mLb.clN_peak_183	chr18	20640156	20640656	+	60	NA	intron (Gm16090, intron 1 of 2)	-intron (Gm16090, intron 1 of 2)	-24844	Ttr	Ttr	NM_013697			Ttr			NA
liver_15_5_REP1.mLb.clN_peak_896	chr18	82812528	82813016	+	60	NA	Intergenic	Intergenic	-43125	4930445N18Rik	4930445N18Rik	NR_125720			4930445N18Rik			NA
liver_15_5_REP1.mLb.clN_peak_22	chr18	4644518	4644884	+	59	NA	intron (Jcad, intron 1 of 3)	-intron (Jcad, intron 1 of 3)	9772	Jcad	Jcad	NM_001081963			Jcad			NA
liver_15_5_REP1.mLb.clN_peak_235	chr18	24248152	24248552	+	59	NA	intron (Galnt1, intron 4 of 12)	-intron (Galnt1, intron 4 of 12)	43008	Galnt1	Galnt1	NM_001160404			Galnt1			NA
liver_15_5_REP1.mLb.clN_peak_371	chr18	37925968	37926295	+	59	NA	intron (Diaph1, intron 1 of 28)	-intron (Diaph1, intron 1 of 27)	9345	Diaph1	Diaph1	NM_007858			Diaph1			NA
liver_15_5_REP1.mLb.clN_peak_1360	chr19	21423811	21424083	+	58	NA	intron (Gda, intron 4 of 13)	-intron (Gda, intron 4 of 13)	48714	Gda	Gda	NM_010266			Gda			NA
liver_15_5_REP1.mLb.clN_peak_408	chr18	39057716	39058058	+	58	NA	intron (Arhgap26, intron 1 of 22)	-intron (Arhgap26, intron 1 of 21)	64742	Arhgap26	Arhgap26	NM_001374831			Arhgap26			NA
liver_15_5_REP1.mLb.clN_peak_913	chr18	84579751	84580290	+	58	NA	intron (Zfp407, intron 1 of 8)	-intron (Zfp407, intron 1 of 8)	9484	Zfp407	Zfp407	NM_001033341			Zfp407			NA
liver_15_5_REP1.mLb.clN_peak_710	chr18	68397551	68398077	+	58	NA	Intergenic	Intergenic	31506	Mc2r	Mc2r	NM_008560			Mc2r			NA
liver_15_5_REP1.mLb.clN_peak_428	chr18	41924797	41925274	+	58	NA	intron (Prelid2, intron 4 of 6)	-intron (Prelid2, intron 4 of 6)	26159	Prelid2	Prelid2	NM_029942			Prelid2			NA
liver_15_5_REP1.mLb.clN_peak_8	chr18	3945330	3945837	+	58	NA	Intergenic	Intergenic	-220249	Lyzl1	Lyzl1	NM_026092			Lyzl1			NA
liver_15_5_REP1.mLb.clN_peak_19	chr18	4595135	4595517	+	58	NA	Intergenic	Intergenic	-39603	Jcad	Jcad	NM_001081963			Jcad			NA
liver_15_5_REP1.mLb.clN_peak_118	chr18	11794246	11794545	+	58	NA	Intergenic	Intergenic	-44879	Cables1	Cables1	NM_022021			Cables1			NA
liver_15_5_REP1.mLb.clN_peak_711	chr18	68429175	68429453	+	58	NA	promoter-TSS (Mc2r)	-promoter-TSS (Mc2r)	6	Mc2r	Mc2r	NM_008560			Mc2r			NA
liver_15_5_REP1.mLb.clN_peak_108	chr18	10683807	10684165	+	58	NA	intron (Abhd3, intron 3 of 8)	-intron (Abhd3, intron 3 of 8)	22710	Abhd3	Abhd3	NM_134130			Abhd3			NA
liver_15_5_REP1.mLb.clN_peak_445	chr18	45570585	45570884	+	58	NA	intron (Kcnn2, intron 2 of 7)	-intron (Kcnn2, intron 5 of 10)	10580	Kcnn2	Kcnn2	NM_080465			Kcnn2			NA
liver_15_5_REP1.mLb.clN_peak_621	chr18	63952502	63952796	+	58	NA	intron (Wdr7, intron 25 of 26)	-intron (Wdr7, intron 26 of 27)	243954	Wdr7	Wdr7	NM_001014981			Wdr7			NA
liver_15_5_REP1.mLb.clN_peak_435	chr18	43281834	43282501	+	58	NA	intron (Stk32a, intron 5 of 12)	-intron (Stk32a, intron 5 of 12)	74470	Stk32a	Stk32a	NM_178749			Stk32a			NA
liver_15_5_REP1.mLb.clN_peak_157	chr18	15150152	15150942	+	58	NA	intron (Kctd1, intron 1 of 4)	-intron (Kctd1, intron 1 of 4)	899	Kctd1	Kctd1	NM_134112			Kctd1			NA
liver_15_5_REP1.mLb.clN_peak_1388	chr19	24266079	24266459	+	58	NA	intron (Fxn, intron 4 of 4)	-intron (Fxn, intron 4 of 4)	14321	Fxn	Fxn	NR_157400			Fxn			NA
liver_15_5_REP1.mLb.clN_peak_159	chr18	15291330	15291868	+	58	NA	Intergenic	Intergenic	112159	Aqp4	Aqp4	NM_001308645			Aqp4			NA
liver_15_5_REP1.mLb.clN_peak_46	chr18	5603746	5604310	+	58	NA	intron (Zeb1, intron 2 of 8)	-intron (Zeb1, intron 2 of 8)	-11591	Gm10125	Gm10125	NR_033552			Gm10125			NA
liver_15_5_REP1.mLb.clN_peak_504	chr18	54656709	54657057	+	58	NA	Intergenic	Intergenic	45139	9330117O12Rik	9330117O12Rik	NR_045400			9330117O12Rik			NA
liver_15_5_REP1.mLb.clN_peak_1589	chr19	37918613	37918898	+	58	NA	intron (Myof, intron 43 of 53)	-intron (Myof, intron 42 of 52)	124822	Myof	Myof	NM_001099634			Myof			NA
liver_15_5_REP1.mLb.clN_peak_468	chr18	47585093	47585807	+	58	NA	intron (Gm5095, intron 1 of 5)	-intron (Gm5095, intron 1 of 5)	47715	Gm5095	Gm5095	NR_033454			Gm5095			NA
liver_15_5_REP1.mLb.clN_peak_1736	chr19	45208041	45208428	+	58	NA	Intergenic	Intergenic	28607	Lbx1	Lbx1	NM_010691			Lbx1			NA
liver_15_5_REP1.mLb.clN_peak_429	chr18	41942532	41943177	+	58	NA	intron (Prelid2, intron 1 of 6)	-intron (Prelid2, intron 1 of 6)	8340	Prelid2	Prelid2	NM_029942			Prelid2			NA
liver_15_5_REP1.mLb.clN_peak_665	chr18	65934959	65935377	+	58	NA	exon (Rax, exon 3 of 3)	-exon (Rax, exon 3 of 3)	3921	Rax	Rax	NM_013833			Rax			NA
liver_15_5_REP1.mLb.clN_peak_1894	chr19	55119641	55120034	+	57	NA	intron (Gpam, intron 1 of 22)	-intron (Gpam, intron 1 of 22)	-20360	Gpam	Gpam	NM_001356285			Gpam			NA
liver_15_5_REP1.mLb.clN_peak_972	chr19	3985131	3985602	+	57	NA	Intergenic	Intergenic	-1204	Acy3	Acy3	NM_001302479			Acy3			NA
liver_15_5_REP1.mLb.clN_peak_1951	chr19	57314436	57314916	+	57	NA	intron (Ablim1, intron 1 of 20)	-intron (Ablim1, intron 1 of 20)	40716	4930449E18Rik	4930449E18Rik	NR_045319			4930449E18Rik			NA
liver_15_5_REP1.mLb.clN_peak_1294	chr19	12600875	12601416	+	57	NA	intron (Gm4952, intron 1 of 5)	-intron (Gm4952, intron 1 of 5)	1161	Gm4952	Gm4952	NM_001013762			Gm4952			NA
liver_15_5_REP1.mLb.clN_peak_1477	chr19	31337153	31337787	+	57	NA	intron (Prkg1, intron 2 of 17)	-intron (Prkg1, intron 2 of 17)	-121074	8430431K14Rik	8430431K14Rik	NR_002849			8430431K14Rik			NA
liver_15_5_REP1.mLb.clN_peak_872	chr18	81415476	81415879	+	57	NA	Intergenic	Intergenic	-428656	Sall3	Sall3	NM_001369133			Sall3			NA
liver_15_5_REP1.mLb.clN_peak_751	chr18	73935129	73935617	+	57	NA	intron (Mapk4, intron 3 of 5)	-intron (Mapk4, intron 2 of 4)	75988	Mro	Mro	NM_001305882			Mro			NA
liver_15_5_REP1.mLb.clN_peak_1490	chr19	32202234	32202857	+	57	NA	intron (Sgms1, intron 5 of 9)	-intron (Sgms1, intron 5 of 9)	-99405	Asah2	Asah2	NM_018830			Asah2			NA
liver_15_5_REP1.mLb.clN_peak_307	chr18	34915901	34916272	+	57	NA	intron (Etf1, intron 2 of 10)	-intron (Etf1, intron 2 of 10)	15917	Etf1	Etf1	NM_144866			Etf1			NA
liver_15_5_REP1.mLb.clN_peak_952	chr19	3595921	3596177	+	56	NA	intron (Lrp5, intron 18 of 22)	-intron (Lrp5, intron 18 of 22)	-20300	Ppp6r3	Ppp6r3	NM_001360429			Ppp6r3			NA
liver_15_5_REP1.mLb.clN_peak_454	chr18	46574136	46574548	+	56	NA	exon (Ticam2, exon 1 of 3)	-exon (Ticam2, exon 1 of 3)	191	Ticam2	Ticam2	NM_173394			Ticam2			NA
liver_15_5_REP1.mLb.clN_peak_592	chr18	61758790	61759239	+	56	NA	intron (Afap1l1, intron 1 of 18)	-intron (Afap1l1, intron 1 of 18)	27648	Afap1l1	Afap1l1	NM_178928			Afap1l1			NA
liver_15_5_REP1.mLb.clN_peak_1405	chr19	25236767	25237226	+	56	NA	promoter-TSS (Kank1)	-promoter-TSS (Kank1)	21	Kank1	Kank1	NM_181404			Kank1			NA
liver_15_5_REP1.mLb.clN_peak_1134	chr19	6389684	6390184	+	56	NA	exon (Pygm, exon 11 of 20)	-exon (Pygm, exon 11 of 20)	5526	Pygm	Pygm	NM_011224			Pygm			NA
liver_15_5_REP1.mLb.clN_peak_1620	chr19	40414579	40415120	+	56	NA	intron (Sorbs1, intron 2 of 28)	-intron (Sorbs1, intron 1 of 22)	98887	Sorbs1	Sorbs1	NM_178362			Sorbs1			NA
liver_15_5_REP1.mLb.clN_peak_1953	chr19	57367322	57367672	+	56	NA	intron (Fam160b1, intron 1 of 16)	-intron (Fam160b1, intron 1 of 16)	6488	Fam160b1	Fam160b1	NM_145505			Fam160b1			NA
liver_15_5_REP1.mLb.clN_peak_1651	chr19	41348245	41348534	+	56	NA	intron (Pik3ap1, intron 2 of 16)	-intron (Pik3ap1, intron 2 of 16)	36713	Pik3ap1	Pik3ap1	NM_031376			Pik3ap1			NA
liver_15_5_REP1.mLb.clN_peak_577	chr18	61373870	61374153	+	56	NA	intron (Ppargc1b, intron 1 of 11)	-intron (Ppargc1b, intron 2 of 12)	23889	Mir378a	Mir378a	NR_029879			Mir378a			NA
liver_15_5_REP1.mLb.clN_peak_441	chr18	44623372	44623622	+	56	NA	intron (Mcc, intron 3 of 18)	-intron (Mcc, intron 3 of 18)	-38168	A930012L18Rik	A930012L18Rik	NR_026853			A930012L18Rik			NA
liver_15_5_REP1.mLb.clN_peak_67	chr18	7001515	7001941	+	56	NA	intron (Mkx, intron 2 of 6)	-intron (Mkx, intron 2 of 6)	3051	Mkx	Mkx	NM_177595			Mkx			NA
liver_15_5_REP1.mLb.clN_peak_417	chr18	39404649	39405184	+	55	NA	Intergenic	Intergenic	84363	Nr3c1	Nr3c1	NM_001361212			Nr3c1			NA
liver_15_5_REP1.mLb.clN_peak_11	chr18	4239053	4239386	+	55	NA	Intergenic	Intergenic	73387	Lyzl1	Lyzl1	NM_026092			Lyzl1			NA
liver_15_5_REP1.mLb.clN_peak_1854	chr19	53284326	53284721	+	55	NA	Intergenic	Intergenic	-29318	1700001K23Rik	1700001K23Rik	NR_036590			1700001K23Rik			NA
liver_15_5_REP1.mLb.clN_peak_1748	chr19	45675719	45676370	+	55	NA	Intergenic	Intergenic	-15851	Fbxw4	Fbxw4	NM_013907			Fbxw4			NA
liver_15_5_REP1.mLb.clN_peak_1387	chr19	24265133	24265453	+	55	NA	intron (Fxn, intron 4 of 4)	-intron (Fxn, intron 4 of 4)	15297	Fxn	Fxn	NR_157400			Fxn			NA
liver_15_5_REP1.mLb.clN_peak_1755	chr19	46014493	46014826	+	54	NA	Intergenic	Intergenic	11181	Hps6	Hps6	NM_176785			Hps6			NA
liver_15_5_REP1.mLb.clN_peak_50	chr18	5832893	5833200	+	54	NA	Intergenic	Intergenic	-240609	Gm10125	Gm10125	NR_033552			Gm10125			NA
liver_15_5_REP1.mLb.clN_peak_741	chr18	73623051	73623536	+	54	NA	Intergenic	Intergenic	50588	Mex3c	Mex3c	NM_001039214			Mex3c			NA
