PeakID (cmd=annotatePeaks.pl liver_15_5_REP2.mLb.clN_peaks.narrowPeak mm10_reduced_chr18_chr19.fa -gid -gtf mm10.reduced.refGene.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
liver_15_5_REP2.mLb.clN_peak_180	chr18	23987004	23987279	+	55	NA	exon (Zscan30, exon 1 of 5)	-exon (Zscan30, exon 1 of 5)	111	Zscan30	Zscan30	NR_163795			Zscan30			NA
liver_15_5_REP2.mLb.clN_peak_590	chr18	67765301	67765805	+	55	NA	Intergenic	Intergenic	-9323	Seh1l	Seh1l	NM_001039088			Seh1l			NA
liver_15_5_REP2.mLb.clN_peak_824	chr19	4214272	4214683	+	55	NA	promoter-TSS (Clcf1)	-promoter-TSS (Clcf1)	239	Gm45928	Gm45928	NR_132308			Gm45928			NA
liver_15_5_REP2.mLb.clN_peak_1322	chr19	37561638	37562007	+	55	NA	intron (Exoc6, intron 1 of 21)	-intron (Exoc6, intron 1 of 21)	11404	Exoc6	Exoc6	NM_175353			Exoc6			NA
liver_15_5_REP2.mLb.clN_peak_1579	chr19	53984774	53985653	+	55	NA	intron (Shoc2, intron 2 of 9)	-intron (Shoc2, intron 1 of 8)	40337	Shoc2	Shoc2	NM_019658			Shoc2			NA
liver_15_5_REP2.mLb.clN_peak_444	chr18	56715831	56716106	+	55	NA	intron (Lmnb1, intron 1 of 10)	-intron (Lmnb1, intron 1 of 10)	8155	Lmnb1	Lmnb1	NM_010721			Lmnb1			NA
liver_15_5_REP2.mLb.clN_peak_112	chr18	12635477	12635756	+	54	NA	Intergenic	Intergenic	-7917	Ttc39c	Ttc39c	NM_028341			Ttc39c			NA
liver_15_5_REP2.mLb.clN_peak_1590	chr19	55144812	55145363	+	54	NA	Intergenic	Intergenic	-35639	Tectb	Tectb	NM_009348			Tectb			NA
liver_15_5_REP2.mLb.clN_peak_438	chr18	56138378	56138641	+	54	NA	Intergenic	Intergenic	-293623	Gramd3	Gramd3	NM_001360917			Gramd3			NA
liver_15_5_REP2.mLb.clN_peak_695	chr18	79257374	79258059	+	54	NA	Intergenic	Intergenic	-148325	Setbp1	Setbp1	NM_053099			Setbp1			NA
liver_15_5_REP2.mLb.clN_peak_615	chr18	70536743	70537076	+	54	NA	Intergenic	Intergenic	-6588	Poli	Poli	NM_001289516			Poli			NA
liver_15_5_REP2.mLb.clN_peak_1511	chr19	47137130	47137464	+	54	NA	intron (Calhm2, intron 1 of 2)	-intron (Calhm2, intron 1 of 2)	997	Calhm2	Calhm2	NM_133746			Calhm2			NA
liver_15_5_REP2.mLb.clN_peak_1143	chr19	21472349	21472718	+	54	NA	exon (Gda, exon 1 of 14)	-exon (Gda, exon 1 of 14)	128	Gda	Gda	NM_010266			Gda			NA
liver_15_5_REP2.mLb.clN_peak_1615	chr19	56277837	56278803	+	54	NA	Intergenic	Intergenic	-9592	Habp2	Habp2	NM_001329935			Habp2			NA
liver_15_5_REP2.mLb.clN_peak_171	chr18	22344480	22344835	+	53	NA	promoter-TSS (Asxl3)	-promoter-TSS (Asxl3)	-432	Asxl3	Asxl3	NM_001167777			Asxl3			NA
liver_15_5_REP2.mLb.clN_peak_200	chr18	24709063	24709602	+	53	NA	exon (Fhod3, exon 1 of 25)	-exon (Fhod3, exon 1 of 25)	709	Fhod3	Fhod3	NM_175276			Fhod3			NA
liver_15_5_REP2.mLb.clN_peak_16	chr18	4636394	4636870	+	53	NA	intron (Jcad, intron 1 of 3)	-intron (Jcad, intron 1 of 3)	1703	Jcad	Jcad	NM_001081963			Jcad			NA
liver_15_5_REP2.mLb.clN_peak_1099	chr19	16286540	16286971	+	53	NA	intron (Gnaq, intron 2 of 6)	-intron (Gnaq, intron 2 of 6)	28249	Mir496b	Mir496b	NR_105832			Mir496b			NA
liver_15_5_REP2.mLb.clN_peak_1135	chr19	20558672	20559055	+	53	NA	intron (Aldh1a1, intron 3 of 15)	-intron (Aldh1a1, intron 3 of 16)	-6533	C730002L08Rik	C730002L08Rik	NR_045778			C730002L08Rik			NA
liver_15_5_REP2.mLb.clN_peak_156	chr18	20942792	20943241	+	53	NA	Intergenic	Intergenic	-1599	Rnf125	Rnf125	NM_001364973			Rnf125			NA
liver_15_5_REP2.mLb.clN_peak_497	chr18	61697171	61697548	+	53	NA	exon (Pcyox1l, exon 6 of 6)	-exon (Pcyox1l, exon 6 of 6)	9424	Il17b	Il17b	NM_019508			Il17b			NA
liver_15_5_REP2.mLb.clN_peak_1254	chr19	32359147	32359407	+	53	NA	intron (Sgms1, intron 1 of 9)	-intron (Sgms1, intron 1 of 9)	29235	Sgms1	Sgms1	NM_001168526			Sgms1			NA
liver_15_5_REP2.mLb.clN_peak_876	chr19	5460533	5460928	+	53	NA	exon (Fibp, exon 1 of 10)	-exon (Fibp, exon 1 of 10)	123	Fibp	Fibp	NM_001253832			Fibp			NA
liver_15_5_REP2.mLb.clN_peak_1554	chr19	53320215	53320504	+	52	NA	intron (Mxi1, intron 1 of 5)	-intron (Mxi1, intron 1 of 5)	-9054	Mxi1	Mxi1	NM_001008543			Mxi1			NA
liver_15_5_REP2.mLb.clN_peak_1456	chr19	45675763	45676511	+	52	NA	Intergenic	Intergenic	-15944	Fbxw4	Fbxw4	NM_013907			Fbxw4			NA
liver_15_5_REP2.mLb.clN_peak_1605	chr19	55643300	55643669	+	52	NA	exon (4930552P12Rik, exon 3 of 4)	-exon (4930552P12Rik, exon 3 of 4)	58720	4930552P12Rik	4930552P12Rik	NR_045318			4930552P12Rik			NA
liver_15_5_REP2.mLb.clN_peak_1441	chr19	44544932	44545892	+	52	NA	intron (Sec31b, intron 1 of 25)	-intron (Sec31b, intron 1 of 25)	436	Sec31b	Sec31b	NM_001033343			Sec31b			NA
liver_15_5_REP2.mLb.clN_peak_205	chr18	25241682	25242131	+	52	NA	intron (AW554918, intron 5 of 10)	-intron (AW554918, intron 5 of 10)	72886	AW554918	AW554918	NM_001033532			AW554918			NA
liver_15_5_REP2.mLb.clN_peak_554	chr18	65243793	65244286	+	52	NA	intron (Mir466p, intron 4 of 6)	-intron (Mir466p, intron 4 of 6)	-4822	Mir122	Mir122	NR_029600			Mir122			NA
liver_15_5_REP2.mLb.clN_peak_59	chr18	7890918	7891279	+	52	NA	intron (Wac, intron 3 of 13)	-intron (Wac, intron 3 of 12)	21901	Wac	Wac	NM_001360956			Wac			NA
liver_15_5_REP2.mLb.clN_peak_1159	chr19	23758323	23759168	+	52	NA	promoter-TSS (Apba1)	-promoter-TSS (Apba1)	-131	Apba1	Apba1	NM_177034			Apba1			NA
liver_15_5_REP2.mLb.clN_peak_377	chr18	44585013	44585364	+	52	NA	intron (Mcc, intron 3 of 18)	-intron (Mcc, intron 3 of 18)	-76477	A930012L18Rik	A930012L18Rik	NR_026853			A930012L18Rik			NA
liver_15_5_REP2.mLb.clN_peak_366	chr18	41730215	41731064	+	52	NA	Intergenic	Intergenic	220555	Prelid2	Prelid2	NM_029942			Prelid2			NA
liver_15_5_REP2.mLb.clN_peak_486	chr18	61373890	61374193	+	51	NA	intron (Ppargc1b, intron 1 of 11)	-intron (Ppargc1b, intron 2 of 12)	23859	Mir378a	Mir378a	NR_029879			Mir378a			NA
liver_15_5_REP2.mLb.clN_peak_1470	chr19	46136110	46136500	+	51	NA	TTS (Elovl3)	-TTS (Elovl3)	4406	Elovl3	Elovl3	NM_001374665			Elovl3			NA
liver_15_5_REP2.mLb.clN_peak_195	chr18	24466955	24467761	+	51	NA	Intergenic	Intergenic	-3513	2700062C07Rik	2700062C07Rik	NM_026529			2700062C07Rik			NA
liver_15_5_REP2.mLb.clN_peak_77	chr18	10324905	10325389	+	51	NA	promoter-TSS (Greb1l)	-promoter-TSS (Greb1l)	-32	Greb1l	Greb1l	NM_001083628			Greb1l			NA
liver_15_5_REP2.mLb.clN_peak_1160	chr19	24166510	24166779	+	51	NA	intron (Tjp2, intron 1 of 22)	-intron (Tjp2, intron 1 of 22)	58484	Tjp2	Tjp2	NM_001376368			Tjp2			NA
liver_15_5_REP2.mLb.clN_peak_1147	chr19	21783816	21784442	+	51	NA	intron (Cemip2, intron 2 of 24)	-intron (Cemip2, intron 1 of 23)	5789	Cemip2	Cemip2	NM_031997			Cemip2			NA
liver_15_5_REP2.mLb.clN_peak_1098	chr19	16183582	16184119	+	51	NA	intron (Gnaq, intron 1 of 6)	-intron (Gnaq, intron 1 of 6)	19752	E030024N20Rik	E030024N20Rik	NR_033228			E030024N20Rik			NA
liver_15_5_REP2.mLb.clN_peak_1071	chr19	11818716	11819065	+	51	NA	exon (Stx3, exon 1 of 11)	-exon (Stx3, exon 1 of 11)	513	Stx3	Stx3	NM_001025307			Stx3			NA
liver_15_5_REP2.mLb.clN_peak_1397	chr19	42158543	42158984	+	51	NA	Intergenic	Intergenic	11374	Marveld1	Marveld1	NM_183195			Marveld1			NA
liver_15_5_REP2.mLb.clN_peak_694	chr18	79109962	79110412	+	51	NA	promoter-TSS (Setbp1)	-promoter-TSS (Setbp1)	-796	Setbp1	Setbp1	NM_053099			Setbp1			NA
liver_15_5_REP2.mLb.clN_peak_399	chr18	47330066	47330444	+	50	NA	intron (Sema6a, intron 1 of 18)	-intron (Sema6a, intron 1 of 17)	38613	Sema6a	Sema6a	NM_018744			Sema6a			NA
liver_15_5_REP2.mLb.clN_peak_965	chr19	7089977	7090333	+	50	NA	intron (Macrod1, intron 3 of 10)	-intron (Macrod1, intron 3 of 10)	15574	Flrt1	Flrt1	NM_201411			Flrt1			NA
liver_15_5_REP2.mLb.clN_peak_1101	chr19	16435252	16435888	+	50	NA	promoter-TSS (Gna14)	-promoter-TSS (Gna14)	-97	Gna14	Gna14	NM_008137			Gna14			NA
liver_15_5_REP2.mLb.clN_peak_1494	chr19	46727995	46728377	+	50	NA	intron (As3mt, intron 10 of 10)	-intron (As3mt, intron 10 of 10)	20728	As3mt	As3mt	NM_020577			As3mt			NA
liver_15_5_REP2.mLb.clN_peak_515	chr18	62188837	62189468	+	50	NA	Intergenic	Intergenic	9052	Gm9949	Gm9949	NM_001013754			Gm9949			NA
liver_15_5_REP2.mLb.clN_peak_320	chr18	37815122	37815679	+	50	NA	exon (Pcdhgc4, exon 1 of 4)	-exon (Pcdhgc4, exon 1 of 4)	321	Pcdhgc4	Pcdhgc4	NM_033582			Pcdhgc4			NA
liver_15_5_REP2.mLb.clN_peak_1318	chr19	37517546	37517943	+	50	NA	Intergenic	Intergenic	-32674	Exoc6	Exoc6	NM_175353			Exoc6			NA
liver_15_5_REP2.mLb.clN_peak_1163	chr19	24266061	24266446	+	49	NA	intron (Fxn, intron 4 of 4)	-intron (Fxn, intron 4 of 4)	14337	Fxn	Fxn	NR_157400			Fxn			NA
liver_15_5_REP2.mLb.clN_peak_1025	chr19	9900522	9900928	+	49	NA	Intergenic	Intergenic	-1236	Incenp	Incenp	NM_001369356			Incenp			NA
liver_15_5_REP2.mLb.clN_peak_1334	chr19	38372561	38372938	+	49	NA	Intergenic	Intergenic	-23231	Slc35g1	Slc35g1	NM_175507			Slc35g1			NA
liver_15_5_REP2.mLb.clN_peak_1060	chr19	10841851	10842483	+	49	NA	promoter-TSS (Slc15a3)	-promoter-TSS (Slc15a3)	-377	Slc15a3	Slc15a3	NM_023044			Slc15a3			NA
liver_15_5_REP2.mLb.clN_peak_1507	chr19	47014935	47015245	+	49	NA	promoter-TSS (Nt5c2)	-promoter-TSS (Nt5c2)	409	Ina	Ina	NM_146100			Ina			NA
liver_15_5_REP2.mLb.clN_peak_1606	chr19	55700376	55701000	+	49	NA	intron (4930552P12Rik, intron 1 of 3)	-intron (4930552P12Rik, intron 1 of 3)	1516	4930552P12Rik	4930552P12Rik	NR_045318			4930552P12Rik			NA
liver_15_5_REP2.mLb.clN_peak_660	chr18	75819961	75820473	+	49	NA	promoter-TSS (Zbtb7c)	-promoter-TSS (Zbtb7c)	39	Zbtb7c	Zbtb7c	NM_001357506			Zbtb7c			NA
liver_15_5_REP2.mLb.clN_peak_135	chr18	15291331	15292380	+	49	NA	Intergenic	Intergenic	111903	Aqp4	Aqp4	NM_001308645			Aqp4			NA
liver_15_5_REP2.mLb.clN_peak_753	chr18	84526635	84527239	+	49	NA	intron (Zfp407, intron 3 of 8)	-intron (Zfp407, intron 3 of 8)	62567	Zfp407	Zfp407	NM_001033341			Zfp407			NA
liver_15_5_REP2.mLb.clN_peak_834	chr19	4497233	4497927	+	48	NA	exon (2010003K11Rik, exon 2 of 2)	-exon (2010003K11Rik, exon 2 of 2)	1003	2010003K11Rik	2010003K11Rik	NM_027237			2010003K11Rik			NA
liver_15_5_REP2.mLb.clN_peak_865	chr19	5269025	5269542	+	48	NA	intron (Pacs1, intron 1 of 23)	-intron (Pacs1, intron 2 of 24)	3836	Pacs1	Pacs1	NM_153129			Pacs1			NA
liver_15_5_REP2.mLb.clN_peak_1103	chr19	16478051	16478508	+	48	NA	intron (Gna14, intron 1 of 6)	-intron (Gna14, intron 1 of 6)	42612	Gna14	Gna14	NM_008137			Gna14			NA
liver_15_5_REP2.mLb.clN_peak_744	chr18	82812331	82813099	+	47	NA	Intergenic	Intergenic	-43182	4930445N18Rik	4930445N18Rik	NR_125720			4930445N18Rik			NA
liver_15_5_REP2.mLb.clN_peak_127	chr18	13676851	13677127	+	47	NA	Intergenic	Intergenic	295744	Zfp521	Zfp521	NM_001360804			Zfp521			NA
liver_15_5_REP2.mLb.clN_peak_387	chr18	46390158	46390468	+	47	NA	Intergenic	Intergenic	75503	Mospd4	Mospd4	NR_045438			Mospd4			NA
liver_15_5_REP2.mLb.clN_peak_1564	chr19	53564202	53564467	+	47	NA	Intergenic	Intergenic	35189	Dusp5	Dusp5	NM_001085390			Dusp5			NA
liver_15_5_REP2.mLb.clN_peak_1377	chr19	41524019	41524386	+	47	NA	intron (Lcor, intron 2 of 7)	-intron (Lcor, intron 2 of 7)	-1050	Morf4l1b	Morf4l1b	NM_001326287			Morf4l1b			NA
liver_15_5_REP2.mLb.clN_peak_1561	chr19	53521235	53521626	+	47	NA	Intergenic	Intergenic	-7715	Dusp5	Dusp5	NM_001085390			Dusp5			NA
liver_15_5_REP2.mLb.clN_peak_1149	chr19	21897300	21897642	+	47	NA	Intergenic	Intergenic	119131	Cemip2	Cemip2	NM_031997			Cemip2			NA
liver_15_5_REP2.mLb.clN_peak_689	chr18	78166968	78167289	+	47	NA	intron (Slc14a2, intron 12 of 21)	-intron (Slc14a2, intron 1 of 10)	-43702	Slc14a1	Slc14a1	NM_001171011			Slc14a1			NA
liver_15_5_REP2.mLb.clN_peak_418	chr18	52749876	52750270	+	47	NA	Intergenic	Intergenic	-17738	Sncaip	Sncaip	NM_001199151			Sncaip			NA
liver_15_5_REP2.mLb.clN_peak_1371	chr19	41016159	41016470	+	47	NA	Intergenic	Intergenic	-4636	C330026H20Rik	C330026H20Rik	NR_155302			C330026H20Rik			NA
liver_15_5_REP2.mLb.clN_peak_1651	chr19	59260882	59261227	+	47	NA	intron (Slc18a2, intron 1 of 15)	-intron (Slc18a2, intron 1 of 15)	176	Slc18a2	Slc18a2	NM_172523			Slc18a2			NA
liver_15_5_REP2.mLb.clN_peak_386	chr18	46358388	46358764	+	47	NA	Intergenic	Intergenic	-46648	Ccdc112	Ccdc112	NM_001160399			Ccdc112			NA
liver_15_5_REP2.mLb.clN_peak_722	chr18	80986675	80986942	+	47	NA	exon (Sall3, exon 1 of 3)	-exon (Sall3, exon 1 of 3)	213	Sall3	Sall3	NM_001369133			Sall3			NA
liver_15_5_REP2.mLb.clN_peak_1337	chr19	38480948	38481313	+	47	NA	Intergenic	Intergenic	-43067	Plce1	Plce1	NM_019588			Plce1			NA
liver_15_5_REP2.mLb.clN_peak_1446	chr19	44988865	44989246	+	47	NA	promoter-TSS (Sema4g)	-promoter-TSS (Sema4g)	-289	Sema4g	Sema4g	NM_011976			Sema4g			NA
liver_15_5_REP2.mLb.clN_peak_75	chr18	10174171	10174490	+	47	NA	intron (Rock1, intron 1 of 32)	-intron (Rock1, intron 1 of 32)	7462	Rock1	Rock1	NM_009071			Rock1			NA
liver_15_5_REP2.mLb.clN_peak_98	chr18	11839308	11840008	+	47	NA	promoter-TSS (Gm6277)	-promoter-TSS (Gm6277)	-281	Gm6277	Gm6277	NR_045421			Gm6277			NA
liver_15_5_REP2.mLb.clN_peak_1650	chr19	59074909	59075456	+	46	NA	intron (Shtn1, intron 1 of 14)	-intron (Shtn1, intron 1 of 16)	887	Shtn1	Shtn1	NM_175172			Shtn1			NA
liver_15_5_REP2.mLb.clN_peak_1224	chr19	29823592	29824017	+	46	NA	Intergenic	Intergenic	-10830	Ranbp6	Ranbp6	NM_177721			Ranbp6			NA
liver_15_5_REP2.mLb.clN_peak_559	chr18	65506969	65507355	+	46	NA	intron (Mir466p, intron 3 of 6)	-intron (Mir466p, intron 3 of 6)	-73068	Zfp532	Zfp532	NM_207255			Zfp532			NA
liver_15_5_REP2.mLb.clN_peak_1665	chr19	60467328	60467700	+	46	NA	exon (Prlhr, exon 1 of 1)	-exon (Prlhr, exon 1 of 1)	790	Prlhr	Prlhr	NM_201615			Prlhr			NA
liver_15_5_REP2.mLb.clN_peak_706	chr18	80236485	80237031	+	46	NA	exon (Hsbp1l1, exon 2 of 5)	-exon (Hsbp1l1, exon 2 of 5)	10344	Hsbp1l1	Hsbp1l1	NM_001136181			Hsbp1l1			NA
liver_15_5_REP2.mLb.clN_peak_40	chr18	5932474	5932814	+	46	NA	Intergenic	Intergenic	203454	Arhgap12	Arhgap12	NM_001039692			Arhgap12			NA
liver_15_5_REP2.mLb.clN_peak_1610	chr19	55877627	55877892	+	46	NA	intron (Tcf7l2, intron 4 of 15)	-intron (Tcf7l2, intron 4 of 14)	135949	Tcf7l2	Tcf7l2	NM_001142921			Tcf7l2			NA
liver_15_5_REP2.mLb.clN_peak_606	chr18	69346189	69346666	+	46	NA	intron (Tcf4, intron 1 of 19)	-intron (Tcf4, intron 1 of 19)	1935	Tcf4	Tcf4	NM_001361126			Tcf4			NA
liver_15_5_REP2.mLb.clN_peak_346	chr18	38684559	38684896	+	46	NA	Intergenic	Intergenic	-29596	Gm19774	Gm19774	NM_001370889			Gm19774			NA
liver_15_5_REP2.mLb.clN_peak_1656	chr19	59889535	59889832	+	45	NA	Intergenic	Intergenic	53971	Rab11fip2	Rab11fip2	NM_001033172			Rab11fip2			NA
liver_15_5_REP2.mLb.clN_peak_433	chr18	54906334	54907249	+	45	NA	intron (Zfp608, intron 2 of 8)	-intron (Zfp608, intron 2 of 8)	83389	Zfp608	Zfp608	NM_001360787			Zfp608			NA
liver_15_5_REP2.mLb.clN_peak_811	chr19	4068486	4069047	+	45	NA	Intergenic	Intergenic	-9319	Gstp3	Gstp3	NM_001362043			Gstp3			NA
liver_15_5_REP2.mLb.clN_peak_726	chr18	81916226	81916526	+	44	NA	Intergenic	Intergenic	75704	Mir5127	Mir5127	NR_039589			Mir5127			NA
liver_15_5_REP2.mLb.clN_peak_431	chr18	54885200	54885496	+	44	NA	Intergenic	Intergenic	104832	Zfp608	Zfp608	NM_001360787			Zfp608			NA
liver_15_5_REP2.mLb.clN_peak_357	chr18	39236756	39237084	+	44	NA	intron (Arhgap26, intron 14 of 22)	-intron (Arhgap26, intron 14 of 21)	243775	Arhgap26	Arhgap26	NM_001374831			Arhgap26			NA
liver_15_5_REP2.mLb.clN_peak_31	chr18	5441082	5441386	+	44	NA	Intergenic	Intergenic	-106795	Zfp438	Zfp438	NM_178722			Zfp438			NA
liver_15_5_REP2.mLb.clN_peak_1500	chr19	46875973	46876241	+	44	NA	intron (Cnnm2, intron 6 of 7)	-intron (Cnnm2, intron 5 of 6)	86244	Nt5c2	Nt5c2	NR_028353			Nt5c2			NA
liver_15_5_REP2.mLb.clN_peak_1194	chr19	28679666	28680255	+	44	NA	exon (Glis3, exon 1 of 10)	-exon (Glis3, exon 1 of 10)	117	Glis3	Glis3	NM_001305671			Glis3			NA
liver_15_5_REP2.mLb.clN_peak_1373	chr19	41275805	41276132	+	44	NA	intron (Pik3ap1, intron 16 of 16)	-intron (Pik3ap1, intron 16 of 16)	-11964	Tm9sf3	Tm9sf3	NM_133352			Tm9sf3			NA
liver_15_5_REP2.mLb.clN_peak_625	chr18	73696846	73697131	+	44	NA	intron (Smad4, intron 1 of 9)	-intron (Smad4, intron 1 of 9)	6803	Smad4	Smad4	NM_001364968			Smad4			NA
liver_15_5_REP2.mLb.clN_peak_657	chr18	75666176	75666566	+	44	NA	intron (Ctif, intron 1 of 11)	-intron (Ctif, intron 1 of 11)	31325	Ctif	Ctif	NM_201354			Ctif			NA
liver_15_5_REP2.mLb.clN_peak_469	chr18	60623988	60624580	+	44	NA	promoter-TSS (Synpo)	-promoter-TSS (Synpo)	21	Synpo	Synpo	NM_177340			Synpo			NA
liver_15_5_REP2.mLb.clN_peak_790	chr19	3686374	3686781	+	44	NA	promoter-TSS (Lrp5)	-promoter-TSS (Lrp5)	-13	Lrp5	Lrp5	NM_008513			Lrp5			NA
liver_15_5_REP2.mLb.clN_peak_1515	chr19	47330759	47331110	+	44	NA	intron (Sh3pxd2a, intron 6 of 14)	-intron (Sh3pxd2a, intron 6 of 13)	-57345	Mir6995	Mir6995	NR_105961			Mir6995			NA
liver_15_5_REP2.mLb.clN_peak_1580	chr19	54044597	54045390	+	43	NA	promoter-TSS (Adra2a)	-promoter-TSS (Adra2a)	-266	Adra2a	Adra2a	NM_007417			Adra2a			NA
liver_15_5_REP2.mLb.clN_peak_215	chr18	31705045	31705366	+	43	NA	intron (Sap130, intron 16 of 20)	-intron (Sap130, intron 16 of 20)	-54619	Ammecr1l	Ammecr1l	NM_153515			Ammecr1l			NA
liver_15_5_REP2.mLb.clN_peak_772	chr18	88905435	88905749	+	43	NA	Intergenic	Intergenic	-11385	Socs6	Socs6	NM_018821			Socs6			NA
liver_15_5_REP2.mLb.clN_peak_851	chr19	4906383	4906655	+	43	NA	TTS (Dpp3)	-TTS (Dpp3)	108	Bbs1	Bbs1	NM_001033128			Bbs1			NA
liver_15_5_REP2.mLb.clN_peak_1218	chr19	29497024	29497422	+	43	NA	Intergenic	Intergenic	24764	A930007I19Rik	A930007I19Rik	NR_015567			A930007I19Rik			NA
liver_15_5_REP2.mLb.clN_peak_351	chr18	38939129	38939534	+	43	NA	intron (Gm5820, intron 4 of 4)	-intron (Gm5820, intron 4 of 4)	-20632	Fgf1	Fgf1	NM_010197			Fgf1			NA
liver_15_5_REP2.mLb.clN_peak_900	chr19	5815971	5816256	+	43	NA	Intergenic	Intergenic	-13441	Malat1	Malat1	NR_002847			Malat1			NA
liver_15_5_REP2.mLb.clN_peak_447	chr18	56883595	56883984	+	43	NA	intron (Marchf3, intron 1 of 4)	-intron (Marchf3, intron 1 of 4)	41726	Marchf3	Marchf3	NM_001374227			Marchf3			NA
liver_15_5_REP2.mLb.clN_peak_1647	chr19	58850914	58851240	+	43	NA	intron (Hspa12a, intron 2 of 12)	-intron (Hspa12a, intron 2 of 12)	9907	Hspa12a	Hspa12a	NM_175199			Hspa12a			NA
liver_15_5_REP2.mLb.clN_peak_1435	chr19	44301783	44302184	+	43	NA	intron (Scd2, intron 5 of 5)	-intron (Scd2, intron 5 of 5)	-1188	Mir5114	Mir5114	NR_039574			Mir5114			NA
liver_15_5_REP2.mLb.clN_peak_182	chr18	23996856	23997163	+	43	NA	intron (Zfp35, intron 2 of 2)	-intron (Zfp35, intron 2 of 2)	7375	Zfp35	Zfp35	NM_011755			Zfp35			NA
liver_15_5_REP2.mLb.clN_peak_1353	chr19	40499827	40500198	+	43	NA	intron (Sorbs1, intron 1 of 28)	-intron (Sorbs1, intron 2 of 23)	13724	Sorbs1	Sorbs1	NM_178362			Sorbs1			NA
liver_15_5_REP2.mLb.clN_peak_1621	chr19	56535310	56535971	+	43	NA	intron (Dclre1a, intron 8 of 9)	-intron (Dclre1a, intron 8 of 9)	12482	Dclre1a	Dclre1a	NR_153439			Dclre1a			NA
liver_15_5_REP2.mLb.clN_peak_1020	chr19	9025744	9026076	+	42	NA	intron (Ahnak, intron 4 of 6)	-intron (Ahnak, intron 4 of 5)	36626	Ahnak	Ahnak	NM_001039959			Ahnak			NA
liver_15_5_REP2.mLb.clN_peak_174	chr18	23774358	23774874	+	42	NA	TTS (Mir6360)	-TTS (Mir6360)	373	Mir6360	Mir6360	NR_105778			Mir6360			NA
liver_15_5_REP2.mLb.clN_peak_942	chr19	6349095	6349489	+	42	NA	intron (Map4k2, intron 23 of 30)	-intron (Map4k2, intron 24 of 31)	2812	Mir6989	Mir6989	NR_105955			Mir6989			NA
liver_15_5_REP2.mLb.clN_peak_1499	chr19	46865214	46865611	+	42	NA	intron (Cnnm2, intron 4 of 7)	-intron (Cnnm2, intron 4 of 6)	96939	Nt5c2	Nt5c2	NR_028353			Nt5c2			NA
liver_15_5_REP2.mLb.clN_peak_1625	chr19	56721926	56722311	+	42	NA	promoter-TSS (Adrb1)	-promoter-TSS (Adrb1)	1	Adrb1	Adrb1	NM_007419			Adrb1			NA
liver_15_5_REP2.mLb.clN_peak_506	chr18	62046836	62047265	+	42	NA	Intergenic	Intergenic	93975	Sh3tc2	Sh3tc2	NM_172628			Sh3tc2			NA
liver_15_5_REP2.mLb.clN_peak_338	chr18	38320760	38321026	+	42	NA	Intergenic	Intergenic	18100	Gnpda1	Gnpda1	NM_011937			Gnpda1			NA
liver_15_5_REP2.mLb.clN_peak_1433	chr19	44294744	44295122	+	42	NA	exon (Scd2, exon 2 of 6)	-exon (Scd2, exon 2 of 6)	1257	Scd2	Scd2	NM_009128			Scd2			NA
liver_15_5_REP2.mLb.clN_peak_664	chr18	76160967	76161394	+	42	NA	Intergenic	Intergenic	-9372	Mir6358	Mir6358	NR_105776			Mir6358			NA
liver_15_5_REP2.mLb.clN_peak_1120	chr19	17385128	17385406	+	42	NA	Intergenic	Intergenic	-8776	Rfk	Rfk	NM_019437			Rfk			NA
liver_15_5_REP2.mLb.clN_peak_604	chr18	68397498	68398011	+	42	NA	Intergenic	Intergenic	31566	Mc2r	Mc2r	NM_008560			Mc2r			NA
liver_15_5_REP2.mLb.clN_peak_1681	chr19	61057455	61057865	+	41	NA	intron (Zfp950, intron 4 of 6)	-intron (Grk5, intron 4 of 15)	83180	Zfp950	Zfp950	NM_001001737			Zfp950			NA
liver_15_5_REP2.mLb.clN_peak_190	chr18	24175502	24175951	+	41	NA	Intergenic	Intergenic	-29618	Galnt1	Galnt1	NM_001160404			Galnt1			NA
liver_15_5_REP2.mLb.clN_peak_661	chr18	75901587	75902158	+	41	NA	intron (Zbtb7c, intron 2 of 4)	-intron (Zbtb7c, intron 2 of 4)	81694	Zbtb7c	Zbtb7c	NM_001357506			Zbtb7c			NA
liver_15_5_REP2.mLb.clN_peak_287	chr18	35829950	35830284	+	41	NA	promoter-TSS (Cxxc5)	-promoter-TSS (Cxxc5)	329	Cxxc5	Cxxc5	NM_133687			Cxxc5			NA
liver_15_5_REP2.mLb.clN_peak_1061	chr19	10869072	10869863	+	41	NA	intron (Tmem132a, intron 1 of 10)	-intron (Tmem132a, intron 1 of 10)	312	Tmem132a	Tmem132a	NM_133804			Tmem132a			NA
liver_15_5_REP2.mLb.clN_peak_990	chr19	8679226	8679567	+	41	NA	exon (Chrm1, exon 3 of 3)	-exon (Chrm1, exon 3 of 3)	15391	Chrm1	Chrm1	NM_001112697			Chrm1			NA
