PeakID (cmd=annotatePeaks.pl liver_14_5_REP1.mLb.clN_peaks.narrowPeak mm10_reduced_chr18_chr19.fa -gid -gtf mm10.reduced.refGene.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
liver_14_5_REP1.mLb.clN_peak_657	chr18	84903326	84903606	+	57	NA	Intergenic	Intergenic	-31559	Fbxo15	Fbxo15	NM_001367965			Fbxo15			NA
liver_14_5_REP1.mLb.clN_peak_1208	chr19	42045334	42045754	+	57	NA	promoter-TSS (Hoga1)	-promoter-TSS (Hoga1)	-326	Hoga1	Hoga1	NM_026152			Hoga1			NA
liver_14_5_REP1.mLb.clN_peak_643	chr18	82812478	82812878	+	56	NA	Intergenic	Intergenic	-43219	4930445N18Rik	4930445N18Rik	NR_125720			4930445N18Rik			NA
liver_14_5_REP1.mLb.clN_peak_1408	chr19	57182036	57182443	+	56	NA	intron (Ablim1, intron 1 of 20)	-intron (Ablim1, intron 1 of 21)	33793	Ablim1	Ablim1	NM_178688			Ablim1			NA
liver_14_5_REP1.mLb.clN_peak_1252	chr19	45573935	45574232	+	56	NA	intron (Dpcd, intron 4 of 5)	-intron (Dpcd, intron 4 of 5)	13498	Dpcd	Dpcd	NM_172639			Dpcd			NA
liver_14_5_REP1.mLb.clN_peak_412	chr18	61400149	61400473	+	56	NA	exon (Ppargc1b, exon 1 of 13)	-exon (Ppargc1b, exon 1 of 13)	101	Ppargc1b	Ppargc1b	NM_133249			Ppargc1b			NA
liver_14_5_REP1.mLb.clN_peak_545	chr18	74190268	74190538	+	55	NA	Intergenic	Intergenic	17415	Ska1	Ska1	NM_001164355			Ska1			NA
liver_14_5_REP1.mLb.clN_peak_354	chr18	53245322	53245984	+	55	NA	promoter-TSS (Snx24)	-promoter-TSS (Snx24)	28	Snx24	Snx24	NM_001370761			Snx24			NA
liver_14_5_REP1.mLb.clN_peak_1013	chr19	24528022	24528379	+	55	NA	intron (Pip5k1b, intron 1 of 14)	-intron (Pip5k1b, intron 1 of 14)	27672	Pip5k1b	Pip5k1b	NM_008846			Pip5k1b			NA
liver_14_5_REP1.mLb.clN_peak_1418	chr19	57882091	57882411	+	54	NA	intron (Atrnl1, intron 26 of 28)	-intron (Atrnl1, intron 26 of 28)	-168916	Mir5623	Mir5623	NR_049196			Mir5623			NA
liver_14_5_REP1.mLb.clN_peak_667	chr18	89176731	89176985	+	54	NA	Intergenic	Intergenic	-20569	Cd226	Cd226	NM_001039149			Cd226			NA
liver_14_5_REP1.mLb.clN_peak_1284	chr19	46528564	46529082	+	54	NA	Intergenic	Intergenic	27175	Trim8	Trim8	NM_053100			Trim8			NA
liver_14_5_REP1.mLb.clN_peak_645	chr18	82855683	82856563	+	54	NA	exon (4930445N18Rik, exon 1 of 3)	-exon (4930445N18Rik, exon 1 of 3)	226	4930445N18Rik	4930445N18Rik	NR_125720			4930445N18Rik			NA
liver_14_5_REP1.mLb.clN_peak_297	chr18	39466919	39467160	+	54	NA	intron (Nr3c1, intron 2 of 8)	-intron (Nr3c1, intron 2 of 8)	22240	Nr3c1	Nr3c1	NM_001361212			Nr3c1			NA
liver_14_5_REP1.mLb.clN_peak_475	chr18	65497158	65498019	+	54	NA	intron (Mir466p, intron 3 of 6)	-intron (Mir466p, intron 3 of 6)	66598	Malt1	Malt1	NM_001365019			Malt1			NA
liver_14_5_REP1.mLb.clN_peak_1276	chr19	46348717	46349358	+	53	NA	promoter-TSS (2310034G01Rik)	-promoter-TSS (2310034G01Rik)	-49	2310034G01Rik	2310034G01Rik	NR_040418			2310034G01Rik			NA
liver_14_5_REP1.mLb.clN_peak_920	chr19	10591811	10592184	+	53	NA	TTS (Tkfc)	-TTS (Tkfc)	12261	Tkfc	Tkfc	NM_145496			Tkfc			NA
liver_14_5_REP1.mLb.clN_peak_965	chr19	16495051	16495393	+	53	NA	intron (Gna14, intron 1 of 6)	-intron (Gna14, intron 1 of 6)	59555	Gna14	Gna14	NM_008137			Gna14			NA
liver_14_5_REP1.mLb.clN_peak_691	chr19	3935116	3935337	+	53	NA	promoter-TSS (Unc93b1)	-promoter-TSS (Unc93b1)	40	Unc93b1	Unc93b1	NM_019449			Unc93b1			NA
liver_14_5_REP1.mLb.clN_peak_1313	chr19	47458088	47458435	+	52	NA	intron (Sh3pxd2a, intron 1 of 14)	-intron (Sh3pxd2a, intron 1 of 13)	6150	Sh3pxd2a	Sh3pxd2a	NM_001164717			Sh3pxd2a			NA
liver_14_5_REP1.mLb.clN_peak_517	chr18	68397579	68398095	+	52	NA	Intergenic	Intergenic	31483	Mc2r	Mc2r	NM_008560			Mc2r			NA
liver_14_5_REP1.mLb.clN_peak_199	chr18	33528010	33528435	+	52	NA	Intergenic	Intergenic	64059	Gm10549	Gm10549	NR_045415			Gm10549			NA
liver_14_5_REP1.mLb.clN_peak_521	chr18	69925394	69925662	+	52	NA	promoter-TSS (Ccdc68)	-promoter-TSS (Ccdc68)	-31	Ccdc68	Ccdc68	NM_201362			Ccdc68			NA
liver_14_5_REP1.mLb.clN_peak_58	chr18	9213116	9213627	+	52	NA	exon (Fzd8, exon 1 of 1)	-exon (Fzd8, exon 1 of 1)	515	Fzd8	Fzd8	NM_008058			Fzd8			NA
liver_14_5_REP1.mLb.clN_peak_61	chr18	9418872	9419223	+	52	NA	intron (Ccny, intron 1 of 9)	-intron (Ccny, intron 1 of 9)	31107	Ccny	Ccny	NM_026484			Ccny			NA
liver_14_5_REP1.mLb.clN_peak_309	chr18	43650280	43650525	+	52	NA	intron (Jakmip2, intron 1 of 21)	-intron (Jakmip2, intron 1 of 21)	37371	Jakmip2	Jakmip2	NM_001163637			Jakmip2			NA
liver_14_5_REP1.mLb.clN_peak_467	chr18	65025893	65026244	+	51	NA	intron (Nedd4l, intron 1 of 29)	-intron (Nedd4l, intron 2 of 30)	2541	Nedd4l	Nedd4l	NM_031881			Nedd4l			NA
liver_14_5_REP1.mLb.clN_peak_156	chr18	24103892	24104240	+	51	NA	TTS (Ino80c)	-TTS (Ino80c)	17753	Ino80c	Ino80c	NM_172625			Ino80c			NA
liver_14_5_REP1.mLb.clN_peak_1367	chr19	54199575	54200172	+	51	NA	Intergenic	Intergenic	154614	Adra2a	Adra2a	NM_007417			Adra2a			NA
liver_14_5_REP1.mLb.clN_peak_486	chr18	67369682	67369903	+	51	NA	Intergenic	Intergenic	-20939	Tubb6	Tubb6	NM_026473			Tubb6			NA
liver_14_5_REP1.mLb.clN_peak_45	chr18	7045930	7046166	+	50	NA	Intergenic	Intergenic	-41269	Mkx	Mkx	NM_177595			Mkx			NA
liver_14_5_REP1.mLb.clN_peak_1370	chr19	55127182	55127623	+	50	NA	promoter-TSS (Gpam)	-promoter-TSS (Gpam)	-27925	Gpam	Gpam	NM_001356285			Gpam			NA
liver_14_5_REP1.mLb.clN_peak_696	chr19	4019084	4019416	+	50	NA	Intergenic	Intergenic	-6495	Ndufv1	Ndufv1	NM_133666			Ndufv1			NA
liver_14_5_REP1.mLb.clN_peak_1339	chr19	53313103	53313332	+	50	NA	intron (Mxi1, intron 1 of 5)	-intron (Mxi1, intron 1 of 5)	-16196	Mxi1	Mxi1	NM_001008543			Mxi1			NA
liver_14_5_REP1.mLb.clN_peak_1376	chr19	55244916	55245143	+	50	NA	Intergenic	Intergenic	-8340	Acsl5	Acsl5	NM_027976			Acsl5			NA
liver_14_5_REP1.mLb.clN_peak_1054	chr19	29497024	29497284	+	50	NA	Intergenic	Intergenic	24833	A930007I19Rik	A930007I19Rik	NR_015567			A930007I19Rik			NA
liver_14_5_REP1.mLb.clN_peak_301	chr18	41730725	41731249	+	49	NA	Intergenic	Intergenic	220207	Prelid2	Prelid2	NM_029942			Prelid2			NA
liver_14_5_REP1.mLb.clN_peak_1344	chr19	53414676	53414916	+	49	NA	Intergenic	Intergenic	-24162	Smndc1	Smndc1	NM_172429			Smndc1			NA
liver_14_5_REP1.mLb.clN_peak_1382	chr19	55332745	55333188	+	49	NA	intron (Vti1a, intron 3 of 7)	-intron (Vti1a, intron 3 of 8)	16909	Vti1a	Vti1a	NM_001360431			Vti1a			NA
liver_14_5_REP1.mLb.clN_peak_63	chr18	9491011	9491614	+	49	NA	Intergenic	Intergenic	-41158	Ccny	Ccny	NM_026484			Ccny			NA
liver_14_5_REP1.mLb.clN_peak_838	chr19	6987175	6987543	+	49	NA	TTS (Dnajc4)	-TTS (Dnajc4)	292	Vegfb	Vegfb	NM_011697			Vegfb			NA
liver_14_5_REP1.mLb.clN_peak_400	chr18	60722899	60723414	+	49	NA	intron (Ndst1, intron 1 of 14)	-intron (Ndst1, intron 1 of 14)	25509	Ndst1	Ndst1	NM_001348100			Ndst1			NA
liver_14_5_REP1.mLb.clN_peak_11	chr18	4439901	4440159	+	48	NA	Intergenic	Intergenic	64438	Mtpap	Mtpap	NM_001361008			Mtpap			NA
liver_14_5_REP1.mLb.clN_peak_243	chr18	35867824	35868059	+	48	NA	Intergenic	Intergenic	38153	Cxxc5	Cxxc5	NM_133687			Cxxc5			NA
liver_14_5_REP1.mLb.clN_peak_49	chr18	7504153	7504495	+	48	NA	intron (Mpp7, intron 4 of 17)	-intron (Mpp7, intron 3 of 16)	103830	Mpp7	Mpp7	NM_001081287			Mpp7			NA
liver_14_5_REP1.mLb.clN_peak_128	chr18	20936472	20936954	+	48	NA	Intergenic	Intergenic	-7902	Rnf125	Rnf125	NM_001364973			Rnf125			NA
liver_14_5_REP1.mLb.clN_peak_853	chr19	7267961	7268488	+	48	NA	promoter-TSS (Rcor2)	-promoter-TSS (Rcor2)	830	Rcor2	Rcor2	NM_001320554			Rcor2			NA
liver_14_5_REP1.mLb.clN_peak_979	chr19	17836962	17837687	+	48	NA	exon (Pcsk5, exon 1 of 21)	-exon (Pcsk5, exon 1 of 21)	308	Pcsk5	Pcsk5	NM_001163144			Pcsk5			NA
liver_14_5_REP1.mLb.clN_peak_398	chr18	60698916	60699290	+	48	NA	intron (Ndst1, intron 8 of 14)	-intron (Ndst1, intron 8 of 14)	35693	G630071F17Rik	G630071F17Rik	NR_045401			G630071F17Rik			NA
liver_14_5_REP1.mLb.clN_peak_1228	chr19	43797321	43797546	+	48	NA	intron (Abcc2, intron 3 of 31)	-intron (Abcc2, intron 3 of 31)	15125	Abcc2	Abcc2	NM_013806			Abcc2			NA
liver_14_5_REP1.mLb.clN_peak_116	chr18	18800896	18801215	+	48	NA	Intergenic	Intergenic	1201042	Dsc3	Dsc3	NM_007882			Dsc3			NA
liver_14_5_REP1.mLb.clN_peak_823	chr19	6401390	6402009	+	47	NA	promoter-TSS (Rasgrp2)	-promoter-TSS (Rasgrp2)	1158	Rasgrp2	Rasgrp2	NM_001365063			Rasgrp2			NA
liver_14_5_REP1.mLb.clN_peak_1043	chr19	29128317	29128541	+	47	NA	intron (Rcl1, intron 6 of 8)	-intron (Rcl1, intron 6 of 8)	-6850	Mir101b	Mir101b	NR_029778			Mir101b			NA
liver_14_5_REP1.mLb.clN_peak_1364	chr19	54044612	54045029	+	47	NA	promoter-TSS (Adra2a)	-promoter-TSS (Adra2a)	-439	Adra2a	Adra2a	NM_007417			Adra2a			NA
liver_14_5_REP1.mLb.clN_peak_235	chr18	35672048	35672299	+	47	NA	exon (Dnajc18, exon 8 of 8)	-exon (Dnajc18, exon 8 of 8)	-9987	Spata24	Spata24	NM_027733			Spata24			NA
liver_14_5_REP1.mLb.clN_peak_460	chr18	64550274	64550571	+	47	NA	exon (Atp8b1, exon 20 of 28)	-exon (Atp8b1, exon 20 of 28)	-33865	Nars	Nars	NM_001142950			Nars			NA
liver_14_5_REP1.mLb.clN_peak_1098	chr19	32626802	32627190	+	46	NA	intron (Papss2, intron 1 of 12)	-intron (Papss2, intron 1 of 11)	6991	Papss2	Papss2	NM_001360403			Papss2			NA
liver_14_5_REP1.mLb.clN_peak_429	chr18	62061929	62062201	+	46	NA	Intergenic	Intergenic	108990	Sh3tc2	Sh3tc2	NM_172628			Sh3tc2			NA
liver_14_5_REP1.mLb.clN_peak_150	chr18	23875185	23875769	+	46	NA	intron (Mapre2, intron 4 of 6)	-intron (Mapre2, intron 5 of 7)	71507	Mapre2	Mapre2	NM_153058			Mapre2			NA
liver_14_5_REP1.mLb.clN_peak_1072	chr19	31219347	31219714	+	46	NA	intron (Prkg1, intron 3 of 17)	-intron (Prkg1, intron 3 of 17)	-3134	8430431K14Rik	8430431K14Rik	NR_002849			8430431K14Rik			NA
liver_14_5_REP1.mLb.clN_peak_386	chr18	58671020	58671381	+	46	NA	intron (Isoc1, intron 1 of 4)	-intron (Isoc1, intron 1 of 4)	11718	Isoc1	Isoc1	NM_025478			Isoc1			NA
liver_14_5_REP1.mLb.clN_peak_884	chr19	8892844	8893242	+	46	NA	promoter-TSS (Ints5)	-promoter-TSS (Ints5)	56	Ints5	Ints5	NM_176843			Ints5			NA
liver_14_5_REP1.mLb.clN_peak_131	chr18	20976809	20977038	+	46	NA	intron (Rnf125, intron 2 of 5)	-intron (Rnf125, intron 2 of 5)	-25034	Rnf138	Rnf138	NM_207623			Rnf138			NA
liver_14_5_REP1.mLb.clN_peak_783	chr19	5823441	5823726	+	46	NA	Intergenic	Intergenic	-20911	Malat1	Malat1	NR_002847			Malat1			NA
liver_14_5_REP1.mLb.clN_peak_564	chr18	75387423	75387785	+	45	NA	intron (Smad7, intron 3 of 3)	-intron (Smad7, intron 3 of 3)	20239	Smad7	Smad7	NM_001042660			Smad7			NA
liver_14_5_REP1.mLb.clN_peak_530	chr18	70536768	70537074	+	45	NA	Intergenic	Intergenic	-6600	Poli	Poli	NM_001289516			Poli			NA
liver_14_5_REP1.mLb.clN_peak_1295	chr19	46784539	46784901	+	45	NA	intron (Cnnm2, intron 1 of 7)	-intron (Cnnm2, intron 1 of 6)	23111	Cnnm2	Cnnm2	NM_033569			Cnnm2			NA
liver_14_5_REP1.mLb.clN_peak_110	chr18	15150351	15150720	+	45	NA	intron (Kctd1, intron 1 of 4)	-intron (Kctd1, intron 1 of 4)	911	Kctd1	Kctd1	NM_134112			Kctd1			NA
liver_14_5_REP1.mLb.clN_peak_571	chr18	76016092	76016331	+	45	NA	intron (Zbtb7c, intron 3 of 4)	-intron (Zbtb7c, intron 3 of 4)	82260	2900057B20Rik	2900057B20Rik	NR_045365			2900057B20Rik			NA
liver_14_5_REP1.mLb.clN_peak_1111	chr19	34746774	34747407	+	44	NA	exon (Slc16a12, exon 1 of 7)	-exon (Slc16a12, exon 1 of 7)	238	Slc16a12	Slc16a12	NM_172838			Slc16a12			NA
liver_14_5_REP1.mLb.clN_peak_1406	chr19	56811630	56811909	+	44	NA	intron (Ccdc186, intron 2 of 15)	-intron (Ccdc186, intron 2 of 15)	10430	Ccdc186	Ccdc186	NM_170757			Ccdc186			NA
liver_14_5_REP1.mLb.clN_peak_892	chr19	8981742	8981958	+	44	NA	Intergenic	Intergenic	-7434	Ahnak	Ahnak	NM_001039959			Ahnak			NA
liver_14_5_REP1.mLb.clN_peak_246	chr18	36018184	36018414	+	43	NA	exon (Nrg2, exon 10 of 10)	-exon (Nrg2, exon 10 of 10)	53469	Psd2	Psd2	NR_110349			Psd2			NA
liver_14_5_REP1.mLb.clN_peak_1366	chr19	54114928	54115171	+	43	NA	Intergenic	Intergenic	69790	Adra2a	Adra2a	NM_007417			Adra2a			NA
liver_14_5_REP1.mLb.clN_peak_1022	chr19	25236717	25237340	+	43	NA	promoter-TSS (Kank1)	-promoter-TSS (Kank1)	53	Kank1	Kank1	NM_181404			Kank1			NA
liver_14_5_REP1.mLb.clN_peak_608	chr18	80178555	80178928	+	43	NA	Intergenic	Intergenic	-7498	LOC105246506	LOC105246506	NR_131039			LOC105246506			NA
liver_14_5_REP1.mLb.clN_peak_356	chr18	53417701	53418233	+	43	NA	promoter-TSS (Ppic)	-promoter-TSS (Ppic)	40	Ppic	Ppic	NM_008908			Ppic			NA
liver_14_5_REP1.mLb.clN_peak_550	chr18	74422776	74423271	+	43	NA	Intergenic	Intergenic	-19596	Myo5b	Myo5b	NM_201600			Myo5b			NA
liver_14_5_REP1.mLb.clN_peak_1219	chr19	43358851	43359102	+	43	NA	intron (Hpse2, intron 2 of 11)	-intron (Hpse2, intron 2 of 11)	29379	Hpse2	Hpse2	NM_001081257			Hpse2			NA
liver_14_5_REP1.mLb.clN_peak_714	chr19	4269028	4269359	+	43	NA	promoter-TSS (Ssh3)	-promoter-TSS (Ssh3)	40	Ssh3	Ssh3	NM_001374687			Ssh3			NA
liver_14_5_REP1.mLb.clN_peak_306	chr18	43207440	43207809	+	43	NA	promoter-TSS (Stk32a)	-promoter-TSS (Stk32a)	-73	Stk32a	Stk32a	NM_178749			Stk32a			NA
liver_14_5_REP1.mLb.clN_peak_1097	chr19	32595620	32596082	+	43	NA	exon (Papss2, exon 1 of 12)	-exon (Papss2, exon 1 of 12)	-24154	Papss2	Papss2	NM_001360403			Papss2			NA
liver_14_5_REP1.mLb.clN_peak_315	chr18	45268346	45268820	+	43	NA	promoter-TSS (Kcnn2)	-promoter-TSS (Kcnn2)	-291571	Kcnn2	Kcnn2	NM_080465			Kcnn2			NA
liver_14_5_REP1.mLb.clN_peak_660	chr18	85847948	85848220	+	43	NA	Intergenic	Intergenic	-546868	Neto1	Neto1	NM_144946			Neto1			NA
liver_14_5_REP1.mLb.clN_peak_143	chr18	22343748	22344066	+	43	NA	Intergenic	Intergenic	-1182	Asxl3	Asxl3	NM_001167777			Asxl3			NA
liver_14_5_REP1.mLb.clN_peak_1001	chr19	23203659	23203890	+	43	NA	Intergenic	Intergenic	54343	Mir1192	Mir1192	NR_035423			Mir1192			NA
liver_14_5_REP1.mLb.clN_peak_1254	chr19	45615587	45615934	+	43	NA	intron (Fbxw4, intron 5 of 8)	-intron (Fbxw4, intron 5 of 8)	44433	Fbxw4	Fbxw4	NM_013907			Fbxw4			NA
liver_14_5_REP1.mLb.clN_peak_350	chr18	52750073	52750366	+	43	NA	Intergenic	Intergenic	-17592	Sncaip	Sncaip	NM_001199151			Sncaip			NA
liver_14_5_REP1.mLb.clN_peak_12	chr18	4555211	4555525	+	43	NA	Intergenic	Intergenic	-79561	Jcad	Jcad	NM_001081963			Jcad			NA
liver_14_5_REP1.mLb.clN_peak_375	chr18	56840362	56840718	+	42	NA	intron (Marchf3, intron 1 of 4)	-intron (Marchf3, intron 1 of 4)	84975	Marchf3	Marchf3	NM_001374227			Marchf3			NA
liver_14_5_REP1.mLb.clN_peak_1346	chr19	53437427	53437643	+	42	NA	Intergenic	Intergenic	27261	Mirt1	Mirt1	NR_028427			Mirt1			NA
liver_14_5_REP1.mLb.clN_peak_931	chr19	10979764	10980071	+	42	NA	intron (Ms4a15, intron 6 of 6)	-intron (Ms4a15, intron 6 of 6)	-5247	Ms4a10	Ms4a10	NM_023529			Ms4a10			NA
liver_14_5_REP1.mLb.clN_peak_1032	chr19	27884458	27884725	+	42	NA	intron (Rfx3, intron 2 of 16)	-intron (Rfx3, intron 4 of 18)	126575	Rfx3	Rfx3	NM_001360358			Rfx3			NA
liver_14_5_REP1.mLb.clN_peak_1158	chr19	38134039	38134347	+	42	NA	intron (Pde6c, intron 1 of 21)	-intron (Pde6c, intron 1 of 20)	1412	Pde6c	Pde6c	NM_033614			Pde6c			NA
liver_14_5_REP1.mLb.clN_peak_1126	chr19	36515278	36515764	+	42	NA	Intergenic	Intergenic	-39118	Hectd2	Hectd2	NM_172637			Hectd2			NA
liver_14_5_REP1.mLb.clN_peak_720	chr19	4441701	4441956	+	42	NA	intron (A930001C03Rik, intron 1 of 4)	-intron (A930001C03Rik, intron 1 of 4)	-2385	Rhod	Rhod	NM_007485			Rhod			NA
liver_14_5_REP1.mLb.clN_peak_570	chr18	75819737	75820165	+	42	NA	promoter-TSS (Zbtb7c)	-promoter-TSS (Zbtb7c)	-227	Zbtb7c	Zbtb7c	NM_001357506			Zbtb7c			NA
liver_14_5_REP1.mLb.clN_peak_333	chr18	47340333	47340555	+	41	NA	intron (Sema6a, intron 1 of 18)	-intron (Sema6a, intron 1 of 17)	28424	Sema6a	Sema6a	NM_018744			Sema6a			NA
liver_14_5_REP1.mLb.clN_peak_1055	chr19	29497864	29498128	+	41	NA	Intergenic	Intergenic	23991	A930007I19Rik	A930007I19Rik	NR_015567			A930007I19Rik			NA
liver_14_5_REP1.mLb.clN_peak_1270	chr19	46194959	46195231	+	41	NA	intron (Gbf1, intron 3 of 39)	-intron (Gbf1, intron 3 of 39)	42537	Gbf1	Gbf1	NM_178930			Gbf1			NA
liver_14_5_REP1.mLb.clN_peak_1131	chr19	36909849	36910130	+	40	NA	Intergenic	Intergenic	9610	Fgfbp3	Fgfbp3	NM_028263			Fgfbp3			NA
liver_14_5_REP1.mLb.clN_peak_339	chr18	49968823	49969066	+	40	NA	Intergenic	Intergenic	-84338	Tnfaip8	Tnfaip8	NM_001360935			Tnfaip8			NA
liver_14_5_REP1.mLb.clN_peak_1285	chr19	46532136	46532373	+	40	NA	intron (Arl3, intron 5 of 5)	-intron (Arl3, intron 6 of 6)	30606	Trim8	Trim8	NM_053100			Trim8			NA
liver_14_5_REP1.mLb.clN_peak_916	chr19	10457140	10457733	+	40	NA	promoter-TSS (Lrrc10b)	-promoter-TSS (Lrrc10b)	11	Lrrc10b	Lrrc10b	NM_001111140			Lrrc10b			NA
liver_14_5_REP1.mLb.clN_peak_1069	chr19	31097766	31098039	+	40	NA	intron (Prkg1, intron 3 of 17)	-intron (Prkg1, intron 3 of 17)	15061	Cstf2t	Cstf2t	NM_031249			Cstf2t			NA
liver_14_5_REP1.mLb.clN_peak_1143	chr19	37265900	37266178	+	40	NA	Intergenic	Intergenic	-1944	4931408D14Rik	4931408D14Rik	NR_040299			4931408D14Rik			NA
liver_14_5_REP1.mLb.clN_peak_1290	chr19	46668281	46668809	+	40	NA	intron (Cyp17a1, intron 6 of 7)	-intron (Cyp17a1, intron 6 of 7)	4455	Cyp17a1	Cyp17a1	NM_007809			Cyp17a1			NA
liver_14_5_REP1.mLb.clN_peak_568	chr18	75666251	75666659	+	40	NA	intron (Ctif, intron 1 of 11)	-intron (Ctif, intron 1 of 11)	31241	Ctif	Ctif	NM_201354			Ctif			NA
liver_14_5_REP1.mLb.clN_peak_233	chr18	35654545	35655258	+	40	NA	exon (Prob1, exon 1 of 1)	-exon (Prob1, exon 1 of 1)	320	Prob1	Prob1	NM_001270646			Prob1			NA
liver_14_5_REP1.mLb.clN_peak_82	chr18	11035496	11035766	+	40	NA	Intergenic	Intergenic	-16879	Gata6	Gata6	NM_010258			Gata6			NA
liver_14_5_REP1.mLb.clN_peak_1053	chr19	29482102	29482419	+	40	NA	Intergenic	Intergenic	39727	A930007I19Rik	A930007I19Rik	NR_015567			A930007I19Rik			NA
liver_14_5_REP1.mLb.clN_peak_569	chr18	75697264	75698043	+	40	NA	promoter-TSS (Ctif)	-promoter-TSS (Ctif)	43	Ctif	Ctif	NM_201354			Ctif			NA
liver_14_5_REP1.mLb.clN_peak_430	chr18	62073878	62074137	+	40	NA	Intergenic	Intergenic	105974	Adrb2	Adrb2	NM_007420			Adrb2			NA
liver_14_5_REP1.mLb.clN_peak_122	chr18	20609652	20610058	+	39	NA	intron (Gm16090, intron 1 of 2)	-intron (Gm16090, intron 1 of 2)	51781	Dsg2	Dsg2	NM_007883			Dsg2			NA
liver_14_5_REP1.mLb.clN_peak_245	chr18	35942160	35942717	+	39	NA	Intergenic	Intergenic	-22392	Psd2	Psd2	NR_110349			Psd2			NA
liver_14_5_REP1.mLb.clN_peak_404	chr18	60978057	60978506	+	39	NA	intron (Camk2a, intron 15 of 17)	-intron (Camk2a, intron 3 of 5)	20208	Mir6982	Mir6982	NR_105948			Mir6982			NA
liver_14_5_REP1.mLb.clN_peak_123	chr18	20641310	20641611	+	39	NA	intron (Gm16090, intron 1 of 2)	-intron (Gm16090, intron 1 of 2)	-23790	Ttr	Ttr	NM_013697			Ttr			NA
liver_14_5_REP1.mLb.clN_peak_551	chr18	74442344	74442604	+	38	NA	promoter-TSS (Myo5b)	-promoter-TSS (Myo5b)	-145	Myo5b	Myo5b	NM_201600			Myo5b			NA
liver_14_5_REP1.mLb.clN_peak_962	chr19	16435581	16435908	+	38	NA	promoter-TSS (Gna14)	-promoter-TSS (Gna14)	77	Gna14	Gna14	NM_008137			Gna14			NA
liver_14_5_REP1.mLb.clN_peak_1031	chr19	27872371	27872695	+	38	NA	intron (Rfx3, intron 2 of 16)	-intron (Rfx3, intron 4 of 18)	138633	Rfx3	Rfx3	NM_001360358			Rfx3			NA
liver_14_5_REP1.mLb.clN_peak_1042	chr19	29126218	29126557	+	38	NA	intron (Rcl1, intron 5 of 8)	-intron (Rcl1, intron 5 of 8)	-8892	Mir101b	Mir101b	NR_029778			Mir101b			NA
liver_14_5_REP1.mLb.clN_peak_1064	chr19	30175349	30175608	+	37	NA	promoter-TSS (Gldc)	-promoter-TSS (Gldc)	-37	Gldc	Gldc	NM_138595			Gldc			NA
liver_14_5_REP1.mLb.clN_peak_282	chr18	38212652	38212923	+	37	NA	Intergenic	Intergenic	-3025	Pcdh1	Pcdh1	NM_029357			Pcdh1			NA
liver_14_5_REP1.mLb.clN_peak_1436	chr19	60144485	60144800	+	37	NA	promoter-TSS (E330013P04Rik)	-promoter-TSS (E330013P04Rik)	-33	E330013P04Rik	E330013P04Rik	NR_026942			E330013P04Rik			NA
liver_14_5_REP1.mLb.clN_peak_424	chr18	61758833	61759208	+	36	NA	intron (Afap1l1, intron 1 of 18)	-intron (Afap1l1, intron 1 of 18)	27642	Afap1l1	Afap1l1	NM_178928			Afap1l1			NA
liver_14_5_REP1.mLb.clN_peak_1084	chr19	32255061	32255321	+	36	NA	intron (Sgms1, intron 3 of 9)	-intron (Sgms1, intron 3 of 9)	133321	Sgms1	Sgms1	NM_001168526			Sgms1			NA
liver_14_5_REP1.mLb.clN_peak_814	chr19	6285666	6285907	+	36	NA	intron (Ehd1, intron 2 of 4)	-intron (Ehd1, intron 2 of 4)	8890	Ehd1	Ehd1	NM_010119			Ehd1			NA
liver_14_5_REP1.mLb.clN_peak_796	chr19	5988828	5989260	+	36	NA	exon (Capn1, exon 22 of 22)	-exon (Capn1, exon 22 of 22)	-2901	Slc22a20	Slc22a20	NM_198650			Slc22a20			NA
liver_14_5_REP1.mLb.clN_peak_347	chr18	51118108	51118728	+	36	NA	intron (Prr16, intron 1 of 1)	-intron (Prr16, intron 1 of 1)	520	Prr16	Prr16	NM_001081224			Prr16			NA
liver_14_5_REP1.mLb.clN_peak_46	chr18	7113470	7113841	+	36	NA	intron (Armc4, intron 20 of 20)	-intron (Armc4, intron 20 of 20)	-108876	Mkx	Mkx	NM_177595			Mkx			NA
liver_14_5_REP1.mLb.clN_peak_1420	chr19	57945638	57946070	+	36	NA	intron (Atrnl1, intron 27 of 28)	-intron (Atrnl1, intron 27 of 28)	-105313	Mir5623	Mir5623	NR_049196			Mir5623			NA
liver_14_5_REP1.mLb.clN_peak_1431	chr19	59889537	59889775	+	36	NA	Intergenic	Intergenic	53998	Rab11fip2	Rab11fip2	NM_001033172			Rab11fip2			NA
liver_14_5_REP1.mLb.clN_peak_1299	chr19	46888399	46888791	+	35	NA	exon (Nt5c2, exon 18 of 18)	-exon (Nt5c2, exon 18 of 18)	73756	Nt5c2	Nt5c2	NR_028353			Nt5c2			NA
liver_14_5_REP1.mLb.clN_peak_914	chr19	10431436	10431746	+	35	NA	intron (Syt7, intron 5 of 10)	-intron (Syt7, intron 6 of 11)	25856	Lrrc10b	Lrrc10b	NM_001111140			Lrrc10b			NA
