PeakID (cmd=annotatePeaks.pl kidney_15_5_REP1.mLb.clN_peaks.narrowPeak mm10_reduced_chr18_chr19.fa -gid -gtf mm10.reduced.refGene.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
kidney_15_5_REP1.mLb.clN_peak_2105	chr19	18176201	18176553	+	37	NA	Intergenic	Intergenic	-338745	Pcsk5	Pcsk5	NM_001163144			Pcsk5			NA
kidney_15_5_REP1.mLb.clN_peak_1474	chr18	78432204	78433194	+	37	NA	intron (Slc14a2, intron 2 of 21)	-intron (Slc14a2, intron 2 of 11)	164251	Slc14a2	Slc14a2	NM_001110273			Slc14a2			NA
kidney_15_5_REP1.mLb.clN_peak_2760	chr19	50534067	50534778	+	37	NA	intron (Sorcs1, intron 1 of 25)	-intron (Sorcs1, intron 1 of 25)	144224	Sorcs1	Sorcs1	NM_001360457			Sorcs1			NA
kidney_15_5_REP1.mLb.clN_peak_2945	chr19	59166215	59166744	+	37	NA	exon (Vax1, exon 3 of 3)	-exon (Vax1, exon 3 of 3)	3918	Vax1	Vax1	NM_009501			Vax1			NA
kidney_15_5_REP1.mLb.clN_peak_2845	chr19	55469181	55469555	+	37	NA	intron (Vti1a, intron 5 of 7)	-intron (Vti1a, intron 6 of 8)	153311	Vti1a	Vti1a	NM_001360431			Vti1a			NA
kidney_15_5_REP1.mLb.clN_peak_2342	chr19	31342116	31342407	+	37	NA	intron (Prkg1, intron 2 of 17)	-intron (Prkg1, intron 2 of 17)	-125865	8430431K14Rik	8430431K14Rik	NR_002849			8430431K14Rik			NA
kidney_15_5_REP1.mLb.clN_peak_954	chr18	55120010	55120264	+	37	NA	Intergenic	Intergenic	-129957	Zfp608	Zfp608	NM_001360787			Zfp608			NA
kidney_15_5_REP1.mLb.clN_peak_1541	chr18	81711839	81712096	+	37	NA	Intergenic	Intergenic	280113	Mir5127	Mir5127	NR_039589			Mir5127			NA
kidney_15_5_REP1.mLb.clN_peak_448	chr18	30318386	30318661	+	37	NA	intron (Pik3c3, intron 16 of 24)	-intron (Pik3c3, intron 16 of 24)	45658	Pik3c3	Pik3c3	NR_151699			Pik3c3			NA
kidney_15_5_REP1.mLb.clN_peak_2247	chr19	25863134	25863645	+	37	NA	Intergenic	Intergenic	190978	Dmrt2	Dmrt2	NM_145831			Dmrt2			NA
kidney_15_5_REP1.mLb.clN_peak_2966	chr19	60339927	60340164	+	37	NA	Intergenic	Intergenic	-113344	Fam204a	Fam204a	NR_152391			Fam204a			NA
kidney_15_5_REP1.mLb.clN_peak_279	chr18	18083156	18083449	+	37	NA	Intergenic	Intergenic	-502312	4930545E07Rik	4930545E07Rik	NR_045374			4930545E07Rik			NA
kidney_15_5_REP1.mLb.clN_peak_1217	chr18	67597926	67598388	+	37	NA	intron (Spire1, intron 1 of 16)	-intron (Spire1, intron 1 of 16)	12749	Spire1	Spire1	NM_194355			Spire1			NA
kidney_15_5_REP1.mLb.clN_peak_486	chr18	32311973	32312347	+	37	NA	Intergenic	Intergenic	-65057	Bin1	Bin1	NM_009668			Bin1			NA
kidney_15_5_REP1.mLb.clN_peak_1836	chr19	6399774	6400557	+	37	NA	promoter-TSS (Rasgrp2)	-promoter-TSS (Rasgrp2)	-376	Rasgrp2	Rasgrp2	NM_001365063			Rasgrp2			NA
kidney_15_5_REP1.mLb.clN_peak_1625	chr18	85762865	85763104	+	37	NA	Intergenic	Intergenic	-631968	Neto1	Neto1	NM_144946			Neto1			NA
kidney_15_5_REP1.mLb.clN_peak_436	chr18	28039045	28039290	+	37	NA	Intergenic	Intergenic	-520997	4930474G06Rik	4930474G06Rik	NR_045398			4930474G06Rik			NA
kidney_15_5_REP1.mLb.clN_peak_2159	chr19	22337439	22337726	+	37	NA	intron (Trpm3, intron 1 of 23)	-intron (Trpm3, intron 1 of 24)	-110626	Trpm3	Trpm3	NM_001362502			Trpm3			NA
kidney_15_5_REP1.mLb.clN_peak_1721	chr19	4456263	4456825	+	36	NA	exon (Syt12, exon 4 of 8)	-exon (Syt12, exon 4 of 8)	-17101	Rhod	Rhod	NM_007485			Rhod			NA
kidney_15_5_REP1.mLb.clN_peak_2248	chr19	25927293	25927798	+	36	NA	Intergenic	Intergenic	255134	Dmrt2	Dmrt2	NM_145831			Dmrt2			NA
kidney_15_5_REP1.mLb.clN_peak_812	chr18	46850189	46850595	+	36	NA	exon (Lvrn, exon 1 of 20)	-exon (Lvrn, exon 1 of 20)	353	Lvrn	Lvrn	NM_029008			Lvrn			NA
kidney_15_5_REP1.mLb.clN_peak_599	chr18	36122320	36122782	+	36	NA	intron (Nrg2, intron 1 of 9)	-intron (Nrg2, intron 1 of 9)	16348	4930471G03Rik	4930471G03Rik	NR_015571			4930471G03Rik			NA
kidney_15_5_REP1.mLb.clN_peak_1421	chr18	76119717	76120172	+	36	NA	intron (Zbtb7c, intron 1 of 2)	-intron (Zbtb7c, intron 1 of 2)	-21473	2900057B20Rik	2900057B20Rik	NR_045365			2900057B20Rik			NA
kidney_15_5_REP1.mLb.clN_peak_1630	chr18	86395921	86396159	+	36	NA	intron (Neto1, intron 1 of 10)	-intron (Neto1, intron 1 of 8)	1088	Neto1	Neto1	NM_144946			Neto1			NA
kidney_15_5_REP1.mLb.clN_peak_247	chr18	15174651	15175034	+	36	NA	Intergenic	Intergenic	-23396	Kctd1	Kctd1	NM_134112			Kctd1			NA
kidney_15_5_REP1.mLb.clN_peak_1018	chr18	58561772	58562147	+	36	NA	intron (Slc27a6, intron 1 of 9)	-intron (Slc27a6, intron 1 of 9)	5719	Slc27a6	Slc27a6	NM_001081072			Slc27a6			NA
kidney_15_5_REP1.mLb.clN_peak_1906	chr19	8569427	8569901	+	36	NA	Intergenic	Intergenic	-21590	Slc22a8	Slc22a8	NM_031194			Slc22a8			NA
kidney_15_5_REP1.mLb.clN_peak_990	chr18	57430835	57431208	+	36	NA	Intergenic	Intergenic	25606	Gm19500	Gm19500	NR_152223			Gm19500			NA
kidney_15_5_REP1.mLb.clN_peak_2698	chr19	47178814	47179304	+	36	NA	exon (Neurl1a, exon 1 of 6)	-exon (Neurl1a, exon 1 of 6)	239	Neurl1a	Neurl1a	NM_021360			Neurl1a			NA
kidney_15_5_REP1.mLb.clN_peak_1459	chr18	78047250	78047551	+	36	NA	exon (Siglec15, exon 4 of 6)	-exon (Siglec15, exon 4 of 6)	10041	Siglec15	Siglec15	NM_001101038			Siglec15			NA
kidney_15_5_REP1.mLb.clN_peak_253	chr18	15313823	15314222	+	36	NA	Intergenic	Intergenic	89736	Aqp4	Aqp4	NM_001308645			Aqp4			NA
kidney_15_5_REP1.mLb.clN_peak_404	chr18	25546088	25546531	+	36	NA	intron (Celf4, intron 2 of 13)	-intron (Celf4, intron 2 of 12)	207848	Celf4	Celf4	NM_001362278			Celf4			NA
kidney_15_5_REP1.mLb.clN_peak_1053	chr18	60718207	60718492	+	36	NA	intron (Ndst1, intron 1 of 14)	-intron (Ndst1, intron 1 of 14)	30316	Ndst1	Ndst1	NM_001348100			Ndst1			NA
kidney_15_5_REP1.mLb.clN_peak_107	chr18	8328246	8328586	+	36	NA	Intergenic	Intergenic	459219	Wac	Wac	NM_001360956			Wac			NA
kidney_15_5_REP1.mLb.clN_peak_1096	chr18	61767830	61768200	+	36	NA	intron (Afap1l1, intron 1 of 18)	-intron (Afap1l1, intron 1 of 18)	18647	Afap1l1	Afap1l1	NM_178928			Afap1l1			NA
kidney_15_5_REP1.mLb.clN_peak_1145	chr18	64699802	64700295	+	36	NA	Intergenic	Intergenic	-39048	Atp8b1	Atp8b1	NM_001001488			Atp8b1			NA
kidney_15_5_REP1.mLb.clN_peak_2185	chr19	23491025	23491616	+	36	NA	Intergenic	Intergenic	-42998	Mamdc2	Mamdc2	NM_174857			Mamdc2			NA
kidney_15_5_REP1.mLb.clN_peak_780	chr18	45421156	45421559	+	36	NA	intron (Kcnn2, intron 2 of 10)	-intron (Kcnn2, intron 2 of 10)	-138797	Kcnn2	Kcnn2	NM_080465			Kcnn2			NA
kidney_15_5_REP1.mLb.clN_peak_1538	chr18	81471598	81472147	+	36	NA	Intergenic	Intergenic	-484851	Sall3	Sall3	NM_001369133			Sall3			NA
kidney_15_5_REP1.mLb.clN_peak_650	chr18	38013930	38014171	+	36	NA	Intergenic	Intergenic	-16476	Arap3	Arap3	NM_139206			Arap3			NA
kidney_15_5_REP1.mLb.clN_peak_2075	chr19	16292062	16292435	+	36	NA	intron (Gnaq, intron 2 of 6)	-intron (Gnaq, intron 2 of 6)	22756	Mir496b	Mir496b	NR_105832			Mir496b			NA
kidney_15_5_REP1.mLb.clN_peak_2513	chr19	41052305	41052615	+	36	NA	intron (Dntt, intron 8 of 11)	-intron (Dntt, intron 8 of 10)	23185	Dntt	Dntt	NM_001043228			Dntt			NA
kidney_15_5_REP1.mLb.clN_peak_1169	chr18	65565470	65565901	+	36	NA	intron (Mir466p, intron 1 of 6)	-intron (Mir466p, intron 1 of 6)	-14545	Zfp532	Zfp532	NM_207255			Zfp532			NA
kidney_15_5_REP1.mLb.clN_peak_454	chr18	30473859	30474242	+	36	NA	Intergenic	Intergenic	201185	Pik3c3	Pik3c3	NR_151699			Pik3c3			NA
kidney_15_5_REP1.mLb.clN_peak_1620	chr18	84970398	84970717	+	36	NA	intron (Fbxo15, intron 8 of 9)	-intron (Fbxo15, intron 8 of 9)	-19033	Timm21	Timm21	NR_160856			Timm21			NA
kidney_15_5_REP1.mLb.clN_peak_2857	chr19	55707974	55708393	+	35	NA	Intergenic	Intergenic	-5979	4930552P12Rik	4930552P12Rik	NR_045318			4930552P12Rik			NA
kidney_15_5_REP1.mLb.clN_peak_1011	chr18	58395344	58395926	+	35	NA	Intergenic	Intergenic	-160605	Slc27a6	Slc27a6	NM_001081072			Slc27a6			NA
kidney_15_5_REP1.mLb.clN_peak_1201	chr18	67262862	67263149	+	35	NA	Intergenic	Intergenic	-17175	Mppe1	Mppe1	NM_001357518			Mppe1			NA
kidney_15_5_REP1.mLb.clN_peak_166	chr18	11862616	11862963	+	35	NA	intron (Cables1, intron 1 of 8)	-intron (Cables1, intron 1 of 9)	-22351	Mir1901	Mir1901	NR_035447			Mir1901			NA
kidney_15_5_REP1.mLb.clN_peak_2226	chr19	24899894	24900647	+	35	NA	exon (Foxd4, exon 1 of 1)	-exon (Foxd4, exon 1 of 1)	1039	Foxd4	Foxd4	NM_008022			Foxd4			NA
kidney_15_5_REP1.mLb.clN_peak_2407	chr19	34718769	34719184	+	35	NA	intron (Slc16a12, intron 1 of 6)	-intron (Slc16a12, intron 1 of 6)	28352	Slc16a12	Slc16a12	NM_172838			Slc16a12			NA
kidney_15_5_REP1.mLb.clN_peak_1410	chr18	75958582	75959233	+	35	NA	intron (Zbtb7c, intron 2 of 4)	-intron (Zbtb7c, intron 2 of 4)	138729	Zbtb7c	Zbtb7c	NM_001357506			Zbtb7c			NA
kidney_15_5_REP1.mLb.clN_peak_1840	chr19	6445952	6446857	+	35	NA	intron (Nrxn2, intron 3 of 22)	-intron (Nrxn2, intron 3 of 22)	27648	Nrxn2	Nrxn2	NM_001369363			Nrxn2			NA
kidney_15_5_REP1.mLb.clN_peak_2204	chr19	24251697	24252071	+	35	NA	Intergenic	Intergenic	-26756	Tjp2	Tjp2	NM_001376368			Tjp2			NA
kidney_15_5_REP1.mLb.clN_peak_922	chr18	53524859	53525151	+	35	NA	intron (Prdm6, intron 2 of 6)	-intron (Prdm6, intron 2 of 6)	60459	Prdm6	Prdm6	NM_001033281			Prdm6			NA
kidney_15_5_REP1.mLb.clN_peak_2181	chr19	23373437	23373934	+	35	NA	intron (Mamdc2, intron 5 of 13)	-intron (Mamdc2, intron 5 of 13)	74637	Mamdc2	Mamdc2	NM_174857			Mamdc2			NA
kidney_15_5_REP1.mLb.clN_peak_675	chr18	38578439	38578958	+	35	NA	Intergenic	Intergenic	22649	Spry4	Spry4	NM_011898			Spry4			NA
kidney_15_5_REP1.mLb.clN_peak_936	chr18	54452889	54453203	+	35	NA	exon (Redrum, exon 3 of 3)	-exon (Redrum, exon 3 of 3)	30751	Redrum	Redrum	NR_040338			Redrum			NA
kidney_15_5_REP1.mLb.clN_peak_1152	chr18	64991363	64991758	+	35	NA	intron (Nedd4l, intron 1 of 30)	-intron (Nedd4l, intron 1 of 30)	-31967	Nedd4l	Nedd4l	NM_031881			Nedd4l			NA
kidney_15_5_REP1.mLb.clN_peak_2520	chr19	41618543	41619208	+	35	NA	intron (Slit1, intron 25 of 36)	-intron (Slit1, intron 25 of 36)	30224	Mir8091	Mir8091	NR_106166			Mir8091			NA
kidney_15_5_REP1.mLb.clN_peak_770	chr18	44542821	44543125	+	35	NA	intron (Mcc, intron 3 of 18)	-intron (Mcc, intron 3 of 18)	-118692	A930012L18Rik	A930012L18Rik	NR_026853			A930012L18Rik			NA
kidney_15_5_REP1.mLb.clN_peak_688	chr18	38855678	38855974	+	35	NA	intron (Fgf1, intron 2 of 3)	-intron (Fgf1, intron 2 of 3)	-36630	Gm5820	Gm5820	NM_001033789			Gm5820			NA
kidney_15_5_REP1.mLb.clN_peak_2056	chr19	15647133	15647581	+	35	NA	Intergenic	Intergenic	277702	Psat1	Psat1	NM_177420			Psat1			NA
kidney_15_5_REP1.mLb.clN_peak_2536	chr19	42014311	42014554	+	35	NA	intron (Ubtd1, intron 1 of 2)	-intron (Ubtd1, intron 1 of 2)	-21595	Ankrd2	Ankrd2	NM_020033			Ankrd2			NA
kidney_15_5_REP1.mLb.clN_peak_11	chr18	3765088	3765600	+	35	NA	Intergenic	Intergenic	257387	Bambi	Bambi	NM_026505			Bambi			NA
kidney_15_5_REP1.mLb.clN_peak_256	chr18	15406890	15407139	+	35	NA	intron (Aqp4, intron 1 of 5)	-intron (Aqp4, intron 1 of 4)	-3256	Aqp4	Aqp4	NM_001308645			Aqp4			NA
kidney_15_5_REP1.mLb.clN_peak_1262	chr18	69521405	69521792	+	35	NA	intron (Tcf4, intron 6 of 19)	-intron (Tcf4, intron 6 of 19)	177106	Tcf4	Tcf4	NM_001361126			Tcf4			NA
kidney_15_5_REP1.mLb.clN_peak_881	chr18	51523240	51523586	+	35	NA	Intergenic	Intergenic	405515	Prr16	Prr16	NM_001081224			Prr16			NA
kidney_15_5_REP1.mLb.clN_peak_2644	chr19	45737353	45737740	+	35	NA	intron (Fgf8, intron 4 of 4)	-intron (Fgf8, intron 5 of 5)	5338	Fgf8	Fgf8	NM_001166361			Fgf8			NA
kidney_15_5_REP1.mLb.clN_peak_371	chr18	24095107	24095453	+	34	NA	Intergenic	Intergenic	26539	Ino80c	Ino80c	NM_172625			Ino80c			NA
kidney_15_5_REP1.mLb.clN_peak_2142	chr19	21174670	21174998	+	34	NA	Intergenic	Intergenic	70124	4930554I06Rik	4930554I06Rik	NR_126458			4930554I06Rik			NA
kidney_15_5_REP1.mLb.clN_peak_153	chr18	11221817	11222200	+	34	NA	Intergenic	Intergenic	-169441	Gata6os	Gata6os	NR_105023			Gata6os			NA
kidney_15_5_REP1.mLb.clN_peak_794	chr18	46406194	46406669	+	34	NA	Intergenic	Intergenic	59385	Mospd4	Mospd4	NR_045438			Mospd4			NA
kidney_15_5_REP1.mLb.clN_peak_1472	chr18	78393107	78393451	+	34	NA	intron (Slc14a2, intron 2 of 21)	-intron (Slc14a2, intron 2 of 11)	203671	Slc14a2	Slc14a2	NM_001110273			Slc14a2			NA
kidney_15_5_REP1.mLb.clN_peak_2256	chr19	26754091	26754576	+	34	NA	intron (Smarca2, intron 4 of 8)	-intron (Smarca2, intron 3 of 7)	5930	Smarca2	Smarca2	NM_011416			Smarca2			NA
kidney_15_5_REP1.mLb.clN_peak_1166	chr18	65497554	65497880	+	34	NA	intron (Mir466p, intron 3 of 6)	-intron (Mir466p, intron 3 of 6)	66727	Malt1	Malt1	NM_001365019			Malt1			NA
kidney_15_5_REP1.mLb.clN_peak_1909	chr19	8605259	8605530	+	34	NA	exon (Slc22a8, exon 4 of 11)	-exon (Slc22a8, exon 4 of 11)	-12602	Slc22a6	Slc22a6	NM_008766			Slc22a6			NA
kidney_15_5_REP1.mLb.clN_peak_894	chr18	52791302	52791939	+	34	NA	intron (Sncaip, intron 1 of 10)	-intron (Sncaip, intron 1 of 11)	23809	Sncaip	Sncaip	NM_001199151			Sncaip			NA
kidney_15_5_REP1.mLb.clN_peak_315	chr18	21257126	21257360	+	34	NA	intron (Garem1, intron 1 of 5)	-intron (Garem1, intron 1 of 5)	42896	Garem1	Garem1	NM_001033445			Garem1			NA
kidney_15_5_REP1.mLb.clN_peak_112	chr18	8758515	8758742	+	34	NA	Intergenic	Intergenic	-454228	Fzd8	Fzd8	NM_008058			Fzd8			NA
kidney_15_5_REP1.mLb.clN_peak_1560	chr18	82869019	82869316	+	34	NA	Intergenic	Intergenic	13270	4930445N18Rik	4930445N18Rik	NR_125720			4930445N18Rik			NA
kidney_15_5_REP1.mLb.clN_peak_2505	chr19	40722422	40722828	+	34	NA	intron (Entpd1, intron 3 of 9)	-intron (Entpd1, intron 3 of 9)	62855	Entpd1	Entpd1	NM_009848			Entpd1			NA
kidney_15_5_REP1.mLb.clN_peak_2457	chr19	37692955	37693335	+	34	NA	exon (Cyp26c1, exon 6 of 6)	-exon (Cyp26c1, exon 6 of 6)	-4663	Cyp26a1	Cyp26a1	NM_007811			Cyp26a1			NA
kidney_15_5_REP1.mLb.clN_peak_981	chr18	56870804	56871220	+	34	NA	intron (Marchf3, intron 1 of 4)	-intron (Marchf3, intron 1 of 4)	54503	Marchf3	Marchf3	NM_001374227			Marchf3			NA
kidney_15_5_REP1.mLb.clN_peak_2180	chr19	23354068	23354349	+	34	NA	intron (Mamdc2, intron 7 of 13)	-intron (Mamdc2, intron 7 of 13)	-80311	Smc5	Smc5	NM_153808			Smc5			NA
kidney_15_5_REP1.mLb.clN_peak_1971	chr19	10363949	10364402	+	34	NA	Intergenic	Intergenic	-24915	Syt7	Syt7	NM_173067			Syt7			NA
kidney_15_5_REP1.mLb.clN_peak_570	chr18	35722256	35722516	+	34	NA	promoter-TSS (Ecscr)	-promoter-TSS (Ecscr)	-13	Ecscr	Ecscr	NM_001033141			Ecscr			NA
kidney_15_5_REP1.mLb.clN_peak_390	chr18	24740584	24740818	+	34	NA	intron (Fhod3, intron 1 of 26)	-intron (Fhod3, intron 1 of 24)	32078	Fhod3	Fhod3	NM_175276			Fhod3			NA
kidney_15_5_REP1.mLb.clN_peak_950	chr18	54985544	54985887	+	34	NA	intron (Zfp608, intron 2 of 9)	-intron (Zfp608, intron 2 of 8)	4465	Zfp608	Zfp608	NM_001360787			Zfp608			NA
kidney_15_5_REP1.mLb.clN_peak_21	chr18	4088035	4088349	+	34	NA	Intergenic	Intergenic	-77640	Lyzl1	Lyzl1	NM_026092			Lyzl1			NA
kidney_15_5_REP1.mLb.clN_peak_48	chr18	4980348	4980980	+	34	NA	Intergenic	Intergenic	-65925	Svil	Svil	NM_153153			Svil			NA
kidney_15_5_REP1.mLb.clN_peak_2273	chr19	27397264	27397635	+	34	NA	intron (Pum3, intron 15 of 17)	-intron (Pum3, intron 15 of 17)	32459	Pum3	Pum3	NR_131940			Pum3			NA
kidney_15_5_REP1.mLb.clN_peak_1651	chr18	88980868	88981149	+	34	NA	intron (Rttn, intron 7 of 48)	-intron (Rttn, intron 7 of 48)	8978	Mir6359	Mir6359	NR_105777			Mir6359			NA
kidney_15_5_REP1.mLb.clN_peak_1641	chr18	87901385	87901702	+	34	NA	Intergenic	Intergenic	992664	Socs6	Socs6	NM_018821			Socs6			NA
kidney_15_5_REP1.mLb.clN_peak_58	chr18	5207832	5208152	+	34	NA	Intergenic	Intergenic	-42261	Gm26682	Gm26682	NR_153824			Gm26682			NA
kidney_15_5_REP1.mLb.clN_peak_2374	chr19	32723930	32724217	+	33	NA	Intergenic	Intergenic	-11775	Atad1	Atad1	NM_026487			Atad1			NA
kidney_15_5_REP1.mLb.clN_peak_1689	chr19	3923549	3923905	+	33	NA	intron (Aldh3b1, intron 2 of 9)	-intron (Aldh3b1, intron 2 of 9)	6051	Aldh3b1	Aldh3b1	NM_026316			Aldh3b1			NA
kidney_15_5_REP1.mLb.clN_peak_1331	chr18	73865334	73865661	+	33	NA	intron (Mro, intron 2 of 7)	-intron (Mro, intron 3 of 8)	6112	Mro	Mro	NM_001305882			Mro			NA
kidney_15_5_REP1.mLb.clN_peak_598	chr18	36077563	36078181	+	33	NA	intron (Nrg2, intron 1 of 9)	-intron (Nrg2, intron 1 of 9)	-28331	4930471G03Rik	4930471G03Rik	NR_015571			4930471G03Rik			NA
kidney_15_5_REP1.mLb.clN_peak_2386	chr19	34118803	34119332	+	33	NA	intron (Lipm, intron 9 of 9)	-intron (Lipm, intron 9 of 9)	18124	Lipm	Lipm	NM_023903			Lipm			NA
kidney_15_5_REP1.mLb.clN_peak_1254	chr18	69352160	69352701	+	33	NA	intron (Tcf4, intron 3 of 19)	-intron (Tcf4, intron 3 of 19)	7938	Tcf4	Tcf4	NM_001361126			Tcf4			NA
kidney_15_5_REP1.mLb.clN_peak_715	chr18	39606416	39606663	+	33	NA	Intergenic	Intergenic	-117260	Nr3c1	Nr3c1	NM_001361212			Nr3c1			NA
kidney_15_5_REP1.mLb.clN_peak_1498	chr18	80169850	80170161	+	33	NA	Intergenic	Intergenic	-16234	LOC105246506	LOC105246506	NR_131039			LOC105246506			NA
kidney_15_5_REP1.mLb.clN_peak_22	chr18	4095911	4096206	+	33	NA	Intergenic	Intergenic	-69774	Lyzl1	Lyzl1	NM_026092			Lyzl1			NA
kidney_15_5_REP1.mLb.clN_peak_2855	chr19	55641809	55642100	+	33	NA	exon (4930552P12Rik, exon 4 of 4)	-exon (4930552P12Rik, exon 4 of 4)	60250	4930552P12Rik	4930552P12Rik	NR_045318			4930552P12Rik			NA
kidney_15_5_REP1.mLb.clN_peak_268	chr18	16435953	16436399	+	33	NA	Intergenic	Intergenic	373070	Cdh2	Cdh2	NM_007664			Cdh2			NA
kidney_15_5_REP1.mLb.clN_peak_582	chr18	35855541	35855768	+	33	NA	intron (Cxxc5, intron 1 of 2)	-intron (Cxxc5, intron 1 of 2)	25866	Cxxc5	Cxxc5	NM_133687			Cxxc5			NA
kidney_15_5_REP1.mLb.clN_peak_1678	chr19	3699588	3699944	+	33	NA	Intergenic	Intergenic	-8527	1810055G02Rik	1810055G02Rik	NM_001358256			1810055G02Rik			NA
kidney_15_5_REP1.mLb.clN_peak_1880	chr19	7185867	7186230	+	33	NA	intron (Macrod1, intron 4 of 10)	-intron (Macrod1, intron 4 of 10)	20236	Otub1	Otub1	NM_134150			Otub1			NA
kidney_15_5_REP1.mLb.clN_peak_1054	chr18	60735384	60735643	+	33	NA	intron (Ndst1, intron 1 of 14)	-intron (Ndst1, intron 1 of 14)	13152	Ndst1	Ndst1	NM_001348100			Ndst1			NA
kidney_15_5_REP1.mLb.clN_peak_2138	chr19	21107696	21108230	+	33	NA	Intergenic	Intergenic	3253	4930554I06Rik	4930554I06Rik	NR_126458			4930554I06Rik			NA
kidney_15_5_REP1.mLb.clN_peak_2628	chr19	45294963	45295378	+	33	NA	Intergenic	Intergenic	-58329	Lbx1	Lbx1	NM_010691			Lbx1			NA
kidney_15_5_REP1.mLb.clN_peak_1302	chr18	70947440	70947696	+	33	NA	Intergenic	Intergenic	379276	Mbd2	Mbd2	NM_001311071			Mbd2			NA
kidney_15_5_REP1.mLb.clN_peak_1072	chr18	61092053	61092462	+	33	NA	Intergenic	Intergenic	-13315	Csf1r	Csf1r	NM_001037859			Csf1r			NA
kidney_15_5_REP1.mLb.clN_peak_2130	chr19	20426579	20427073	+	33	NA	Intergenic	Intergenic	21538	1500015L24Rik	1500015L24Rik	NR_045817			1500015L24Rik			NA
kidney_15_5_REP1.mLb.clN_peak_1708	chr19	4213651	4214152	+	32	NA	promoter-TSS (Clcf1)	-promoter-TSS (Clcf1)	-337	Gm45928	Gm45928	NR_132308			Gm45928			NA
kidney_15_5_REP1.mLb.clN_peak_1247	chr18	69083999	69084775	+	32	NA	Intergenic	Intergenic	-62114	Mir145b	Mir145b	NR_105780			Mir145b			NA
kidney_15_5_REP1.mLb.clN_peak_1634	chr18	86712890	86713188	+	32	NA	exon (Cbln2, exon 3 of 5)	-exon (Cbln2, exon 3 of 5)	974	Cbln2	Cbln2	NM_001361142			Cbln2			NA
kidney_15_5_REP1.mLb.clN_peak_2115	chr19	18647040	18647353	+	32	NA	intron (Nmrk1, intron 8 of 8)	-intron (Nmrk1, intron 8 of 8)	15180	Nmrk1	Nmrk1	NM_145497			Nmrk1			NA
kidney_15_5_REP1.mLb.clN_peak_1616	chr18	84868253	84868485	+	32	NA	intron (Cyb5a, intron 1 of 4)	-intron (Cyb5a, intron 1 of 5)	17031	Cyb5a	Cyb5a	NM_001348159			Cyb5a			NA
kidney_15_5_REP1.mLb.clN_peak_1846	chr19	6542996	6543666	+	32	NA	promoter-TSS (Slc22a12)	-promoter-TSS (Slc22a12)	-261	Slc22a12	Slc22a12	NM_009203			Slc22a12			NA
kidney_15_5_REP1.mLb.clN_peak_96	chr18	7608628	7608923	+	32	NA	promoter-TSS (Mpp7)	-promoter-TSS (Mpp7)	-621	Mpp7	Mpp7	NM_001081287			Mpp7			NA
kidney_15_5_REP1.mLb.clN_peak_2512	chr19	40996056	40996351	+	32	NA	Intergenic	Intergenic	-1982	Blnk	Blnk	NM_001365054			Blnk			NA
kidney_15_5_REP1.mLb.clN_peak_2080	chr19	16448158	16448509	+	32	NA	intron (Gna14, intron 1 of 6)	-intron (Gna14, intron 1 of 6)	12666	Gna14	Gna14	NM_008137			Gna14			NA
kidney_15_5_REP1.mLb.clN_peak_233	chr18	14915771	14916335	+	32	NA	Intergenic	Intergenic	-72942	4933424G05Rik	4933424G05Rik	NR_045372			4933424G05Rik			NA
kidney_15_5_REP1.mLb.clN_peak_2937	chr19	58759459	58759872	+	32	NA	promoter-TSS (Pnliprp2)	-promoter-TSS (Pnliprp2)	-58	Pnliprp2	Pnliprp2	NM_011128			Pnliprp2			NA
kidney_15_5_REP1.mLb.clN_peak_2715	chr19	47510626	47511223	+	32	NA	intron (Stn1, intron 7 of 9)	-intron (Stn1, intron 7 of 9)	-2058	Gm19557	Gm19557	NR_045322			Gm19557			NA
kidney_15_5_REP1.mLb.clN_peak_1158	chr18	65083826	65084111	+	32	NA	intron (Nedd4l, intron 4 of 29)	-intron (Nedd4l, intron 5 of 30)	60441	Nedd4l	Nedd4l	NM_031881			Nedd4l			NA
kidney_15_5_REP1.mLb.clN_peak_2609	chr19	44734903	44735237	+	32	NA	Intergenic	Intergenic	-21836	Pax2	Pax2	NM_001368747			Pax2			NA
kidney_15_5_REP1.mLb.clN_peak_2784	chr19	53257787	53258260	+	32	NA	Intergenic	Intergenic	-2818	1700001K23Rik	1700001K23Rik	NR_036590			1700001K23Rik			NA
kidney_15_5_REP1.mLb.clN_peak_1207	chr18	67324455	67324702	+	32	NA	exon (B430212C06Rik, exon 2 of 4)	-exon (B430212C06Rik, exon 2 of 4)	-18986	Cidea	Cidea	NM_007702			Cidea			NA
kidney_15_5_REP1.mLb.clN_peak_2328	chr19	30332516	30332839	+	32	NA	Intergenic	Intergenic	99749	Mbl2	Mbl2	NM_001365058			Mbl2			NA
kidney_15_5_REP1.mLb.clN_peak_1552	chr18	82733286	82733607	+	32	NA	Intergenic	Intergenic	13165	Mir5112	Mir5112	NR_039572			Mir5112			NA
