PeakID (cmd=annotatePeaks.pl liver_14_5_REP2.mLb.clN_peaks.narrowPeak mm10_reduced_chr18_chr19.fa -gid -gtf mm10.reduced.refGene.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
liver_14_5_REP2.mLb.clN_peak_1738	chr19	32905745	32906044	+	44	NA	Intergenic	Intergenic	148317	Pten	Pten	NM_008960			Pten			NA
liver_14_5_REP2.mLb.clN_peak_85	chr18	7930240	7930876	+	44	NA	Intergenic	Intergenic	61361	Wac	Wac	NM_001360956			Wac			NA
liver_14_5_REP2.mLb.clN_peak_1821	chr19	37866850	37867341	+	44	NA	Intergenic	Intergenic	169287	Cyp26a1	Cyp26a1	NM_007811			Cyp26a1			NA
liver_14_5_REP2.mLb.clN_peak_913	chr18	75657445	75657711	+	44	NA	intron (Ctif, intron 1 of 11)	-intron (Ctif, intron 1 of 11)	40118	Ctif	Ctif	NM_201354			Ctif			NA
liver_14_5_REP2.mLb.clN_peak_320	chr18	34202256	34202524	+	44	NA	Intergenic	Intergenic	-18594	Apc	Apc	NM_001360980			Apc			NA
liver_14_5_REP2.mLb.clN_peak_33	chr18	5163095	5163478	+	44	NA	exon (Gm26682, exon 3 of 3)	-exon (Gm26682, exon 3 of 3)	2445	Gm26682	Gm26682	NR_153824			Gm26682			NA
liver_14_5_REP2.mLb.clN_peak_1568	chr19	21423811	21424073	+	44	NA	intron (Gda, intron 4 of 13)	-intron (Gda, intron 4 of 13)	48719	Gda	Gda	NM_010266			Gda			NA
liver_14_5_REP2.mLb.clN_peak_289	chr18	30529567	30529904	+	44	NA	Intergenic	Intergenic	256870	Pik3c3	Pik3c3	NR_151699			Pik3c3			NA
liver_14_5_REP2.mLb.clN_peak_594	chr18	56607888	56608177	+	44	NA	Intergenic	Intergenic	19684	Tex43	Tex43	NM_026099			Tex43			NA
liver_14_5_REP2.mLb.clN_peak_680	chr18	61967778	61968065	+	44	NA	intron (Sh3tc2, intron 2 of 16)	-intron (Sh3tc2, intron 2 of 16)	14846	Sh3tc2	Sh3tc2	NM_172628			Sh3tc2			NA
liver_14_5_REP2.mLb.clN_peak_380	chr18	35919303	35919869	+	44	NA	Intergenic	Intergenic	-45244	Psd2	Psd2	NR_110349			Psd2			NA
liver_14_5_REP2.mLb.clN_peak_566	chr18	54394592	54394953	+	44	NA	Intergenic	Intergenic	-27523	Redrum	Redrum	NR_040338			Redrum			NA
liver_14_5_REP2.mLb.clN_peak_1466	chr19	11293143	11293638	+	44	NA	intron (4930526L06Rik, intron 2 of 2)	-intron (4930526L06Rik, intron 2 of 2)	-9577	Ms4a5	Ms4a5	NM_183190			Ms4a5			NA
liver_14_5_REP2.mLb.clN_peak_1395	chr19	9025724	9026232	+	44	NA	intron (Ahnak, intron 4 of 6)	-intron (Ahnak, intron 4 of 5)	36694	Ahnak	Ahnak	NM_001039959			Ahnak			NA
liver_14_5_REP2.mLb.clN_peak_1105	chr18	89769056	89769615	+	44	NA	exon (Dok6, exon 1 of 8)	-exon (Dok6, exon 1 of 8)	205	Dok6	Dok6	NM_001039173			Dok6			NA
liver_14_5_REP2.mLb.clN_peak_1756	chr19	34696504	34696800	+	44	NA	intron (Slc16a12, intron 1 of 6)	-intron (Slc16a12, intron 1 of 6)	50676	Slc16a12	Slc16a12	NM_172838			Slc16a12			NA
liver_14_5_REP2.mLb.clN_peak_410	chr18	37761365	37761856	+	44	NA	promoter-TSS (Pcdhgb8)	-promoter-TSS (Pcdhgb8)	-191	Pcdhgb8	Pcdhgb8	NR_160734			Pcdhgb8			NA
liver_14_5_REP2.mLb.clN_peak_57	chr18	6081731	6082476	+	44	NA	intron (Arhgap12, intron 3 of 17)	-intron (Arhgap12, intron 3 of 18)	53995	Arhgap12	Arhgap12	NM_001039692			Arhgap12			NA
liver_14_5_REP2.mLb.clN_peak_224	chr18	21200003	21200503	+	44	NA	intron (Garem1, intron 2 of 5)	-intron (Garem1, intron 2 of 5)	99886	Garem1	Garem1	NM_001033445			Garem1			NA
liver_14_5_REP2.mLb.clN_peak_227	chr18	21246931	21247365	+	44	NA	intron (Garem1, intron 1 of 5)	-intron (Garem1, intron 1 of 5)	52991	Garem1	Garem1	NM_001033445			Garem1			NA
liver_14_5_REP2.mLb.clN_peak_473	chr18	39552867	39553256	+	44	NA	Intergenic	Intergenic	-63782	Nr3c1	Nr3c1	NM_001361212			Nr3c1			NA
liver_14_5_REP2.mLb.clN_peak_586	chr18	55548535	55549150	+	44	NA	Intergenic	Intergenic	-558662	Zfp608	Zfp608	NM_001360787			Zfp608			NA
liver_14_5_REP2.mLb.clN_peak_520	chr18	46650643	46650939	+	44	NA	Intergenic	Intergenic	53087	Eif1a	Eif1a	NM_001374654			Eif1a			NA
liver_14_5_REP2.mLb.clN_peak_863	chr18	73595441	73595703	+	44	NA	Intergenic	Intergenic	22867	Mex3c	Mex3c	NM_001039214			Mex3c			NA
liver_14_5_REP2.mLb.clN_peak_65	chr18	6531278	6531578	+	44	NA	Intergenic	Intergenic	-40571	Epc1	Epc1	NM_027497			Epc1			NA
liver_14_5_REP2.mLb.clN_peak_171	chr18	13911565	13911848	+	44	NA	intron (Zfp521, intron 3 of 7)	-intron (Zfp521, intron 3 of 7)	61027	Zfp521	Zfp521	NM_001360804			Zfp521			NA
liver_14_5_REP2.mLb.clN_peak_409	chr18	37751565	37751831	+	44	NA	promoter-TSS (Pcdhgb7)	-promoter-TSS (Pcdhgb7)	79	Pcdhgb7	Pcdhgb7	NM_033579			Pcdhgb7			NA
liver_14_5_REP2.mLb.clN_peak_1101	chr18	89118308	89118679	+	44	NA	intron (Rttn, intron 45 of 48)	-intron (Rttn, intron 45 of 48)	-78934	Cd226	Cd226	NM_001039149			Cd226			NA
liver_14_5_REP2.mLb.clN_peak_2238	chr19	57762639	57763033	+	44	NA	intron (Atrnl1, intron 24 of 28)	-intron (Atrnl1, intron 24 of 28)	151802	Atrnl1	Atrnl1	NM_181415			Atrnl1			NA
liver_14_5_REP2.mLb.clN_peak_167	chr18	13196502	13196817	+	44	NA	Intergenic	Intergenic	189669	Hrh4	Hrh4	NM_153087			Hrh4			NA
liver_14_5_REP2.mLb.clN_peak_1501	chr19	14424345	14424752	+	44	NA	intron (Gm8630, intron 2 of 5)	-intron (Gm8630, intron 2 of 5)	11402	Gm8630	Gm8630	NR_152176			Gm8630			NA
liver_14_5_REP2.mLb.clN_peak_771	chr18	66519932	66520386	+	44	NA	Intergenic	Intergenic	15981	Gm9926	Gm9926	NR_040528			Gm9926			NA
liver_14_5_REP2.mLb.clN_peak_570	chr18	54482454	54482746	+	44	NA	Intergenic	Intergenic	60305	Redrum	Redrum	NR_040338			Redrum			NA
liver_14_5_REP2.mLb.clN_peak_1488	chr19	12463878	12464310	+	44	NA	exon (Mpeg1, exon 2 of 2)	-exon (Mpeg1, exon 2 of 2)	3324	Mpeg1	Mpeg1	NM_001374668			Mpeg1			NA
liver_14_5_REP2.mLb.clN_peak_269	chr18	24466875	24467266	+	43	NA	Intergenic	Intergenic	-3801	2700062C07Rik	2700062C07Rik	NM_026529			2700062C07Rik			NA
liver_14_5_REP2.mLb.clN_peak_2299	chr19	60946061	60947163	+	43	NA	intron (Grk5, intron 1 of 15)	-intron (Grk5, intron 1 of 15)	56863	Grk5	Grk5	NM_018869			Grk5			NA
liver_14_5_REP2.mLb.clN_peak_1104	chr18	89608226	89608927	+	43	NA	intron (Dok6, intron 1 of 7)	-intron (Dok6, intron 1 of 7)	160964	Dok6	Dok6	NM_001039173			Dok6			NA
liver_14_5_REP2.mLb.clN_peak_1048	chr18	82849072	82849619	+	43	NA	Intergenic	Intergenic	-6552	4930445N18Rik	4930445N18Rik	NR_125720			4930445N18Rik			NA
liver_14_5_REP2.mLb.clN_peak_2245	chr19	58021813	58022177	+	43	NA	intron (Atrnl1, intron 27 of 28)	-intron (Atrnl1, intron 27 of 28)	-29172	Mir5623	Mir5623	NR_049196			Mir5623			NA
liver_14_5_REP2.mLb.clN_peak_1431	chr19	10277561	10277982	+	43	NA	intron (Dagla, intron 1 of 19)	-intron (Dagla, intron 1 of 19)	27106	Dagla	Dagla	NM_198114			Dagla			NA
liver_14_5_REP2.mLb.clN_peak_20	chr18	4644542	4644890	+	43	NA	intron (Jcad, intron 1 of 3)	-intron (Jcad, intron 1 of 3)	9787	Jcad	Jcad	NM_001081963			Jcad			NA
liver_14_5_REP2.mLb.clN_peak_1043	chr18	82764440	82765440	+	42	NA	Intergenic	Intergenic	-5901	2210420H20Rik	2210420H20Rik	NR_045389			2210420H20Rik			NA
liver_14_5_REP2.mLb.clN_peak_2190	chr19	55700416	55701548	+	42	NA	intron (4930552P12Rik, intron 1 of 3)	-intron (4930552P12Rik, intron 1 of 3)	1222	4930552P12Rik	4930552P12Rik	NR_045318			4930552P12Rik			NA
liver_14_5_REP2.mLb.clN_peak_494	chr18	44393224	44393690	+	42	NA	intron (Dcp2, intron 1 of 10)	-intron (Dcp2, intron 1 of 10)	12957	Dcp2	Dcp2	NM_027490			Dcp2			NA
liver_14_5_REP2.mLb.clN_peak_1393	chr19	8990274	8990568	+	42	NA	intron (Ahnak, intron 1 of 6)	-intron (Ahnak, intron 1 of 5)	1137	Ahnak	Ahnak	NM_001039959			Ahnak			NA
liver_14_5_REP2.mLb.clN_peak_2100	chr19	47934439	47934822	+	42	NA	Intergenic	Intergenic	-3082	Cfap58	Cfap58	NM_001163267			Cfap58			NA
liver_14_5_REP2.mLb.clN_peak_396	chr18	36527748	36528056	+	42	NA	promoter-TSS (Slc4a9)	-promoter-TSS (Slc4a9)	-250	Slc4a9	Slc4a9	NM_001271547			Slc4a9			NA
liver_14_5_REP2.mLb.clN_peak_2169	chr19	55192485	55193125	+	42	NA	TTS (Mir6715)	-TTS (Mir6715)	127	Mir6715	Mir6715	NR_106146			Mir6715			NA
liver_14_5_REP2.mLb.clN_peak_989	chr18	80295845	80296119	+	41	NA	exon (Kcng2, exon 4 of 4)	-exon (Kcng2, exon 4 of 4)	39676	Slc66a2	Slc66a2	NM_025861			Slc66a2			NA
liver_14_5_REP2.mLb.clN_peak_27	chr18	5020230	5020632	+	41	NA	Intergenic	Intergenic	-26158	Svil	Svil	NM_153153			Svil			NA
liver_14_5_REP2.mLb.clN_peak_1334	chr19	7197428	7197798	+	40	NA	TTS (Otub1)	-TTS (Otub1)	8671	Otub1	Otub1	NM_134150			Otub1			NA
liver_14_5_REP2.mLb.clN_peak_160	chr18	12869150	12869580	+	40	NA	intron (Osbpl1a, intron 15 of 27)	-intron (Osbpl1a, intron 2 of 14)	-49458	Osbpl1a	Osbpl1a	NR_045524			Osbpl1a			NA
liver_14_5_REP2.mLb.clN_peak_1303	chr19	6373759	6374582	+	40	NA	exon (Sf1, exon 10 of 13)	-exon (Sf1, exon 10 of 13)	-10238	Pygm	Pygm	NM_011224			Pygm			NA
liver_14_5_REP2.mLb.clN_peak_2247	chr19	58060663	58061112	+	40	NA	intron (Atrnl1, intron 28 of 28)	-intron (Atrnl1, intron 28 of 28)	9720	Mir5623	Mir5623	NR_049196			Mir5623			NA
liver_14_5_REP2.mLb.clN_peak_1026	chr18	82560675	82560948	+	40	NA	intron (Mbp, intron 4 of 6)	-intron (Mbp, intron 1 of 6)	85688	Mbp	Mbp	NM_001025245			Mbp			NA
liver_14_5_REP2.mLb.clN_peak_1653	chr19	29112574	29112861	+	39	NA	intron (Rcl1, intron 1 of 8)	-intron (Rcl1, intron 1 of 8)	11342	Rcl1	Rcl1	NM_021525			Rcl1			NA
liver_14_5_REP2.mLb.clN_peak_2098	chr19	47910108	47910664	+	39	NA	intron (Itprip, intron 1 of 1)	-intron (Itprip, intron 1 of 1)	8937	Itprip	Itprip	NM_001001738			Itprip			NA
liver_14_5_REP2.mLb.clN_peak_197	chr18	20552825	20553308	+	39	NA	Intergenic	Intergenic	-5008	Dsg2	Dsg2	NM_007883			Dsg2			NA
liver_14_5_REP2.mLb.clN_peak_915	chr18	75695288	75695568	+	39	NA	intron (Ctif, intron 1 of 11)	-intron (Ctif, intron 1 of 11)	2268	Ctif	Ctif	NM_201354			Ctif			NA
liver_14_5_REP2.mLb.clN_peak_1304	chr19	6389799	6390125	+	39	NA	intron (Pygm, intron 11 of 19)	-intron (Pygm, intron 11 of 19)	5554	Pygm	Pygm	NM_011224			Pygm			NA
liver_14_5_REP2.mLb.clN_peak_1348	chr19	7436248	7436531	+	38	NA	intron (Rtn3, intron 1 of 6)	-intron (Rtn3, intron 2 of 7)	13816	Mir6991	Mir6991	NR_105957			Mir6991			NA
liver_14_5_REP2.mLb.clN_peak_1524	chr19	16737626	16737931	+	38	NA	intron (Vps13a, intron 17 of 71)	-intron (Vps13a, intron 17 of 71)	43155	Vps13a	Vps13a	NM_173028			Vps13a			NA
liver_14_5_REP2.mLb.clN_peak_1596	chr19	24155588	24155907	+	38	NA	intron (Tjp2, intron 1 of 22)	-intron (Tjp2, intron 1 of 22)	69381	Tjp2	Tjp2	NM_001376368			Tjp2			NA
liver_14_5_REP2.mLb.clN_peak_1433	chr19	10304503	10304988	+	38	NA	intron (Dagla, intron 1 of 19)	-intron (Dagla, intron 1 of 19)	132	Dagla	Dagla	NM_198114			Dagla			NA
liver_14_5_REP2.mLb.clN_peak_457	chr18	39044802	39045122	+	38	NA	intron (Arhgap26, intron 1 of 22)	-intron (Arhgap26, intron 1 of 21)	51817	Arhgap26	Arhgap26	NM_001374831			Arhgap26			NA
liver_14_5_REP2.mLb.clN_peak_489	chr18	43360270	43360542	+	38	NA	intron (Dpysl3, intron 3 of 13)	-intron (Dpysl3, intron 3 of 13)	32971	Dpysl3	Dpysl3	NM_009468			Dpysl3			NA
liver_14_5_REP2.mLb.clN_peak_709	chr18	63864047	63864534	+	38	NA	intron (Wdr7, intron 19 of 26)	-intron (Wdr7, intron 20 of 27)	155595	Wdr7	Wdr7	NM_001014981			Wdr7			NA
liver_14_5_REP2.mLb.clN_peak_1978	chr19	45486788	45487141	+	38	NA	intron (Btrc, intron 4 of 13)	-intron (Btrc, intron 4 of 14)	73600	Poll	Poll	NM_001330506			Poll			NA
liver_14_5_REP2.mLb.clN_peak_772	chr18	66721242	66721579	+	38	NA	Intergenic	Intergenic	139077	Mc4r	Mc4r	NM_016977			Mc4r			NA
liver_14_5_REP2.mLb.clN_peak_1822	chr19	37993535	37993974	+	38	NA	intron (Myof, intron 5 of 53)	-intron (Myof, intron 5 of 52)	49823	Myof	Myof	NM_001099634			Myof			NA
liver_14_5_REP2.mLb.clN_peak_2213	chr19	56577877	56578195	+	38	NA	intron (Nhlrc2, intron 5 of 10)	-intron (Nhlrc2, intron 5 of 10)	29775	Nhlrc2	Nhlrc2	NM_025811			Nhlrc2			NA
liver_14_5_REP2.mLb.clN_peak_762	chr18	66076602	66077194	+	38	NA	intron (Ccbe1, intron 5 of 10)	-intron (Ccbe1, intron 5 of 10)	-74263	Lman1	Lman1	NM_027400			Lman1			NA
liver_14_5_REP2.mLb.clN_peak_1808	chr19	37442694	37442958	+	38	NA	Intergenic	Intergenic	7985	Hhex	Hhex	NM_008245			Hhex			NA
liver_14_5_REP2.mLb.clN_peak_353	chr18	35094118	35094434	+	38	NA	Intergenic	Intergenic	-24636	Ctnna1	Ctnna1	NM_009818			Ctnna1			NA
liver_14_5_REP2.mLb.clN_peak_1522	chr19	16529174	16529534	+	38	NA	intron (Gna14, intron 1 of 6)	-intron (Gna14, intron 1 of 6)	93687	Gna14	Gna14	NM_008137			Gna14			NA
liver_14_5_REP2.mLb.clN_peak_934	chr18	77565385	77565664	+	38	NA	promoter-TSS (Rnf165)	-promoter-TSS (Rnf165)	-388	Rnf165	Rnf165	NM_001164504			Rnf165			NA
liver_14_5_REP2.mLb.clN_peak_2256	chr19	58965275	58966150	+	38	NA	intron (Eno4, intron 11 of 13)	-intron (Eno4, intron 11 of 13)	22287	Eno4	Eno4	NM_178689			Eno4			NA
liver_14_5_REP2.mLb.clN_peak_598	chr18	56840327	56840704	+	38	NA	intron (Marchf3, intron 1 of 4)	-intron (Marchf3, intron 1 of 4)	85000	Marchf3	Marchf3	NM_001374227			Marchf3			NA
liver_14_5_REP2.mLb.clN_peak_1937	chr19	43884831	43885140	+	38	NA	intron (Dnmbp, intron 4 of 15)	-intron (Dnmbp, intron 4 of 15)	46182	Gm10768	Gm10768	NR_033472			Gm10768			NA
liver_14_5_REP2.mLb.clN_peak_451	chr18	38906411	38906693	+	38	NA	intron (Gm5820, intron 3 of 4)	-intron (Gm5820, intron 3 of 4)	12147	Fgf1	Fgf1	NM_010197			Fgf1			NA
liver_14_5_REP2.mLb.clN_peak_30	chr18	5133938	5134482	+	38	NA	Intergenic	Intergenic	31521	Gm26682	Gm26682	NR_153824			Gm26682			NA
liver_14_5_REP2.mLb.clN_peak_1920	chr19	42795043	42795483	+	38	NA	intron (Hpse2, intron 11 of 11)	-intron (Hpse2, intron 11 of 11)	-15285	Hps1	Hps1	NM_001346703			Hps1			NA
liver_14_5_REP2.mLb.clN_peak_141	chr18	12182306	12182582	+	38	NA	intron (Rmc1, intron 10 of 19)	-intron (Rmc1, intron 10 of 19)	13714	Rmc1	Rmc1	NM_029623			Rmc1			NA
liver_14_5_REP2.mLb.clN_peak_88	chr18	8719872	8720217	+	38	NA	Intergenic	Intergenic	-492812	Fzd8	Fzd8	NM_008058			Fzd8			NA
liver_14_5_REP2.mLb.clN_peak_2254	chr19	58911128	58911611	+	38	NA	TTS (Mir3086)	-TTS (Mir3086)	390	Mir3086	Mir3086	NR_037247			Mir3086			NA
liver_14_5_REP2.mLb.clN_peak_319	chr18	34118152	34118619	+	38	NA	Intergenic	Intergenic	-102599	Apc	Apc	NM_001360980			Apc			NA
liver_14_5_REP2.mLb.clN_peak_501	chr18	44661951	44662429	+	38	NA	promoter-TSS (Mcc)	-promoter-TSS (Mcc)	76	Mcc	Mcc	NM_001085373			Mcc			NA
liver_14_5_REP2.mLb.clN_peak_828	chr18	68440671	68441197	+	38	NA	Intergenic	Intergenic	-11614	Mc2r	Mc2r	NM_008560			Mc2r			NA
liver_14_5_REP2.mLb.clN_peak_681	chr18	61976568	61976948	+	38	NA	intron (Sh3tc2, intron 7 of 16)	-intron (Sh3tc2, intron 7 of 16)	23683	Sh3tc2	Sh3tc2	NM_172628			Sh3tc2			NA
liver_14_5_REP2.mLb.clN_peak_1089	chr18	85089786	85090049	+	38	NA	Intergenic	Intergenic	-138393	Timm21	Timm21	NR_160856			Timm21			NA
liver_14_5_REP2.mLb.clN_peak_1177	chr19	4497638	4497960	+	37	NA	intron (2010003K11Rik, intron 1 of 1)	-intron (2010003K11Rik, intron 1 of 1)	784	2010003K11Rik	2010003K11Rik	NM_027237			2010003K11Rik			NA
liver_14_5_REP2.mLb.clN_peak_597	chr18	56796284	56796623	+	37	NA	intron (Marchf3, intron 3 of 4)	-intron (Marchf3, intron 3 of 4)	88640	Lmnb1	Lmnb1	NM_010721			Lmnb1			NA
liver_14_5_REP2.mLb.clN_peak_420	chr18	37928455	37928761	+	37	NA	intron (Diaph1, intron 1 of 28)	-intron (Diaph1, intron 1 of 27)	6868	Diaph1	Diaph1	NM_007858			Diaph1			NA
liver_14_5_REP2.mLb.clN_peak_1881	chr19	41597434	41597697	+	37	NA	Intergenic	Intergenic	8914	Mir8091	Mir8091	NR_106166			Mir8091			NA
liver_14_5_REP2.mLb.clN_peak_243	chr18	23868261	23868565	+	37	NA	intron (Mapre2, intron 4 of 6)	-intron (Mapre2, intron 5 of 7)	64443	Mapre2	Mapre2	NM_153058			Mapre2			NA
liver_14_5_REP2.mLb.clN_peak_1548	chr19	18650196	18650686	+	37	NA	intron (Nmrk1, intron 8 of 8)	-intron (Nmrk1, intron 8 of 8)	18425	Nmrk1	Nmrk1	NM_145497			Nmrk1			NA
liver_14_5_REP2.mLb.clN_peak_1064	chr18	84276729	84277182	+	36	NA	intron (Zfp407, intron 8 of 8)	-intron (Zfp407, intron 8 of 8)	188797	Zadh2	Zadh2	NM_146090			Zadh2			NA
liver_14_5_REP2.mLb.clN_peak_1085	chr18	84916188	84916471	+	36	NA	Intergenic	Intergenic	-18696	Fbxo15	Fbxo15	NM_001367965			Fbxo15			NA
liver_14_5_REP2.mLb.clN_peak_2251	chr19	58396527	58396891	+	36	NA	intron (Gfra1, intron 4 of 11)	-intron (Gfra1, intron 4 of 9)	58689	Gfra1	Gfra1	NM_001285457			Gfra1			NA
liver_14_5_REP2.mLb.clN_peak_1080	chr18	84872066	84872379	+	36	NA	intron (Cyb5a, intron 2 of 4)	-intron (Cyb5a, intron 2 of 5)	20884	Cyb5a	Cyb5a	NM_001348159			Cyb5a			NA
liver_14_5_REP2.mLb.clN_peak_996	chr18	80454764	80455102	+	36	NA	intron (Ctdp1, intron 5 of 12)	-intron (Ctdp1, intron 5 of 12)	14759	Ctdp1	Ctdp1	NM_026295			Ctdp1			NA
liver_14_5_REP2.mLb.clN_peak_997	chr18	80527734	80528368	+	36	NA	Intergenic	Intergenic	16495	Gm2176	Gm2176	NR_028424			Gm2176			NA
liver_14_5_REP2.mLb.clN_peak_424	chr18	37984441	37984724	+	36	NA	intron (Arap3, intron 18 of 32)	-intron (Arap3, intron 18 of 32)	6363	Mir6980	Mir6980	NR_105946			Mir6980			NA
liver_14_5_REP2.mLb.clN_peak_1347	chr19	7423111	7423632	+	36	NA	TTS (Mir6991)	-TTS (Mir6991)	798	Mir6991	Mir6991	NR_105957			Mir6991			NA
liver_14_5_REP2.mLb.clN_peak_324	chr18	34348528	34349100	+	36	NA	intron (Reep5, intron 4 of 4)	-intron (Reep5, intron 4 of 4)	17669	Srp19	Srp19	NM_025527			Srp19			NA
liver_14_5_REP2.mLb.clN_peak_512	chr18	46497360	46497631	+	35	NA	Intergenic	Intergenic	28476	Fem1c	Fem1c	NM_173423			Fem1c			NA
liver_14_5_REP2.mLb.clN_peak_109	chr18	10348338	10348806	+	35	NA	intron (Greb1l, intron 1 of 32)	-intron (Greb1l, intron 1 of 32)	23393	Greb1l	Greb1l	NM_001083628			Greb1l			NA
liver_14_5_REP2.mLb.clN_peak_1482	chr19	11995923	11996313	+	35	NA	Intergenic	Intergenic	30274	Osbp	Osbp	NM_001033174			Osbp			NA
liver_14_5_REP2.mLb.clN_peak_1662	chr19	29267443	29267726	+	35	NA	intron (Jak2, intron 3 of 24)	-intron (Jak2, intron 2 of 23)	15781	Jak2	Jak2	NM_001048177			Jak2			NA
liver_14_5_REP2.mLb.clN_peak_877	chr18	74017219	74017874	+	35	NA	promoter-TSS (D730045A05Rik)	-promoter-TSS (D730045A05Rik)	-361	D730045A05Rik	D730045A05Rik	NR_045390			D730045A05Rik			NA
liver_14_5_REP2.mLb.clN_peak_1094	chr18	88869747	88870466	+	35	NA	exon (Socs6, exon 3 of 3)	-exon (Socs6, exon 3 of 3)	24101	Socs6	Socs6	NM_018821			Socs6			NA
liver_14_5_REP2.mLb.clN_peak_1349	chr19	7441188	7441670	+	35	NA	intron (Rtn3, intron 1 of 6)	-intron (Rtn3, intron 2 of 7)	18856	Mir6991	Mir6991	NR_105957			Mir6991			NA
liver_14_5_REP2.mLb.clN_peak_515	chr18	46515932	46516210	+	35	NA	intron (Fem1c, intron 2 of 2)	-intron (Fem1c, intron 2 of 2)	9900	Fem1c	Fem1c	NM_173423			Fem1c			NA
liver_14_5_REP2.mLb.clN_peak_2005	chr19	46042205	46042508	+	35	NA	intron (Ldb1, intron 1 of 10)	-intron (Ldb1, intron 1 of 10)	-2735	Ldb1	Ldb1	NM_001360336			Ldb1			NA
liver_14_5_REP2.mLb.clN_peak_1635	chr19	27218664	27219192	+	35	NA	intron (Vldlr, intron 1 of 18)	-intron (Vldlr, intron 1 of 17)	1908	Vldlr	Vldlr	NM_013703			Vldlr			NA
liver_14_5_REP2.mLb.clN_peak_1449	chr19	10671571	10671948	+	35	NA	intron (Pga5, intron 6 of 8)	-intron (Pga5, intron 6 of 8)	6312	Pga5	Pga5	NM_021453			Pga5			NA
liver_14_5_REP2.mLb.clN_peak_896	chr18	75022029	75022438	+	35	NA	intron (Dym, intron 1 of 16)	-intron (Dym, intron 1 of 16)	3469	Dym	Dym	NM_027727			Dym			NA
liver_14_5_REP2.mLb.clN_peak_577	chr18	54828221	54828514	+	35	NA	Intergenic	Intergenic	161813	Zfp608	Zfp608	NM_001360787			Zfp608			NA
liver_14_5_REP2.mLb.clN_peak_1172	chr19	4439199	4439663	+	35	NA	promoter-TSS (Rhod)	-promoter-TSS (Rhod)	12	Rhod	Rhod	NM_007485			Rhod			NA
liver_14_5_REP2.mLb.clN_peak_1969	chr19	45002447	45002726	+	35	NA	exon (Sema4g, exon 15 of 15)	-exon (Sema4g, exon 15 of 15)	3856	Mrpl43	Mrpl43	NM_053164			Mrpl43			NA
liver_14_5_REP2.mLb.clN_peak_1183	chr19	4603961	4604596	+	34	NA	intron (Pcx, intron 7 of 19)	-intron (Pcx, intron 8 of 20)	9959	Pcx	Pcx	NM_001162946			Pcx			NA
liver_14_5_REP2.mLb.clN_peak_1072	chr18	84730310	84730574	+	34	NA	exon (Dipk1c, exon 3 of 5)	-exon (Dipk1c, exon 3 of 5)	10298	Dipk1c	Dipk1c	NM_173770			Dipk1c			NA
liver_14_5_REP2.mLb.clN_peak_1940	chr19	43959307	43959643	+	34	NA	intron (Cpn1, intron 8 of 8)	-intron (Cpn1, intron 8 of 8)	-19277	Dnmbp	Dnmbp	NM_028029			Dnmbp			NA
liver_14_5_REP2.mLb.clN_peak_909	chr18	75405135	75405420	+	34	NA	Intergenic	Intergenic	37912	Smad7	Smad7	NM_001042660			Smad7			NA
liver_14_5_REP2.mLb.clN_peak_1607	chr19	24526932	24527491	+	34	NA	intron (Pip5k1b, intron 1 of 14)	-intron (Pip5k1b, intron 1 of 14)	28661	Pip5k1b	Pip5k1b	NM_008846			Pip5k1b			NA
liver_14_5_REP2.mLb.clN_peak_1642	chr19	27904505	27904812	+	34	NA	intron (Rfx3, intron 1 of 16)	-intron (Rfx3, intron 3 of 18)	106508	Rfx3	Rfx3	NM_001360358			Rfx3			NA
liver_14_5_REP2.mLb.clN_peak_267	chr18	24290061	24290337	+	34	NA	Intergenic	Intergenic	-49167	Gm38410	Gm38410	NR_152129			Gm38410			NA
liver_14_5_REP2.mLb.clN_peak_2041	chr19	46658104	46658632	+	34	NA	TTS (Wbp1l)	-TTS (Wbp1l)	14632	Cyp17a1	Cyp17a1	NM_007809			Cyp17a1			NA
liver_14_5_REP2.mLb.clN_peak_1998	chr19	45812292	45812749	+	33	NA	promoter-TSS (Kcnip2)	-promoter-TSS (Kcnip2)	3543	Kcnip2	Kcnip2	NM_030716			Kcnip2			NA
liver_14_5_REP2.mLb.clN_peak_873	chr18	73935294	73935602	+	33	NA	intron (Mapk4, intron 3 of 5)	-intron (Mapk4, intron 2 of 4)	76063	Mro	Mro	NM_001305882			Mro			NA
liver_14_5_REP2.mLb.clN_peak_769	chr18	66470904	66471529	+	33	NA	Intergenic	Intergenic	12612	Pmaip1	Pmaip1	NM_021451			Pmaip1			NA
liver_14_5_REP2.mLb.clN_peak_1705	chr19	32186691	32187509	+	33	NA	intron (Sgms1, intron 5 of 9)	-intron (Sgms1, intron 5 of 9)	-83960	Asah2	Asah2	NM_018830			Asah2			NA
liver_14_5_REP2.mLb.clN_peak_558	chr18	53160971	53161888	+	33	NA	Intergenic	Intergenic	-14863	Snx2	Snx2	NM_026386			Snx2			NA
