PeakID (cmd=annotatePeaks.pl kidney_15_5_REP2.mLb.clN_peaks.narrowPeak mm10_reduced_chr18_chr19.fa -gid -gtf mm10.reduced.refGene.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
kidney_15_5_REP2.mLb.clN_peak_542	chr18	34070171	34070541	+	29	NA	Intergenic	Intergenic	-63150	Epb41l4a	Epb41l4a	NM_013512			Epb41l4a			NA
kidney_15_5_REP2.mLb.clN_peak_1978	chr19	6268267	6268602	+	29	NA	Intergenic	Intergenic	3590	Mir192	Mir192	NR_029720			Mir192			NA
kidney_15_5_REP2.mLb.clN_peak_2861	chr19	44726192	44726712	+	29	NA	Intergenic	Intergenic	-30454	Pax2	Pax2	NM_001368747			Pax2			NA
kidney_15_5_REP2.mLb.clN_peak_1679	chr18	82526274	82526545	+	29	NA	intron (Mbp, intron 3 of 6)	-intron (Mbp, intron 3 of 3)	51286	Mbp	Mbp	NM_001025245			Mbp			NA
kidney_15_5_REP2.mLb.clN_peak_1963	chr19	5956585	5956928	+	29	NA	intron (Pola2, intron 4 of 17)	-intron (Pola2, intron 4 of 17)	7450	Pola2	Pola2	NM_008893			Pola2			NA
kidney_15_5_REP2.mLb.clN_peak_1566	chr18	77501486	77501813	+	29	NA	intron (Rnf165, intron 1 of 7)	-intron (Rnf165, intron 1 of 7)	63487	Rnf165	Rnf165	NM_001164504			Rnf165			NA
kidney_15_5_REP2.mLb.clN_peak_1298	chr18	67343472	67343928	+	29	NA	exon (Cidea, exon 1 of 5)	-exon (Cidea, exon 1 of 5)	136	Cidea	Cidea	NM_007702			Cidea			NA
kidney_15_5_REP2.mLb.clN_peak_3076	chr19	53576903	53577322	+	29	NA	Intergenic	Intergenic	-23284	Smc3	Smc3	NM_007790			Smc3			NA
kidney_15_5_REP2.mLb.clN_peak_2343	chr19	21737602	21738030	+	29	NA	Intergenic	Intergenic	-40524	Cemip2	Cemip2	NM_031997			Cemip2			NA
kidney_15_5_REP2.mLb.clN_peak_2133	chr19	10326593	10326863	+	29	NA	Intergenic	Intergenic	-21851	Dagla	Dagla	NM_198114			Dagla			NA
kidney_15_5_REP2.mLb.clN_peak_1962	chr19	5955834	5956202	+	29	NA	exon (Pola2, exon 5 of 18)	-exon (Pola2, exon 5 of 18)	8188	Pola2	Pola2	NM_008893			Pola2			NA
kidney_15_5_REP2.mLb.clN_peak_241	chr18	14941377	14941781	+	29	NA	Intergenic	Intergenic	-47416	4933424G05Rik	4933424G05Rik	NR_045372			4933424G05Rik			NA
kidney_15_5_REP2.mLb.clN_peak_2810	chr19	43695392	43695871	+	29	NA	intron (Entpd7, intron 3 of 12)	-intron (Entpd7, intron 3 of 12)	5942	Entpd7	Entpd7	NM_053103			Entpd7			NA
kidney_15_5_REP2.mLb.clN_peak_1265	chr18	66075524	66075804	+	29	NA	intron (Ccbe1, intron 6 of 10)	-intron (Ccbe1, intron 6 of 10)	-73029	Lman1	Lman1	NM_027400			Lman1			NA
kidney_15_5_REP2.mLb.clN_peak_2253	chr19	16447707	16448139	+	29	NA	intron (Gna14, intron 1 of 6)	-intron (Gna14, intron 1 of 6)	12256	Gna14	Gna14	NM_008137			Gna14			NA
kidney_15_5_REP2.mLb.clN_peak_1029	chr18	56886218	56886660	+	29	NA	intron (Marchf3, intron 1 of 4)	-intron (Marchf3, intron 1 of 4)	39076	Marchf3	Marchf3	NM_001374227			Marchf3			NA
kidney_15_5_REP2.mLb.clN_peak_594	chr18	35554225	35554502	+	28	NA	promoter-TSS (Mir1949)	-promoter-TSS (Mir1949)	-204	Mir1949	Mir1949	NR_035472			Mir1949			NA
kidney_15_5_REP2.mLb.clN_peak_104	chr18	7614212	7614564	+	28	NA	intron (Mpp7, intron 1 of 12)	-intron (Mpp7, intron 1 of 16)	-6234	Mpp7	Mpp7	NM_001081287			Mpp7			NA
kidney_15_5_REP2.mLb.clN_peak_137	chr18	9732545	9732808	+	28	NA	intron (Colec12, intron 2 of 9)	-intron (Colec12, intron 2 of 9)	25028	Colec12	Colec12	NM_130449			Colec12			NA
kidney_15_5_REP2.mLb.clN_peak_55	chr18	5091005	5091414	+	28	NA	intron (Svil, intron 19 of 34)	-intron (Svil, intron 15 of 30)	44620	Svil	Svil	NM_153153			Svil			NA
kidney_15_5_REP2.mLb.clN_peak_1540	chr18	76332941	76333200	+	28	NA	Intergenic	Intergenic	91369	Smad2	Smad2	NM_001252481			Smad2			NA
kidney_15_5_REP2.mLb.clN_peak_1232	chr18	65144025	65144397	+	28	NA	intron (Nedd4l, intron 5 of 29)	-intron (Nedd4l, intron 6 of 30)	-104650	Mir122	Mir122	NR_029600			Mir122			NA
kidney_15_5_REP2.mLb.clN_peak_2870	chr19	44825973	44826212	+	28	NA	intron (Pax2, intron 7 of 9)	-intron (Pax2, intron 9 of 11)	9846	1700039E22Rik	1700039E22Rik	NR_045315			1700039E22Rik			NA
kidney_15_5_REP2.mLb.clN_peak_1808	chr19	3433117	3433452	+	28	NA	Intergenic	Intergenic	-18740	Gal	Gal	NM_010253			Gal			NA
kidney_15_5_REP2.mLb.clN_peak_424	chr18	25590414	25590887	+	28	NA	intron (Celf4, intron 2 of 13)	-intron (Celf4, intron 2 of 12)	163507	Celf4	Celf4	NM_001362278			Celf4			NA
kidney_15_5_REP2.mLb.clN_peak_2550	chr19	30539421	30539762	+	28	NA	exon (Ppp1r2-ps3, exon 1 of 1)	-exon (Ppp1r2-ps3, exon 1 of 1)	127	Ppp1r2-ps3	Ppp1r2-ps3	NR_003650			Ppp1r2-ps3			NA
kidney_15_5_REP2.mLb.clN_peak_2679	chr19	37687119	37687349	+	28	NA	exon (Cyp26c1, exon 3 of 6)	-exon (Cyp26c1, exon 3 of 6)	1554	Cyp26c1	Cyp26c1	NM_001105201			Cyp26c1			NA
kidney_15_5_REP2.mLb.clN_peak_567	chr18	34721413	34721698	+	28	NA	Intergenic	Intergenic	-1168	Gfra3	Gfra3	NM_010280			Gfra3			NA
kidney_15_5_REP2.mLb.clN_peak_2001	chr19	6543141	6543658	+	28	NA	promoter-TSS (Slc22a12)	-promoter-TSS (Slc22a12)	-329	Slc22a12	Slc22a12	NM_009203			Slc22a12			NA
kidney_15_5_REP2.mLb.clN_peak_1392	chr18	70652978	70653385	+	28	NA	Intergenic	Intergenic	84889	Mbd2	Mbd2	NM_001311071			Mbd2			NA
kidney_15_5_REP2.mLb.clN_peak_2714	chr19	38704537	38704934	+	28	NA	intron (Plce1, intron 5 of 31)	-intron (Plce1, intron 5 of 31)	114502	Noc3l	Noc3l	NM_021315			Noc3l			NA
kidney_15_5_REP2.mLb.clN_peak_2474	chr19	26977848	26978201	+	28	NA	Intergenic	Intergenic	92099	Gm815	Gm815	NM_001033407			Gm815			NA
kidney_15_5_REP2.mLb.clN_peak_1202	chr18	63859835	63860112	+	28	NA	intron (Wdr7, intron 19 of 26)	-intron (Wdr7, intron 20 of 27)	151278	Wdr7	Wdr7	NM_001014981			Wdr7			NA
kidney_15_5_REP2.mLb.clN_peak_1723	chr18	83830454	83830878	+	28	NA	Intergenic	Intergenic	255799	Tshz1	Tshz1	NM_001364993			Tshz1			NA
kidney_15_5_REP2.mLb.clN_peak_1709	chr18	83096376	83097025	+	28	NA	Intergenic	Intergenic	-176140	4930592I03Rik	4930592I03Rik	NR_033307			4930592I03Rik			NA
kidney_15_5_REP2.mLb.clN_peak_2860	chr19	44723945	44724312	+	28	NA	Intergenic	Intergenic	-32778	Pax2	Pax2	NM_001368747			Pax2			NA
kidney_15_5_REP2.mLb.clN_peak_1317	chr18	67890264	67890631	+	28	NA	Intergenic	Intergenic	-42726	Ldlrad4	Ldlrad4	NM_172631			Ldlrad4			NA
kidney_15_5_REP2.mLb.clN_peak_2469	chr19	26858478	26859000	+	28	NA	Intergenic	Intergenic	-27186	Gm815	Gm815	NM_001033407			Gm815			NA
kidney_15_5_REP2.mLb.clN_peak_2968	chr19	47259508	47260015	+	28	NA	TTS (Neurl1a)	-TTS (Neurl1a)	13828	Mir6995	Mir6995	NR_105961			Mir6995			NA
kidney_15_5_REP2.mLb.clN_peak_995	chr18	54985636	54986010	+	28	NA	intron (Zfp608, intron 2 of 9)	-intron (Zfp608, intron 2 of 8)	4357	Zfp608	Zfp608	NM_001360787			Zfp608			NA
kidney_15_5_REP2.mLb.clN_peak_1528	chr18	76058640	76058926	+	28	NA	promoter-TSS (Zbtb7c)	-promoter-TSS (Zbtb7c)	39688	2900057B20Rik	2900057B20Rik	NR_045365			2900057B20Rik			NA
kidney_15_5_REP2.mLb.clN_peak_1899	chr19	5094389	5095009	+	28	NA	intron (Cnih2, intron 2 of 5)	-intron (Cnih2, intron 2 of 5)	3822	Cnih2	Cnih2	NM_009920			Cnih2			NA
kidney_15_5_REP2.mLb.clN_peak_1727	chr18	83955096	83955436	+	28	NA	Intergenic	Intergenic	131199	Tshz1	Tshz1	NM_001364993			Tshz1			NA
kidney_15_5_REP2.mLb.clN_peak_1238	chr18	65272808	65273311	+	28	NA	intron (Alpk2, intron 12 of 12)	-intron (Alpk2, intron 12 of 12)	-24138	Mir122b	Mir122b	NR_162794			Mir122b			NA
kidney_15_5_REP2.mLb.clN_peak_1130	chr18	61257044	61257341	+	28	NA	exon (Pde6a, exon 12 of 22)	-exon (Pde6a, exon 12 of 22)	36718	Pde6a	Pde6a	NM_146086			Pde6a			NA
kidney_15_5_REP2.mLb.clN_peak_1253	chr18	65679896	65680249	+	28	NA	intron (Zfp532, intron 7 of 9)	-intron (Zfp532, intron 6 of 8)	-18196	Oacyl	Oacyl	NM_177028			Oacyl			NA
kidney_15_5_REP2.mLb.clN_peak_2413	chr19	24673486	24674082	+	28	NA	promoter-TSS (Tmem252)	-promoter-TSS (Tmem252)	-224	Tmem252	Tmem252	NM_183160			Tmem252			NA
kidney_15_5_REP2.mLb.clN_peak_1231	chr18	65134981	65135225	+	28	NA	intron (Nedd4l, intron 4 of 29)	-intron (Nedd4l, intron 5 of 30)	111576	Nedd4l	Nedd4l	NM_031881			Nedd4l			NA
kidney_15_5_REP2.mLb.clN_peak_884	chr18	48242622	48242914	+	27	NA	Intergenic	Intergenic	197433	Eno1b	Eno1b	NM_001025388			Eno1b			NA
kidney_15_5_REP2.mLb.clN_peak_2045	chr19	7358504	7358731	+	27	NA	intron (Spindoc, intron 5 of 5)	-intron (Spindoc, intron 5 of 5)	-16757	Mark2	Mark2	NM_001080388			Mark2			NA
kidney_15_5_REP2.mLb.clN_peak_2019	chr19	7030934	7031397	+	27	NA	intron (Stip1, intron 5 of 13)	-intron (Stip1, intron 5 of 13)	8861	Stip1	Stip1	NM_016737			Stip1			NA
kidney_15_5_REP2.mLb.clN_peak_2175	chr19	11743354	11743650	+	27	NA	Intergenic	Intergenic	-4057	Cblif	Cblif	NM_008118			Cblif			NA
kidney_15_5_REP2.mLb.clN_peak_3016	chr19	48779206	48779568	+	27	NA	intron (Sorcs3, intron 20 of 26)	-intron (Sorcs3, intron 20 of 26)	573362	Sorcs3	Sorcs3	NM_025696			Sorcs3			NA
kidney_15_5_REP2.mLb.clN_peak_1747	chr18	84536008	84536326	+	27	NA	intron (Zfp407, intron 3 of 8)	-intron (Zfp407, intron 3 of 8)	53337	Zfp407	Zfp407	NM_001033341			Zfp407			NA
kidney_15_5_REP2.mLb.clN_peak_1067	chr18	58502791	58503092	+	27	NA	Intergenic	Intergenic	-53299	Slc27a6	Slc27a6	NM_001081072			Slc27a6			NA
kidney_15_5_REP2.mLb.clN_peak_2836	chr19	44378142	44378593	+	27	NA	Intergenic	Intergenic	29342	Scd1	Scd1	NM_009127			Scd1			NA
kidney_15_5_REP2.mLb.clN_peak_1759	chr18	84838478	84838782	+	27	NA	promoter-TSS (Gm17266)	-promoter-TSS (Gm17266)	11	Gm17266	Gm17266	NM_001370919			Gm17266			NA
kidney_15_5_REP2.mLb.clN_peak_1807	chr19	3400255	3400520	+	27	NA	intron (Tesmin, intron 5 of 8)	-intron (Tesmin, intron 5 of 8)	11009	Tesmin	Tesmin	NM_001039658			Tesmin			NA
kidney_15_5_REP2.mLb.clN_peak_1013	chr18	55793305	55793641	+	27	NA	Intergenic	Intergenic	-638659	Gramd3	Gramd3	NM_001360917			Gramd3			NA
kidney_15_5_REP2.mLb.clN_peak_1126	chr18	61162367	61162633	+	27	NA	intron (Hmgxb3, intron 6 of 19)	-intron (Hmgxb3, intron 6 of 20)	14549	Hmgxb3	Hmgxb3	NM_134134			Hmgxb3			NA
kidney_15_5_REP2.mLb.clN_peak_980	chr18	54342528	54342751	+	27	NA	Intergenic	Intergenic	-79656	Redrum	Redrum	NR_040338			Redrum			NA
kidney_15_5_REP2.mLb.clN_peak_2221	chr19	14871361	14871621	+	27	NA	Intergenic	Intergenic	-273308	Tle4	Tle4	NM_001302947			Tle4			NA
kidney_15_5_REP2.mLb.clN_peak_2255	chr19	16510944	16511215	+	27	NA	intron (Gna14, intron 1 of 6)	-intron (Gna14, intron 1 of 6)	75412	Gna14	Gna14	NM_008137			Gna14			NA
kidney_15_5_REP2.mLb.clN_peak_2635	chr19	35066513	35066783	+	27	NA	Intergenic	Intergenic	101252	Mir1950	Mir1950	NR_035473			Mir1950			NA
kidney_15_5_REP2.mLb.clN_peak_2879	chr19	44915059	44915446	+	27	NA	Intergenic	Intergenic	-15867	Slf2	Slf2	NM_001081225			Slf2			NA
kidney_15_5_REP2.mLb.clN_peak_879	chr18	47671726	47671945	+	27	NA	intron (Gm5095, intron 1 of 5)	-intron (Gm5095, intron 1 of 5)	117698	Gm4146	Gm4146	NR_152200			Gm4146			NA
kidney_15_5_REP2.mLb.clN_peak_617	chr18	35866539	35866827	+	27	NA	Intergenic	Intergenic	36895	Cxxc5	Cxxc5	NM_133687			Cxxc5			NA
kidney_15_5_REP2.mLb.clN_peak_54	chr18	5063273	5063529	+	27	NA	exon (Svil, exon 8 of 31)	-exon (Svil, exon 8 of 31)	16812	Svil	Svil	NM_153153			Svil			NA
kidney_15_5_REP2.mLb.clN_peak_1171	chr18	62174727	62175080	+	27	NA	Intergenic	Intergenic	5078	Adrb2	Adrb2	NM_007420			Adrb2			NA
kidney_15_5_REP2.mLb.clN_peak_2326	chr19	20975205	20975493	+	27	NA	Intergenic	Intergenic	-21147	Tmc1	Tmc1	NM_028953			Tmc1			NA
kidney_15_5_REP2.mLb.clN_peak_1560	chr18	77317187	77317484	+	27	NA	intron (Loxhd1, intron 4 of 38)	-intron (Loxhd1, intron 4 of 38)	35677	Loxhd1	Loxhd1	NM_172834			Loxhd1			NA
kidney_15_5_REP2.mLb.clN_peak_1406	chr18	71858910	71859199	+	27	NA	intron (Dcc, intron 2 of 28)	-intron (Dcc, intron 2 of 28)	492015	Dcc	Dcc	NM_007831			Dcc			NA
kidney_15_5_REP2.mLb.clN_peak_2618	chr19	34461456	34461722	+	27	NA	Intergenic	Intergenic	13559	Ch25h	Ch25h	NM_009890			Ch25h			NA
kidney_15_5_REP2.mLb.clN_peak_1767	chr18	85465117	85465423	+	27	NA	Intergenic	Intergenic	-513746	Timm21	Timm21	NR_160856			Timm21			NA
kidney_15_5_REP2.mLb.clN_peak_645	chr18	36449996	36450348	+	27	NA	intron (Pfdn1, intron 2 of 3)	-intron (Pfdn1, intron 2 of 3)	4323	Pfdn1	Pfdn1	NM_026027			Pfdn1			NA
kidney_15_5_REP2.mLb.clN_peak_1085	chr18	60272981	60273397	+	27	NA	promoter-TSS (Gm4841)	-promoter-TSS (Gm4841)	78	Gm4841	Gm4841	NM_001034859			Gm4841			NA
kidney_15_5_REP2.mLb.clN_peak_2115	chr19	10126240	10126561	+	27	NA	Intergenic	Intergenic	-24897	Fads2	Fads2	NM_019699			Fads2			NA
kidney_15_5_REP2.mLb.clN_peak_584	chr18	35162063	35162363	+	27	NA	intron (Ctnna1, intron 3 of 17)	-intron (Ctnna1, intron 3 of 17)	43301	Ctnna1	Ctnna1	NM_009818			Ctnna1			NA
kidney_15_5_REP2.mLb.clN_peak_2712	chr19	38566619	38567098	+	27	NA	intron (Plce1, intron 1 of 31)	-intron (Plce1, intron 1 of 31)	42661	Plce1	Plce1	NM_019588			Plce1			NA
kidney_15_5_REP2.mLb.clN_peak_2225	chr19	15516682	15517049	+	27	NA	Intergenic	Intergenic	408194	Psat1	Psat1	NM_177420			Psat1			NA
kidney_15_5_REP2.mLb.clN_peak_2485	chr19	28171982	28172422	+	27	NA	Intergenic	Intergenic	-161036	Rfx3	Rfx3	NM_001360358			Rfx3			NA
kidney_15_5_REP2.mLb.clN_peak_3024	chr19	49837671	49837902	+	27	NA	Intergenic	Intergenic	840860	Sorcs1	Sorcs1	NM_001360457			Sorcs1			NA
kidney_15_5_REP2.mLb.clN_peak_1683	chr18	82659548	82659843	+	27	NA	intron (Zfp236, intron 6 of 29)	-intron (Zfp236, intron 7 of 30)	33220	Zfp236	Zfp236	NM_177832			Zfp236			NA
kidney_15_5_REP2.mLb.clN_peak_1643	chr18	80655614	80655881	+	27	NA	intron (Nfatc1, intron 6 of 9)	-intron (Nfatc1, intron 6 of 7)	57324	Nfatc1	Nfatc1	NM_198429			Nfatc1			NA
kidney_15_5_REP2.mLb.clN_peak_113	chr18	8027145	8027425	+	27	NA	Intergenic	Intergenic	158088	Wac	Wac	NM_001360956			Wac			NA
kidney_15_5_REP2.mLb.clN_peak_1324	chr18	68064148	68064491	+	27	NA	exon (Ldlrad4, exon 2 of 6)	-exon (Ldlrad4, exon 2 of 6)	131146	Ldlrad4	Ldlrad4	NM_172631			Ldlrad4			NA
kidney_15_5_REP2.mLb.clN_peak_3022	chr19	49686006	49686237	+	27	NA	Intergenic	Intergenic	992525	Sorcs1	Sorcs1	NM_001360457			Sorcs1			NA
kidney_15_5_REP2.mLb.clN_peak_2578	chr19	32319594	32319913	+	27	NA	intron (Sgms1, intron 2 of 9)	-intron (Sgms1, intron 1 of 9)	68759	Sgms1	Sgms1	NM_001168526			Sgms1			NA
kidney_15_5_REP2.mLb.clN_peak_862	chr18	47149332	47149570	+	27	NA	Intergenic	Intergenic	190575	Commd10	Commd10	NM_178377			Commd10			NA
kidney_15_5_REP2.mLb.clN_peak_932	chr18	52677224	52677596	+	27	NA	Intergenic	Intergenic	-16269	Gykl1	Gykl1	NM_010293			Gykl1			NA
kidney_15_5_REP2.mLb.clN_peak_2438	chr19	25330509	25331001	+	27	NA	intron (Kank1, intron 3 of 13)	-intron (Kank1, intron 3 of 12)	93780	Kank1	Kank1	NM_181404			Kank1			NA
kidney_15_5_REP2.mLb.clN_peak_755	chr18	39606208	39606497	+	27	NA	Intergenic	Intergenic	-117073	Nr3c1	Nr3c1	NM_001361212			Nr3c1			NA
kidney_15_5_REP2.mLb.clN_peak_7	chr18	3561227	3561549	+	27	NA	Intergenic	Intergenic	53431	Bambi	Bambi	NM_026505			Bambi			NA
kidney_15_5_REP2.mLb.clN_peak_1661	chr18	81030820	81031155	+	27	NA	Intergenic	Intergenic	-43966	Sall3	Sall3	NM_001369133			Sall3			NA
kidney_15_5_REP2.mLb.clN_peak_1042	chr18	57540436	57540925	+	27	NA	intron (Ccdc192, intron 2 of 6)	-intron (Ccdc192, intron 2 of 5)	6854	Ccdc192	Ccdc192	NM_001311063			Ccdc192			NA
kidney_15_5_REP2.mLb.clN_peak_766	chr18	40931531	40931794	+	27	NA	Intergenic	Intergenic	674663	Kctd16	Kctd16	NM_001371041			Kctd16			NA
kidney_15_5_REP2.mLb.clN_peak_114	chr18	8376866	8377160	+	27	NA	Intergenic	Intergenic	507816	Wac	Wac	NM_001360956			Wac			NA
kidney_15_5_REP2.mLb.clN_peak_1546	chr18	76532067	76532356	+	27	NA	Intergenic	Intergenic	290510	Smad2	Smad2	NM_001252481			Smad2			NA
kidney_15_5_REP2.mLb.clN_peak_1104	chr18	60718558	60718825	+	27	NA	intron (Ndst1, intron 1 of 14)	-intron (Ndst1, intron 1 of 14)	29974	Ndst1	Ndst1	NM_001348100			Ndst1			NA
kidney_15_5_REP2.mLb.clN_peak_3180	chr19	57252655	57252910	+	27	NA	intron (Ablim1, intron 1 of 20)	-intron (Ablim1, intron 1 of 20)	-21178	4930449E18Rik	4930449E18Rik	NR_045319			4930449E18Rik			NA
kidney_15_5_REP2.mLb.clN_peak_2805	chr19	43571105	43571435	+	27	NA	Intergenic	Intergenic	-41055	Nkx2-3	Nkx2-3	NM_008699			Nkx2-3			NA
kidney_15_5_REP2.mLb.clN_peak_1636	chr18	80455073	80455292	+	27	NA	intron (Ctdp1, intron 5 of 12)	-intron (Ctdp1, intron 5 of 12)	14510	Ctdp1	Ctdp1	NM_026295			Ctdp1			NA
kidney_15_5_REP2.mLb.clN_peak_230	chr18	14320267	14320519	+	27	NA	Intergenic	Intergenic	88087	8430422H06Rik	8430422H06Rik	NR_045373			8430422H06Rik			NA
kidney_15_5_REP2.mLb.clN_peak_3104	chr19	54547366	54547805	+	27	NA	Intergenic	Intergenic	502326	Adra2a	Adra2a	NM_007417			Adra2a			NA
kidney_15_5_REP2.mLb.clN_peak_702	chr18	38239371	38239851	+	27	NA	exon (1700086O06Rik, exon 3 of 4)	-exon (1700086O06Rik, exon 3 of 4)	-10638	Dele1	Dele1	NM_024179			Dele1			NA
kidney_15_5_REP2.mLb.clN_peak_1234	chr18	65169283	65169629	+	27	NA	intron (Nedd4l, intron 12 of 29)	-intron (Nedd4l, intron 13 of 30)	-79405	Mir122	Mir122	NR_029600			Mir122			NA
kidney_15_5_REP2.mLb.clN_peak_2293	chr19	18034784	18035254	+	27	NA	Intergenic	Intergenic	-197387	Pcsk5	Pcsk5	NM_001163144			Pcsk5			NA
kidney_15_5_REP2.mLb.clN_peak_1082	chr18	59352397	59352634	+	27	NA	intron (Chsy3, intron 2 of 2)	-intron (Chsy3, intron 2 of 2)	177175	Chsy3	Chsy3	NM_001081328			Chsy3			NA
kidney_15_5_REP2.mLb.clN_peak_1168	chr18	62037037	62037256	+	27	NA	Intergenic	Intergenic	84071	Sh3tc2	Sh3tc2	NM_172628			Sh3tc2			NA
kidney_15_5_REP2.mLb.clN_peak_3031	chr19	50614224	50614548	+	27	NA	intron (Sorcs1, intron 1 of 25)	-intron (Sorcs1, intron 1 of 25)	64260	Sorcs1	Sorcs1	NM_001360457			Sorcs1			NA
kidney_15_5_REP2.mLb.clN_peak_414	chr18	25346836	25347106	+	27	NA	intron (AW554918, intron 8 of 10)	-intron (AW554918, intron 8 of 10)	177951	AW554918	AW554918	NM_001033532			AW554918			NA
kidney_15_5_REP2.mLb.clN_peak_2317	chr19	19229530	19230094	+	27	NA	Intergenic	Intergenic	-228695	Rorb	Rorb	NM_001289921			Rorb			NA
kidney_15_5_REP2.mLb.clN_peak_531	chr18	33873497	33873783	+	27	NA	intron (Epb41l4a, intron 10 of 23)	-intron (Epb41l4a, intron 10 of 23)	78748	Epb41l4aos	Epb41l4aos	NR_038151			Epb41l4aos			NA
kidney_15_5_REP2.mLb.clN_peak_1694	chr18	82849318	82849638	+	27	NA	Intergenic	Intergenic	-6419	4930445N18Rik	4930445N18Rik	NR_125720			4930445N18Rik			NA
kidney_15_5_REP2.mLb.clN_peak_3101	chr19	54199558	54199836	+	27	NA	Intergenic	Intergenic	154438	Adra2a	Adra2a	NM_007417			Adra2a			NA
kidney_15_5_REP2.mLb.clN_peak_1166	chr18	61959541	61959960	+	27	NA	intron (Sh3tc2, intron 1 of 16)	-intron (Sh3tc2, intron 1 of 16)	6675	Sh3tc2	Sh3tc2	NM_172628			Sh3tc2			NA
kidney_15_5_REP2.mLb.clN_peak_1414	chr18	73165755	73166159	+	27	NA	Intergenic	Intergenic	-406748	Mex3c	Mex3c	NM_001039214			Mex3c			NA
kidney_15_5_REP2.mLb.clN_peak_1201	chr18	63769331	63769720	+	27	NA	intron (Wdr7, intron 14 of 26)	-intron (Wdr7, intron 14 of 27)	60830	Wdr7	Wdr7	NM_001014981			Wdr7			NA
kidney_15_5_REP2.mLb.clN_peak_3172	chr19	57013319	57013590	+	27	NA	Intergenic	Intergenic	-4879	Afap1l2	Afap1l2	NM_001177796			Afap1l2			NA
kidney_15_5_REP2.mLb.clN_peak_517	chr18	33385528	33385800	+	27	NA	Intergenic	Intergenic	77970	Nrep	Nrep	NM_001109989			Nrep			NA
kidney_15_5_REP2.mLb.clN_peak_1267	chr18	66170264	66170496	+	27	NA	intron (Ccbe1, intron 2 of 10)	-intron (Ccbe1, intron 2 of 10)	48953	Mir694	Mir694	NR_030467			Mir694			NA
kidney_15_5_REP2.mLb.clN_peak_1538	chr18	76224540	76224775	+	27	NA	Intergenic	Intergenic	-17044	Smad2	Smad2	NM_001252481			Smad2			NA
kidney_15_5_REP2.mLb.clN_peak_153	chr18	10503322	10503598	+	27	NA	intron (Greb1l, intron 11 of 32)	-intron (Greb1l, intron 11 of 32)	106892	Esco1	Esco1	NM_001081222			Esco1			NA
kidney_15_5_REP2.mLb.clN_peak_261	chr18	15753633	15753866	+	27	NA	intron (Chst9, intron 1 of 4)	-intron (Chst9, intron 1 of 5)	6408	Chst9	Chst9	NM_199055			Chst9			NA
kidney_15_5_REP2.mLb.clN_peak_2204	chr19	12831760	12832007	+	27	NA	intron (Lpxn, intron 7 of 8)	-intron (Lpxn, intron 7 of 8)	-29894	Olfr1444	Olfr1444	NM_146702			Olfr1444			NA
kidney_15_5_REP2.mLb.clN_peak_452	chr18	29134262	29135095	+	27	NA	Intergenic	Intergenic	262462	Gm33948	Gm33948	NR_155537			Gm33948			NA
kidney_15_5_REP2.mLb.clN_peak_768	chr18	41727209	41727523	+	27	NA	Intergenic	Intergenic	223828	Prelid2	Prelid2	NM_029942			Prelid2			NA
kidney_15_5_REP2.mLb.clN_peak_27	chr18	4313974	4314202	+	27	NA	Intergenic	Intergenic	38865	Map3k8	Map3k8	NR_157375			Map3k8			NA
kidney_15_5_REP2.mLb.clN_peak_2391	chr19	24166590	24167189	+	27	NA	intron (Tjp2, intron 1 of 22)	-intron (Tjp2, intron 1 of 22)	58239	Tjp2	Tjp2	NM_001376368			Tjp2			NA
kidney_15_5_REP2.mLb.clN_peak_3210	chr19	58453347	58453878	+	27	NA	intron (Gfra1, intron 2 of 11)	-intron (Gfra1, intron 2 of 9)	1786	Gfra1	Gfra1	NM_001285457			Gfra1			NA
kidney_15_5_REP2.mLb.clN_peak_151	chr18	10429438	10429665	+	27	NA	intron (Greb1l, intron 1 of 32)	-intron (Greb1l, intron 1 of 32)	104372	Greb1l	Greb1l	NM_001083628			Greb1l			NA
kidney_15_5_REP2.mLb.clN_peak_671	chr18	37800755	37800980	+	27	NA	intron (Pcdhga12, intron 1 of 3)	-intron (Gm37013, intron 1 of 3)	-5543	Pcdhgc3	Pcdhgc3	NM_033581			Pcdhgc3			NA
kidney_15_5_REP2.mLb.clN_peak_1176	chr18	62663347	62663661	+	27	NA	intron (Spink13, intron 1 of 4)	-intron (Spink13, intron 1 of 4)	-67179	Spink7	Spink7	NM_001001803			Spink7			NA
kidney_15_5_REP2.mLb.clN_peak_2310	chr19	18842037	18842521	+	27	NA	intron (Trpm6, intron 25 of 38)	-intron (Trpm6, intron 25 of 38)	92549	Trpm6	Trpm6	NR_157571			Trpm6			NA
kidney_15_5_REP2.mLb.clN_peak_2281	chr19	17519981	17520199	+	27	NA	intron (Pcsk5, intron 21 of 37)	-intron (Pcsk5, intron 21 of 37)	126047	Rfk	Rfk	NM_019437			Rfk			NA
kidney_15_5_REP2.mLb.clN_peak_1281	chr18	66648752	66648983	+	27	NA	Intergenic	Intergenic	144689	Gm9926	Gm9926	NR_040528			Gm9926			NA
