chrom	start	end	nearest_gene	distance_to_tss	kidney_accessibility	liver_accessibility	accessibility_log2FC	accessibility_padj	accessibility_category	kidney_methylation	liver_methylation	methylation_difference	methylation_fdr	num_CpG_sites
chr19	28171907	28172422	Rfx3	160740	1.72179340027538	1.12973881179906	2.03016900396171	0.000312075788644218	not differential	0.764504303770132	0.730332716374576	0.0341715873955561	0.410553196595736	7
chr19	40544816	40545266	Sorbs1	31036	1.86821964606227	2.0961045987734	-0.855039898638035	0.0127633368140013	not differential	0.0724399069623661	0.0540364004797321	0.018403506482634	0.570904353526955	3
chr18	10062727	10062955	Usp14	17607	1.34063714258379	1.81495300122016	-1.60834155115777	0.00940567631179947	not differential	0.946634615384615	0.905483870967742	0.0411507444168734	0.325648703716418	1
chr19	4012361	4013334	Ndufv1	0	2.65810667639659	3.39206527650934	-2.44510580175593	4.01162822505639e-54	not differential	0.0165305304735751	0.00964334603221364	0.00688718444136142	0.57099324206731	34
chr18	14615698	14616385	Ss18	66528	2.02398837754468	1.24587020841348	2.49090319258403	6.33384484571291e-08	not differential	0.544505332753024	0.490378679200814	0.0541266535522097	0.0785478964736014	8
chr18	42601607	42602330	Gpr151	21954	1.75985054540969	1.29484225826787	1.66508750213875	0.00019282574402915	not differential	0.408256560761787	0.357071907787445	0.0511846529743415	0.084290130753169	9
chr18	38418413	38419540	Ndfip1	0	2.46639055164892	2.75060852114877	-0.958807055064714	1.31085044374934e-08	not differential	0.144184174902239	0.106430444568208	0.0377537303340306	0.403759985124443	26
chr19	29647355	29648727	Ermp1	0	2.39949397558107	3.08079652163077	-2.26711146724749	3.65125233496377e-46	not differential	0.0491398221757298	0.0439749543450167	0.00516486783071313	0.571587957996189	21
chr18	38056203	38056975	Arap3	58628	1.96487158295888	1.40146249246089	1.75471395127384	8.41329158507901e-07	not differential	0.0444153469634797	0.0487979709449309	-0.00438262398145122	0.341897097194106	16
chr18	84149121	84149794	Zadh2	60962	1.867454352436	1.55822077035622	0.826599628600736	0.0281322829871837	not differential	0.638845191860963	0.618475129979875	0.0203700618810884	0.006607045751042	3
chr18	67115801	67116449	Gnal	27464	1.97894411064271	1.78349537058166	0.651964480778426	0.0378241660910522	not differential	0.0902950003266857	0.0832846768413914	0.00701032348529427	0.373963556052487	4
chr18	57465271	57465792	Ctxn3	2723	2.13981575157266	1.29314083055439	2.78489255109839	6.13759010239018e-11	not differential	0.486625788399244	0.523369314449358	-0.0367435260501145	0.0181054683017266	3
chr18	69343891	69344727	Tcf4	534	2.75215708351986	3.08479284776327	-1.14103118158633	2.04756688960154e-07	not differential	0.00700741480368953	0.0113239812574913	-0.00431656645380177	0.503639103572782	31
chr19	56104794	56105113	Habp2	182023	1.5332176403573	1.39368295196919	0.366212463613957	0.601929000171352	not differential	0.727019112527883	0.757697147750465	-0.0306780352225817	0.0534242462433768	10
chr19	61175696	61176118	Gm7102	190	1.78544216780587	1.56223219991444	0.513682217679882	0.313771508422362	not differential	0.266236515389148	0.237980760169174	0.0282557552199748	0.574388648320206	14
chr18	38917930	38919380	Fgf1	10023	2.08943168094612	2.29784525170151	-0.676042425900706	0.00187325109712097	not differential	0.377792992202746	0.3821086923271	-0.00431570012435454	0.00748571314230689	12
chr19	5487900	5489504	Mus81	0	2.74648859582119	3.28616102576609	-1.79061315940207	6.57092642650624e-22	not differential	0.0126883692975479	0.0073382325238441	0.00535013677370381	0.574388648320206	52
chr19	33672297	33672756	Lipo3	89194	1.61203394233374	1.48857709142132	0.592682543625642	0.284176190077142	not differential	0.742899450770141	0.69628995927421	0.0466094914959312	0.122100326983594	5
chr18	6080330	6080705	Arhgap12	55392	1.67729073173053	1.25585235116657	1.29447649721621	0.0330795528950015	not differential	0.67442513368984	0.711963383838384	-0.0375382501485443	0.574388648320206	1
chr18	35959111	35959809	Psd2	5020	2.02131133358776	1.76568273252814	0.863878228469804	0.00556103964695031	not differential	0.0161929657362698	0.0205066004490557	-0.00431363471278588	0.468133041423204	15
chr18	12235804	12237187	Npc1	0	2.7242156921785	3.28201717227648	-1.86375933323967	1.6538465449194e-32	not differential	0.00541743926160714	0.0109928119495051	-0.005575372687898	0.574627241053214	20
chr19	58903677	58904273	Eno4	39151	2.03213567818236	1.85985456081132	0.560932773575008	0.071014708212841	not differential	0.011925576436446	0.00762164124909223	0.00430393518735377	0.497811045720126	9
chr19	59074909	59076101	Shtn1	0	1.93725438774889	1.90895412811238	0.0764744052119373	0.783653263453261	not differential	0.0702773562741152	0.0393538196728424	0.0309235366012727	0.33296868411889	8
chr18	20058843	20059943	Dsc2	0	2.24512023244244	2.51296414381199	-0.890215897189083	1.29547752308324e-05	not differential	0.0343206058647235	0.0386180576031582	-0.00429745173843471	0.0886396750001871	10
chr18	35829596	35830656	Cxxc5	0	2.53149916543988	2.40542195546585	0.390953847974033	0.072881825833602	not differential	0.00357142857142857	0.00857142857142857	-0.005	0.574627241053214	5
chr18	55379503	55379728	Zfp608	389322	1.68054130312661	1.40207017127932	0.686412606729464	0.334122509021713	not differential	0.139196498075916	0.13493550682079	0.0042609912551265	0.166643602693079	6
chr18	58385159	58385602	Slc27a6	170654	1.95625764702998	1.47066703063666	1.7111491187812	0.000214826761937704	not differential	0.47542683935347	0.380635810591122	0.0947910287623483	0.152238572382771	3
chr18	25113951	25114488	AW554918	54510	1.41632431289306	1.63985742854384	-0.719463507925769	0.171720095681865	not differential	0.712195525828055	0.667692660988941	0.044502864839114	0.0649519473321374	2
chr18	78179321	78179558	Slc14a2	29535	1.71071808079822	1.65825352982337	-0.0763431797431218	0.903520269904361	not differential	0.483171288729069	0.531280954083957	-0.0481096653548883	0.575235896625799	2
chr19	10240291	10241080	Myrf	0	2.3446818339368	2.52402861450652	-0.618233867161312	0.00692909946204409	not differential	0.0572063753769365	0.0529562265374047	0.00425014883953178	0.5664077679218	12
chr18	36328274	36329186	Cystm1	16432	2.28492398679601	2.42258314803386	-0.48045622438793	0.0172753784019192	not differential	0.038131856762317	0.0322796842012846	0.00585217256103247	0.443914678218665	28
chr18	36669840	36670605	Eif4ebp3	5779	2.34573231456583	2.63515494270762	-0.953796947952139	2.4994204392989e-06	not differential	0.0356730497472739	0.022689766180489	0.0129832835667849	0.57550564825754	25
chr19	55244592	55245568	Gucy2g	3355	2.03386328261521	2.34229448869768	-1.04699937597682	4.17958695615455e-07	not differential	0.346605545649653	0.350809695294454	-0.0042041496448014	0.026777352745377	12
chr18	62977369	62978495	Napg	0	2.40736609255953	2.85405879712981	-1.51658927855108	7.19417457023984e-13	not differential	0.082331246178051	0.0762121152258033	0.00611913095224776	0.576339358917828	34
chr19	43524047	43525226	Got1	0	2.68660698659247	3.44103383599977	-2.52022079246973	2.61025944382584e-54	not differential	0.00849092872968479	0.0126861822160413	-0.0041952534863565	0.524258930546839	50
chr19	60226171	60227104	Fam204a	0	2.48184753426297	3.17083609918557	-2.31698524578906	4.56213971700467e-36	not differential	0.0778071465776725	0.0708642791133562	0.00694286746431633	0.576682770560444	36
chr18	32836677	32838036	Wdr36	0	2.30118596292292	2.49319504250169	-0.675497558987959	0.00154173445385875	not differential	0.152218142199983	0.148042802086505	0.0041753401134781	0.521723052862715	48
chr18	50127890	50128949	Hsd17b4	0	2.39558053528687	2.62791558737693	-0.738665913813388	0.000990978043287926	not differential	0.0836488294477731	0.0718272456357361	0.011821583812037	0.577245722619544	23
chr18	67204697	67206193	Chmp1b	1165	2.28694708337062	2.62469263343651	-1.18830798821366	3.29894833636204e-07	not differential	0.0307413069209241	0.0418384411883752	-0.0110971342674511	0.53536910159251	75
chr19	6502113	6502769	Slc22a12	40249	2.19447838045172	1.67801887583626	1.65703408091404	9.75572155658858e-07	not differential	0.0104227616972715	0.0331876840264998	-0.0227649223292283	0.577458969254107	6
chr18	84970200	84970942	Timm21	18675	1.91134864298108	1.43761298016607	1.54244827487897	1.32274872250864e-05	not differential	0.748365546902074	0.776719973928017	-0.0283544270259436	0.372209955558816	10
chr19	36833606	36835270	Tnks2	0	2.49535047542457	2.79274312006052	-0.999304717554247	6.90432323997378e-09	not differential	0.00509780674206902	0.00922492982775229	-0.00412712308568327	0.525786740770473	26
chr19	6306123	6306908	Cdc42bpg	0	2.53003324633673	3.08308876416823	-1.85410912168931	9.7156314205149e-24	not differential	0.0112362169834996	0.0166221150925098	-0.00538589810901024	0.577640284521364	10
chr19	10182296	10183962	Fads1	0	2.61429129520159	3.04674036166509	-1.44773650818459	1.95206562304372e-18	not differential	0.0100645986111699	0.0141759031694079	-0.00411130455823791	0.537927729999894	50
chr18	36195974	36197796	Nrg2	0	2.18871994322024	1.68223596111487	1.67771763045752	2.85404873239208e-11	not differential	0.0069465050586332	0.0128614475808675	-0.0059149425222343	0.577960463296884	23
chr18	37824851	37825887	Pcdhgc5	5337	2.47362325742878	2.20553365299488	0.85875156768555	0.000197065289373475	not differential	0.0106388179774431	0.00659931604225082	0.00403950193519225	0.439996080240623	18
chr19	40736836	40737586	Cc2d2b	11166	2.02337914205011	1.74633660516936	0.807158960463758	0.0191402696447365	not differential	0.191301977766467	0.208876468887033	-0.0175744911205665	0.396084169167676	14
chr18	38483264	38484236	Ndfip1	64288	1.88400423083213	2.05345075822061	-0.618127798760818	0.0427866418927763	not differential	0.0101953271276357	0.00395461151849985	0.00624071560913581	0.577960463296884	33
chr18	85980940	85981510	Neto1	413441	1.69436652341807	1.42896950205191	1.01958524714977	0.0374220793557309	not differential	0.555550447407391	0.536460893356838	0.019089554050553	0.48594369752142	6
chr19	56721758	56723821	Adrb1	0	1.96685387086002	1.9608932238338	0.0181889127228077	0.945011114240115	not differential	0.0207442079742716	0.0167115165802141	0.00403269139405756	0.288630058176637	42
chr18	4352777	4353668	Map3k8	0	2.48568357002533	2.49943249104753	-0.0924885811991232	0.715111153704934	not differential	0.00350573990279873	0.00852080361669285	-0.00501506371389412	0.578338164749956	18
chr18	84867276	84867725	Cyb5a	15937	1.53103628209048	2.21542091839001	-2.37080196262072	3.94988660291294e-11	not differential	0.786120401337793	0.753761574074074	0.0323588272637186	0.428504627867282	1
chr18	61647320	61647580	Il17b	40354	2.13105299299943	1.91116379279762	0.660711008418755	0.12377676045517	not differential	0.0633824285650992	0.0696397633569956	-0.00625733479189638	0.57914158457933	5
chr18	67973478	67973887	Ldlrad4	40220	1.77842034297511	1.39456673970672	1.39797743994055	0.0118932661471126	not differential	0.737237158882375	0.709070221302434	0.0281669375799404	0.240746709982338	8
chr19	32626741	32627470	Papss2	6735	1.74796443310756	2.30086827595516	-1.91022197775457	3.03815404590355e-11	not differential	0.570645823149269	0.521225978576011	0.0494198445732578	0.0820672177913298	14
chr18	6135298	6136839	Arhgap12	0	2.94168288281633	3.34155829949957	-1.35766019077534	3.59757067474711e-13	not differential	0.00370896069734256	0.00769637415185622	-0.00398741345451366	0.571468465672923	47
chr19	10034678	10035285	Fads3	6262	2.14026376159725	2.38474626725032	-0.829143387335552	0.000667628366142573	not differential	0.841582987136571	0.874140992905295	-0.0325580057687243	0.235309518943781	3
chr18	46575058	46575369	Ticam2	524	2.10840761523449	1.86997832233907	0.730853318807842	0.074338774581663	not differential	0.267016980101219	0.249428319371111	0.0175886607301081	0.178001729327733	6
chr19	10294798	10295123	Dagla	9753	2.1222262928277	1.81017855408842	1.09007095054091	0.00448128873573008	not differential	0.340532070229478	0.346078335414811	-0.00554626518533322	0.173446789250582	6
chr19	7240450	7241693	Naa40	0	2.55821425740709	3.06323417493361	-1.70417265340209	1.972134461807e-19	not differential	0.0131905359891527	0.0213454942632384	-0.0081549582740857	0.580459631417035	19
chr18	60848199	60849468	Tcof1	0	2.54578350718095	2.81071340486776	-0.903624991562267	7.51596449617575e-07	not differential	0.0247769475703438	0.015193812664917	0.00958313490542688	0.58115563396303	50
chr19	4603961	4604800	Lrfn4	10866	1.98912602916097	2.03969664895287	-0.18186980169452	0.543179772695063	not differential	0.377413252840909	0.373529247905948	0.00388400493496124	0.32521423864685	22
chr19	9874184	9874398	Incenp	25134	1.53511913010693	1.66985810529947	-0.392167649430328	0.57711791693655	not differential	0.875580098439324	0.909670965608466	-0.0340908671691413	0.215419122759581	2
chr19	5849992	5850480	Frmd8	24793	2.3010925735307	2.9454609958655	-2.20416081487127	6.48820160890667e-19	not differential	0.0269360269360269	0.0036231884057971	0.0233128385302298	0.583037345721479	3
chr19	19110257	19110643	Rorb	552	2.17833310996181	1.79651369098299	1.25625722861401	0.00076374056080172	not differential	0.00741758241758242	0.00357142857142857	0.00384615384615385	0.571587957996189	5
chr18	67460473	67461264	Prelid3a	3584	2.18102891823676	2.60163382907163	-1.42136352604664	5.85952931295294e-13	not differential	0.311402894576791	0.316689229064143	-0.00528633448735203	0.179281849077042	13
chr18	7930081	7930876	Wac	61248	1.90271551136194	1.83034568056005	0.117298930587949	0.733941883188193	not differential	0.775008926324884	0.748606316714535	0.0264026096103487	0.335658670365785	3
chr19	4213651	4214152	Clcf1	85	2.21885370719079	1.89314560229045	1.11711978951355	0.000284124978066395	not differential	0.158782850698157	0.147975692071087	0.0108071586270702	0.584328754242803	4
chr19	4838709	4839857	Ccs	0	2.3754726491626	2.98688499140385	-2.03670398991159	1.49093993857978e-31	not differential	0.0521178303825569	0.0482851671401671	0.00383266324238978	0.5720766196857	45
chr18	12102082	12102522	Tmem241	19014	2.02998451212997	1.87482311936075	0.388697306471678	0.277761444889566	not differential	0.124211143870377	0.120408482113277	0.00380266175709997	0.278332531396326	9
chr18	37089688	37090081	Pcdhac1	0	1.93372899794628	1.46695166704058	1.45141766667026	0.00243952324666098	not differential	0.0297005401473112	0.0452280419370118	-0.0155275017897006	0.318266649398153	10
chr18	3382718	3383857	Cul2	0	2.57327699007704	2.97152189822875	-1.34110519529773	6.32336874241073e-11	not differential	0.0170482732906168	0.0104064743127243	0.00664179897789244	0.152134403990287	14
chr19	5023499	5024708	Slc29a2	0	2.55664035204029	2.63848805240072	-0.263544695272825	0.179916676978101	not differential	0.0167253626489223	0.0123800038079026	0.00434535884101971	0.586029625829645	40
chr19	24173686	24174714	Tjp2	50311	2.41612785716288	2.62926200774973	-0.713235703488574	0.000120150627674712	not differential	0.000890700483091787	0.00993145466355185	-0.00904075418046006	0.587244594446378	20
chr19	34290173	34291214	Fas	0	2.20028061809572	2.18626685174525	-0.0333576778303699	0.91293163928281	not differential	0.0274717564518437	0.0235722218647018	0.00389953458714193	0.555465799519804	22
chr18	47318724	47319057	Sema6a	49812	1.97467338257027	1.90804012815231	0.143126885248793	0.736411620932203	not differential	0.232786016022909	0.224392710204331	0.00839330581857754	0.538204439051942	4
chr18	37217249	37217739	Pcdhb1	47198	1.88219831630893	1.00230832736942	1.97734093613428	0.000178979798272561	not differential	0.0461488949520929	0.0569954319857882	-0.0108465370336953	0.468623296387349	11
chr18	66291288	66292333	Ccbe1	10405	2.27199434608512	2.10040800624003	0.551593149494392	0.0171262528031823	not differential	0.00406708215843025	0.0122725736987378	-0.00820549154030751	0.587343973139161	23
chr19	16625395	16626469	Vps13a	154463	1.79415551744559	2.392259425998	-2.04449366457304	1.20197258641345e-16	not differential	0.247096789201565	0.243355360077556	0.00374142912400943	0.0770905313104473	13
chr19	17393489	17394769	Rfk	0	2.62019904733028	3.24892693007432	-2.0852441772928	2.52080790671812e-33	not differential	0.0136855017733951	0.0173992482912785	-0.00371374651788338	0.375409118423865	21
chr19	37206720	37208254	March5	0	2.53208317746988	3.21498098660531	-2.27641790700911	6.53156993455992e-43	not differential	0.00249542124542125	0.00781171423299989	-0.00531629298757864	0.587430102006834	24
chr19	43704868	43705145	Entpd7	15195	1.77451893311889	1.52825583073195	0.577188704952103	0.321531207642037	not differential	0.773081211777482	0.800011408868118	-0.0269301970906365	0.303895835284716	9
chr18	57400671	57401010	Prrc1	45937	1.88472138248547	1.4672392105421	1.00526510816898	0.0437814690013209	not differential	0.260949675324675	0.248660714285714	0.0122889610389611	0.587430102006834	2
chr19	29879037	29879433	Il33	45680	1.81807433396931	1.83507137145076	-0.584532310214347	0.227469916828225	not differential	0.528375304294484	0.551325003541008	-0.0229496992465235	0.0494025807968239	5
chr19	58911123	58911731	Eno4	31693	2.03432046561842	1.85104197289773	0.560414371858849	0.0822734669574433	not differential	0.0188817107747236	0.0225429803263811	-0.0036612695516575	0.550243455031908	13
chr19	18436356	18436881	Ostf1	194907	1.81533800606992	1.24484003624769	1.97244192784107	7.88030101763212e-05	not differential	0.564381320902985	0.544608544530441	0.0197727763725436	0.251063093077408	7
chr19	44511389	44512086	Wnt8b	17916	2.07015031496576	1.61732097447993	1.55840432299271	1.60739517198559e-06	not differential	0.00394764957264957	0.0132352529687088	-0.00928760339605928	0.587736033119243	20
chr19	46926222	46926676	Ina	88021	1.74179740057045	2.32282371551467	-1.95403470027816	1.4179367884344e-10	not differential	0.491218212896712	0.494876526569545	-0.00365831367283294	0.0528692950607914	4
chr18	49811984	49812403	Dmxl1	20266	1.79323981629358	1.40121470921163	1.30896204475321	0.00960103055083648	not differential	0.57364775740885	0.613643951951567	-0.0399961945427171	0.0760412590554741	2
chr19	57007809	57008831	Afap1l2	0	2.08841287042812	1.82991749007506	0.849128882718978	0.00189263112389443	not differential	0.0280502749988732	0.0473194028094701	-0.0192691278105969	0.587866800535635	22
chr18	16745715	16746438	Cdh2	62807	1.45047082094326	1.86931841162458	-1.57044410919399	0.000259341854628949	not differential	0.702733437553472	0.66975990142219	0.0329735361312811	0.25446110209145	5
chr18	56378023	56378370	Gramd3	53761	1.96529120435301	1.76185527646222	0.637669083091683	0.130285424431586	not differential	0.0501531584014536	0.0711781732341714	-0.0210250148327178	0.587994332473785	5
chr19	3699566	3699944	1810055G02Rik	8388	2.01950772655994	2.28543531573703	-0.854662875138611	0.00990096772120954	not differential	0.124107571843874	0.111468471785567	0.0126391000583067	0.498095141143783	4
chr18	53463640	53465153	Prdm6	0	2.23193923294302	1.82046469992182	1.39786860665434	8.92205339432369e-11	not differential	0.00520833333333333	0.0273407148407148	-0.0221323815073815	0.588570120150963	3
chr18	84684958	84686090	Cndp2	0	2.83852410818123	3.29912530333251	-1.54517525840084	1.12530731643191e-14	not differential	0.00917058578659509	0.0127519552077289	-0.00358136942113383	0.550175038027021	21
chr18	12128309	12129180	Riok3	0	2.59811732476216	3.27887577458731	-2.27388158548931	7.97504222618924e-39	not differential	0.00614318254614022	0.00240054982566503	0.00374263272047519	0.589496723260953	35
chr19	50534067	50534778	Sorcs1	143867	1.85869023568727	1.37765749906091	1.55312279482578	0.000104616448458457	not differential	0.543230500669123	0.522126995501309	0.0211035051678143	0.0063460055127174	10
chr18	38296418	38297533	Rnf14	0	2.68552110365169	3.45802312161248	-2.55819436744602	1.37021939232335e-49	not differential	0.00772910828868636	0.00396363135730018	0.00376547693138618	0.589496723260953	30
chr19	6398425	6399139	Rasgrp2	200	2.25129611016127	2.37437088450857	-0.417626451233838	0.0805884549662614	not differential	0.0140543087114	0.0105232997996156	0.00353100891178443	0.551232366654044	22
chr18	78138076	78138588	Slc14a1	3530	2.07527482486617	2.32551999083934	-0.84137510442192	0.00162402921557559	not differential	0.0376788937413867	0.0187985591601516	0.0188803345812351	0.591579832918461	6
chr18	11839102	11840867	Cables1	0	2.30907605151717	1.98456936675152	1.08308135584289	6.4435003258845e-08	not differential	0.00318911675445766	0.00796281692935738	-0.00477370017489971	0.591579832918461	44
chr18	84209647	84210127	Zadh2	121488	1.66306219308946	1.78395285885654	-0.505909519778542	0.247900838660831	not differential	0.874822998204534	0.830629185418345	0.044193812786189	0.0590066473613522	15
chr19	32595348	32596228	Papss2	23776	2.27872345610974	2.25138809542426	0.0790463426313932	0.776919217664184	not differential	0.0755674700761386	0.0608297488938549	0.0147377211822837	0.591579832918461	11
chr18	74960676	74961836	Lipg	0	2.07064123274411	1.90990452568965	0.502356158099983	0.0414503162671183	not differential	0.00586525955769377	0.00932831752016973	-0.00346305796247596	0.563362617066172	48
chr19	49019487	49020109	Sorcs3	813461	1.64125086966649	1.36038782610714	0.921406570344892	0.0505443413513067	not differential	0.68153758037735	0.657729376833402	0.023808203543948	0.0458998612542526	11
chr18	37954502	37956479	Hdac3	0	2.47633146308023	2.71738782715855	-0.804005430866201	1.97137155983978e-06	not differential	0.00883929627136149	0.00538764952979721	0.00345164674156428	0.478232603543433	28
chr19	5845279	5847000	Frmd8	28273	2.44407665115597	2.99060798091638	-1.82287627846031	1.98900444926975e-16	not differential	0.0494484750990787	0.0224038364924524	0.0270446386066263	0.351322056395561	50
chr19	8798203	8798903	Polr2g	0	2.45331301350677	2.84631611036097	-1.30828463267219	1.94191932796246e-13	not differential	0.0131955668152052	0.00769275219101717	0.00550281462418799	0.593140727472684	26
chr19	32647976	32648265	Papss2	27970	1.57874832401277	2.2087557918704	-2.17804845427609	6.83545789261438e-08	not differential	0.695708167586834	0.706160287563117	-0.0104521199762832	0.172625209142286	9
chr18	33463235	33464564	Nrep	0	2.80598108705807	2.56303564049027	0.797916701864326	1.07013773417914e-05	not differential	0.00297619047619048	0.00639978213507625	-0.00342359165888578	0.588274470149382	7
chr19	55545198	55546502	Tcf7l2	195307	1.87907446310033	2.09930365708389	-0.753259595349094	0.00160861308134507	not differential	0.613965335526514	0.62216316062586	-0.00819782509934625	0.0233632021323368	30
chr18	39488975	39491942	Nr3c1	0	2.59448016491775	3.11628451691047	-1.75616218403766	2.27274160917375e-22	not differential	0.0353754928255308	0.0387620616236812	-0.00338656879815044	0.522688393471141	30
chr18	63971765	63972019	Wdr7	263069	1.32232924503304	1.40082653261935	-0.13098433656486	0.879083745870116	not differential	0.678737855633017	0.69390003824588	-0.0151621826128631	0.00543749661563146	2
chr19	46055957	46057577	Ldb1	10742	2.52561963737567	3.0265085178725	-1.67198033727332	1.51600060264992e-20	not differential	0.00662031840351271	0.0147989779174423	-0.00817865951392961	0.595973756559228	35
chr18	42760300	42760607	Gpr151	180647	1.5499212228697	0.993206950314108	1.17522408048698	0.119615600595719	not differential	0.707847902347528	0.733482599827709	-0.0256346974801809	0.543174371830671	2
chr18	46280019	46281164	Pggt1b	0	2.23916863718222	2.30709847170255	-0.257297752526362	0.266855875314027	not differential	0.116025633526783	0.103432760546388	0.012592872980395	0.596959756812215	11
chr18	11656974	11658390	Rbbp8	23697	2.6044251919445	3.13390372601712	-1.76363593474897	2.39097366002913e-24	not differential	0.0157934802042195	0.00871793990227747	0.00707554030194206	0.596961240101874	34
chr18	33950283	33950910	Epb41l4a	56295	2.104830998282	1.43390734110974	2.2449309428059	3.64722069975717e-10	not differential	0.155421491611833	0.167164668766867	-0.0117431771550341	0.401753252925156	8
chr19	28579996	28580234	Glis3	99842	1.65575343563748	0.940918156747274	1.49739491185288	0.064770255734019	not differential	0.351270426449604	0.371778057846147	-0.0205076313965431	0.184185447517539	5
chr19	5802870	5804163	Scyl1	31468	2.5907680106617	3.2160036428458	-2.1113360442253	6.78311202191803e-28	not differential	0.00694455406690876	0.0102931418092486	-0.00334858774233988	0.37885619978135	51
chr18	83781028	83781353	Tshz1	305050	1.87893827139401	1.5626556249796	1.09053486244596	0.0311949046675765	not differential	0.760234849881018	0.728090635683347	0.0321442141976715	0.121728457982626	3
chr19	10456718	10458157	Lrrc10b	0	2.42044532548387	2.08286600950283	1.13052576193115	1.0576371441374e-08	not differential	0.0634471261561558	0.0600999751167375	0.00334715103941832	0.484488829877064	41
chr18	46621071	46622086	Eif1a	23366	2.22039386815605	1.8120184323856	1.38480260248229	3.15242782692326e-08	not differential	0.0951655832702979	0.0985054458726414	-0.00333986260234355	0.375491942214015	12
chr19	42026310	42026672	Ankrd2	9365	1.94138089334548	1.94111681258445	-0.0480611712620935	0.913309965494336	not differential	0.193316314770422	0.104139080787436	0.0891772339829861	0.096431472695922	4
chr19	36925625	36926809	Btaf1	0	2.57733733659352	3.15799257240939	-1.951674847899	9.02833217452053e-28	not differential	0.00668979535667515	0.00337424373985639	0.00331555161681876	0.559282263900777	22
chr19	58759459	58759872	Pnliprp2	0	2.01551365809398	2.05764082426335	-0.203102964796134	0.556280905518916	not differential	0.507228553187622	0.503919445546548	0.00330910764107413	0.400051056730547	7
chr18	21121581	21122497	Mep1b	49236	1.99453467280154	1.95886290647192	0.0817720022164966	0.796799228007541	not differential	0.336447429120466	0.359672526038411	-0.0232250969179449	0.150312710046372	15
chr19	4476416	4477583	Syt12	0	2.1317797993007	1.95694792896303	0.572337203629643	0.0107500710306147	not differential	0.0795098026616951	0.0827917231700363	-0.00328192050834119	0.460993257055984	17
chr19	19229530	19230297	Rorb	118333	1.5081442245702	0.894790695806337	2.36413842477987	0.000265169825590989	not differential	0.26489965708828	0.289454366034466	-0.0245547089461858	0.598874372813692	1
chr19	56897765	56898236	Vwa2	23515	1.92734972723914	1.27610496411485	2.09971165433543	7.41168714661957e-06	not differential	0.727305976757171	0.753468771885919	-0.026162795128748	0.349351462562674	12
chr18	54174905	54175827	Csnk1g3	312791	1.773162854184	1.39583362893513	1.1815108567476	0.00161283007519655	not differential	0.248464578947403	0.297469755727074	-0.0490051767796711	0.0232099362732325	6
chr18	73121894	73123016	Mex3c	450027	1.94542048916968	1.57973597049677	1.19989630593527	0.000120150627674712	not differential	0.399853173213805	0.428799811581224	-0.0289466383674187	0.152372081032255	24
chr19	6014739	6016193	Capn1	0	2.2589335900737	3.24557695405726	-3.29900768085754	1.33065606441624e-78	more accessible in liver	0.0655819877744935	0.0688136117787575	-0.00323162400426404	0.488336880257558	25
chr18	34372267	34373893	Reep5	0	2.43994907137498	2.99554291221651	-1.89018081877616	3.04329092042408e-21	not differential	0.0233110998270768	0.0303433447598352	-0.00703224493275842	0.373018133312356	19
chr19	37585390	37585914	Exoc6	34971	1.69963992004253	1.76227408812883	-0.338437783667931	0.434917595051476	not differential	0.494717089473278	0.450749378158873	0.0439677113144049	0.0525399955438746	12
chr19	41263109	41264515	Tm9sf3	0	2.44193843468559	2.9645129481587	-1.74156256288209	2.55471376846089e-25	not differential	0.02018442878431	0.00842458333052521	0.0117598454537848	0.601229878574376	16
chr18	57275306	57275641	Prrc1	79091	1.41644844149761	1.5159308723058	-0.1535821595582	0.828887015212501	not differential	0.791983760215159	0.808528400318695	-0.0165446401035363	0.0497094166248088	6
chr19	24812162	24812504	Pgm5	49350	1.51097172424795	1.18102340997504	1.0732574027434	0.14646680475892	not differential	0.542483966036504	0.56289854277043	-0.0204145767339256	0.094010393847352	3
chr19	31756120	31756613	Prkg1	8419	1.88600880786384	1.77327642686312	0.230156228616375	0.580634777163837	not differential	0.430609947003723	0.42745005605971	0.00315989094401342	0.349486871554765	9
chr18	7626274	7627385	Mpp7	0	2.94931860870971	3.5037807733483	-1.82393270190566	6.53106744344171e-20	not differential	0.00927274927300931	0.00612162435902554	0.00315112491398377	0.296614302801241	22
chr18	37934707	37935782	Diaph1	0	2.80861804553389	3.3096287341627	-1.69218265257428	3.71518740746147e-20	not differential	0.00814873528211291	0.0020002426834725	0.00614849259864041	0.603264506803513	21
chr19	29198707	29199128	Jak2	52699	1.70461406292164	1.4637945123566	0.747955277840646	0.168318475014739	not differential	0.765787977109234	0.736557996242594	0.0292299808666397	0.0200864113354754	2
chr18	65300632	65301056	Alpk2	92831	1.98881121335699	1.68938558000947	0.781224115391577	0.0647194861157319	not differential	0.180649884590003	0.183792182018428	-0.00314229742842548	0.450949496496386	5
chr19	59344855	59346478	Pdzd8	0	2.52079775814005	3.17830824291438	-2.21405875118069	1.96832128557051e-32	not differential	0.00817929055593529	0.00447108957219251	0.00370820098374278	0.603659813056219	20
chr18	89288880	89289294	Cd226	91448	1.98656620167976	1.36224441713549	1.77633739652809	0.00019677298028168	not differential	0.455454562322341	0.427496251626133	0.0279583106962087	0.604752380510481	2
