chr	start	end	interval_id	num_peaks	num_samples	kidney_14_5_REP1.mLb.clN.bool	kidney_14_5_REP2.mLb.clN.bool	kidney_15_5_REP1.mLb.clN.bool	kidney_15_5_REP2.mLb.clN.bool	liver_14_5_REP1.mLb.clN.bool	liver_14_5_REP2.mLb.clN.bool	liver_15_5_REP1.mLb.clN.bool	liver_15_5_REP2.mLb.clN.bool	kidney_14_5_REP1.mLb.clN.fc	kidney_14_5_REP2.mLb.clN.fc	kidney_15_5_REP1.mLb.clN.fc	kidney_15_5_REP2.mLb.clN.fc	liver_14_5_REP1.mLb.clN.fc	liver_14_5_REP2.mLb.clN.fc	liver_15_5_REP1.mLb.clN.fc	liver_15_5_REP2.mLb.clN.fc	kidney_14_5_REP1.mLb.clN.qval	kidney_14_5_REP2.mLb.clN.qval	kidney_15_5_REP1.mLb.clN.qval	kidney_15_5_REP2.mLb.clN.qval	liver_14_5_REP1.mLb.clN.qval	liver_14_5_REP2.mLb.clN.qval	liver_15_5_REP1.mLb.clN.qval	liver_15_5_REP2.mLb.clN.qval	kidney_14_5_REP1.mLb.clN.pval	kidney_14_5_REP2.mLb.clN.pval	kidney_15_5_REP1.mLb.clN.pval	kidney_15_5_REP2.mLb.clN.pval	liver_14_5_REP1.mLb.clN.pval	liver_14_5_REP2.mLb.clN.pval	liver_15_5_REP1.mLb.clN.pval	liver_15_5_REP2.mLb.clN.pval	kidney_14_5_REP1.mLb.clN.start	kidney_14_5_REP2.mLb.clN.start	kidney_15_5_REP1.mLb.clN.start	kidney_15_5_REP2.mLb.clN.start	liver_14_5_REP1.mLb.clN.start	liver_14_5_REP2.mLb.clN.start	liver_15_5_REP1.mLb.clN.start	liver_15_5_REP2.mLb.clN.start	kidney_14_5_REP1.mLb.clN.end	kidney_14_5_REP2.mLb.clN.end	kidney_15_5_REP1.mLb.clN.end	kidney_15_5_REP2.mLb.clN.end	liver_14_5_REP1.mLb.clN.end	liver_14_5_REP2.mLb.clN.end	liver_15_5_REP1.mLb.clN.end	liver_15_5_REP2.mLb.clN.end	kidney_14_5_REP1.mLb.clN.summit	kidney_14_5_REP2.mLb.clN.summit	kidney_15_5_REP1.mLb.clN.summit	kidney_15_5_REP2.mLb.clN.summit	liver_14_5_REP1.mLb.clN.summit	liver_14_5_REP2.mLb.clN.summit	liver_15_5_REP1.mLb.clN.summit	liver_15_5_REP2.mLb.clN.summit
chr19	42980778	42981042	Interval_5299	1	1	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	3.63528	NA	NA	NA	NA	NA	NA	NA	2.66015	NA	NA	NA	NA	NA	NA	NA	5.02918	NA	NA	NA	NA	NA	NA	NA	42980778	NA	NA	NA	NA	NA	NA	NA	42981042	NA	NA	NA	NA	NA	NA	NA	54	NA	NA	NA	NA	NA	NA	NA
chr19	43231403	43231844	Interval_5300	1	1	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	NA	NA	4.03285	NA	NA	NA	NA	NA	NA	NA	4.43243	NA	NA	NA	NA	NA	NA	NA	6.70043	NA	NA	NA	NA	NA	NA	NA	43231403	NA	NA	NA	NA	NA	NA	NA	43231844	NA	NA	NA	NA	NA	NA	NA	102	NA	NA	NA	NA	NA
chr19	43358469	43359109	Interval_5301	3	3	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE	NA	NA	NA	NA	4.73009	7.80879	5.82655	NA	NA	NA	NA	NA	4.3635	22.1376	9.2964	NA	NA	NA	NA	NA	6.78019	24.5423	11.6682	NA	NA	NA	NA	NA	43358850	43358469	43358751	NA	NA	NA	NA	NA	43359102	43359104	43359109	NA	NA	NA	NA	NA	133	513	230	NA
chr19	43384656	43384912	Interval_5302	1	1	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NA	2.76403	NA	NA	NA	NA	NA	NA	NA	1.48836	NA	NA	NA	NA	NA	NA	NA	3.40231	NA	NA	NA	NA	NA	NA	NA	43384656	NA	NA	NA	NA	NA	NA	NA	43384912	NA	NA	NA	NA	NA	NA	NA	16	NA	NA	NA	NA	NA	NA
chr19	43440182	43441755	Interval_5303	7	5	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	3.96183	4.27638;3.28704	4.21841	3.83002;4.51078	NA	3.9221	NA	NA	4.55897	6.55889;3.36033	6.1024	5.3286;7.92784	NA	5.91608	NA	NA	7.09927	8.88525;5.49108	8.46652	7.61323;10.3344	NA	8.08746	NA	NA	43440334	43440220;43441133	43440182	43440336;43441005	NA	43440867	NA	NA	43440528	43440814;43441755	43441298	43440723;43441525	NA	43441575	NA	NA	47	222;391	699	137;153	NA	314	NA	NA
chr19	43452691	43453433	Interval_5304	4	4	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	NA	NA	NA	NA	12.9841	15.6255	13.9176	13.5882	NA	NA	NA	NA	40.6189	179.899	74.1374	48.42	NA	NA	NA	NA	43.6428	182.936	77.0709	51.3705	NA	NA	NA	NA	43452811	43452691	43452721	43452830	NA	NA	NA	NA	43453431	43453433	43453431	43453410	NA	NA	NA	NA	410	526	496	386
chr19	43463729	43464563	Interval_5305	6	6	FALSE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	TRUE	NA	4.70647	7.98338	6.39632	NA	4.13937	6.07862	5.9402	NA	6.21855	18.1027	13.5098	NA	6.67504	12.1441	9.03527	NA	8.52933	20.8708	16.0967	NA	8.8662	14.5696	11.4891	NA	43463729	43463733	43463729	NA	43463894	43463807	43463774	NA	43464181	43464530	43464258	NA	43464525	43464563	43464507	NA	386	384	357	NA	291	325	344
chr19	43493345	43493832	Interval_5306	2	2	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	NA	NA	NA	NA	9.03372	7.20417	NA	NA	NA	NA	NA	NA	35.1436	71.6184	NA	NA	NA	NA	NA	NA	38.1096	74.312	NA	NA	NA	NA	NA	NA	43493357	43493345	NA	NA	NA	NA	NA	NA	43493620	43493832	NA	NA	NA	NA	NA	NA	129	109	NA	NA
chr19	43494560	43495454	Interval_5307	7	7	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	NA	3.51758	2.80284	2.86128	5.89452	6.91957	5.49523	5.03165	NA	3.58242	1.92133	2.20419	16.7252	66.9789	20.3426	10.7862	NA	5.7298	3.95541	4.23978	19.4547	69.6531	22.8903	13.2808	NA	43494560	43494567	43494794	43494843	43494600	43494623	43494582	NA	43495165	43494808	43495070	43495425	43495454	43495253	43495227	NA	506	125	275	319	520	532	539
chr19	43495863	43496084	Interval_5308	1	1	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	NA	NA	NA	2.88716	NA	NA	NA	NA	NA	NA	NA	2.25011	NA	NA	NA	NA	NA	NA	NA	4.29125	NA	NA	NA	NA	NA	NA	NA	43495863	NA	NA	NA	NA	NA	NA	NA	43496084	NA	NA	NA	NA	NA	NA	NA	134	NA	NA	NA	NA
chr19	43513959	43514287	Interval_5309	1	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	NA	NA	NA	NA	NA	NA	6.31204	NA	NA	NA	NA	NA	NA	NA	19.4077	NA	NA	NA	NA	NA	NA	NA	21.9434	NA	NA	NA	NA	NA	NA	NA	43513959	NA	NA	NA	NA	NA	NA	NA	43514287	NA	NA	NA	NA	NA	NA	NA	155	NA
chr19	43524046	43525226	Interval_5310	8	8	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	8.54288	11.4248	11.5716	11.5598	20.12	17.8446	18.6409	16.7501	38.8121	96.9492	88.3952	97.0456	278.988	830.242	493.241	253.113	42.6214	100.782	92.2459	100.846	283.737	834.818	497.73	257.437	43524283	43524131	43524046	43524235	43524297	43524167	43524298	43524170	43525109	43525051	43525044	43525070	43525188	43525226	43525199	43525188	439	527	608	403	428	493	359	485
chr19	43530205	43530856	Interval_5311	8	8	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	3.36328	6.76883	3.68902	4.62675	5.54103	8.68743	6.22424	6.80119	2.82609	16.0629	3.83287	6.96015	7.5072	40.0474	12.4476	12.2081	5.21226	18.7016	6.05823	9.32523	10.0321	42.585	14.8781	14.7331	43530402	43530280	43530400	43530400	43530345	43530205	43530299	43530287	43530856	43530734	43530693	43530758	43530693	43530692	43530695	43530670	113	136	208	48	278	203	154	331
chr19	43546354	43546984	Interval_5312	1	1	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NA	3.87592	NA	NA	NA	NA	NA	NA	NA	3.97505	NA	NA	NA	NA	NA	NA	NA	6.15513	NA	NA	NA	NA	NA	NA	NA	43546354	NA	NA	NA	NA	NA	NA	NA	43546984	NA	NA	NA	NA	NA	NA	NA	351	NA	NA	NA	NA	NA	NA
chr19	43571045	43571569	Interval_5313	2	2	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	NA	4.42962	NA	3.30743	NA	NA	NA	NA	NA	5.44105	NA	2.79493	NA	NA	NA	NA	NA	7.71164	NA	4.89656	NA	NA	NA	NA	NA	43571045	NA	43571104	NA	NA	NA	NA	NA	43571569	NA	43571435	NA	NA	NA	NA	NA	70	NA	11	NA	NA	NA	NA
chr19	43612299	43612596	Interval_5314	1	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	NA	NA	NA	NA	3.93916	NA	NA	NA	NA	NA	NA	NA	3.05055	NA	NA	NA	NA	NA	NA	NA	5.29216	NA	NA	NA	NA	NA	NA	NA	43612299	NA	NA	NA	NA	NA	NA	NA	43612596	NA	NA	NA	NA	NA	NA	NA	258
chr19	43614688	43614982	Interval_5315	1	1	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NA	2.67989	NA	NA	NA	NA	NA	NA	NA	2.32239	NA	NA	NA	NA	NA	NA	NA	4.34939	NA	NA	NA	NA	NA	NA	NA	43614688	NA	NA	NA	NA	NA	NA	NA	43614982	NA	NA	NA	NA	NA	NA	NA	212	NA	NA	NA	NA	NA	NA
chr19	43616354	43616538	Interval_5316	1	1	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	3.40127	NA	NA	NA	NA	NA	NA	NA	3.08764	NA	NA	NA	NA	NA	NA	NA	5.50362	NA	NA	NA	NA	NA	NA	NA	43616354	NA	NA	NA	NA	NA	NA	NA	43616538	NA	NA	NA	NA	NA	NA	NA	127	NA	NA	NA	NA	NA	NA	NA
chr19	43629063	43629518	Interval_5317	3	3	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	3.96602	5.30621	NA	5.28717	NA	NA	NA	NA	4.31893	10.3876	NA	9.97428	NA	NA	NA	NA	6.84122	12.8646	NA	12.455	NA	NA	NA	NA	43629063	43629063	NA	43629063	NA	NA	NA	NA	43629294	43629518	NA	43629490	NA	NA	NA	NA	174	316	NA	178	NA	NA	NA	NA
chr19	43630789	43631138	Interval_5318	1	1	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	4.80541	NA	NA	NA	NA	NA	NA	NA	8.77957	NA	NA	NA	NA	NA	NA	NA	11.0177	NA	NA	NA	NA	NA	NA	NA	43630789	NA	NA	NA	NA	NA	NA	NA	43631138	NA	NA	NA	NA	NA	NA	NA	234	NA	NA
chr19	43660572	43660912	Interval_5319	1	1	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	2.80313	NA	NA	NA	NA	NA	NA	NA	2.59519	NA	NA	NA	NA	NA	NA	NA	4.633	NA	NA	NA	NA	NA	NA	NA	43660572	NA	NA	NA	NA	NA	NA	NA	43660912	NA	NA	NA	NA	NA	NA	NA	67	NA	NA
chr19	43662247	43662566	Interval_5320	2	2	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	NA	NA	4.25991	3.61574	NA	NA	NA	NA	NA	NA	6.74637	4.63904	NA	NA	NA	NA	NA	NA	9.14324	6.88178	NA	NA	NA	NA	NA	NA	43662249	43662247	NA	NA	NA	NA	NA	NA	43662490	43662566	NA	NA	NA	NA	NA	NA	86	85	NA	NA	NA	NA
chr19	43667212	43667488	Interval_5321	1	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	NA	NA	NA	NA	NA	NA	3.56353	NA	NA	NA	NA	NA	NA	NA	3.84625	NA	NA	NA	NA	NA	NA	NA	6.05293	NA	NA	NA	NA	NA	NA	NA	43667212	NA	NA	NA	NA	NA	NA	NA	43667488	NA	NA	NA	NA	NA	NA	NA	13	NA
chr19	43674444	43675939	Interval_5322	8	8	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	10.1684	11.6452	10.5566	12.2292	15.0574	14.8461	16.3318	14.8206	68.4953	143.71	126.262	166.547	313.387	1193.75	755.537	436.783	73.3029	148.152	130.597	171.15	318.367	1199.26	760.757	442.086	43674786	43674507	43674444	43674590	43674651	43674527	43674550	43674538	43675857	43675807	43675734	43675939	43675890	43675939	43675891	43675937	455	666	707	583	439	564	541	552
chr19	43689259	43690304	Interval_5323	8	8	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	9.03079	13.5465	12.8565	13.5273	19.2785	20.0307	19.9124	18.6987	37.7252	112.603	103.442	112.565	207.301	682.566	362.497	267.667	41.5031	116.628	107.485	116.533	211.602	686.792	366.544	272.092	43689268	43689259	43689425	43689342	43689487	43689356	43689479	43689462	43690304	43690193	43690227	43690106	43690059	43690171	43690094	43690101	406	420	265	289	187	318	210	227
chr19	43695391	43695871	Interval_5324	1	1	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	NA	NA	NA	3.28878	NA	NA	NA	NA	NA	NA	NA	2.9558	NA	NA	NA	NA	NA	NA	NA	5.07125	NA	NA	NA	NA	NA	NA	NA	43695391	NA	NA	NA	NA	NA	NA	NA	43695871	NA	NA	NA	NA	NA	NA	NA	216	NA	NA	NA	NA
chr19	43704867	43705145	Interval_5325	2	2	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	NA	2.76851	3.76399	NA	NA	NA	NA	NA	NA	1.48836	3.73474	NA	NA	NA	NA	NA	NA	3.40978	5.95309	NA	NA	NA	NA	NA	NA	43704867	43704900	NA	NA	NA	NA	NA	NA	43705094	43705145	NA	NA	NA	NA	NA	NA	42	54	NA	NA	NA	NA	NA
chr19	43711494	43712215	Interval_5326	2	2	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	NA	NA	NA	NA	NA	3.8745	4.16723	NA	NA	NA	NA	NA	NA	5.81154	4.97199	NA	NA	NA	NA	NA	NA	7.97771	7.22352	NA	NA	NA	NA	NA	NA	43711494	43711960	NA	NA	NA	NA	NA	NA	43711972	43712215	NA	NA	NA	NA	NA	NA	323	120	NA
chr19	43729691	43730119	Interval_5327	1	1	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	NA	NA	3.21525	NA	NA	NA	NA	NA	NA	NA	2.61319	NA	NA	NA	NA	NA	NA	NA	4.7282	NA	NA	NA	NA	NA	NA	NA	43729691	NA	NA	NA	NA	NA	NA	NA	43730119	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	NA
chr19	43752576	43753639	Interval_5328	8	8	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	7.29574	9.99002	9.39316	10.1759	12.0876	14.668	14.8074	13.3566	20.5246	43.7967	35.4866	47.3924	66.8763	317.386	186.526	93.5834	23.7469	46.9305	38.5923	50.5832	70.1504	320.781	189.957	96.8852	43752705	43752576	43752644	43752644	43752697	43752644	43752654	43752679	43753484	43753494	43753510	43753484	43753639	43753540	43753535	43753511	516	402	413	349	321	557	439	503
chr19	43767660	43768230	Interval_5329	4	4	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	NA	NA	4.57056	3.56185	NA	NA	6.61541	4.9894	NA	NA	5.92005	3.42435	NA	NA	11.9597	5.71664	NA	NA	8.27549	5.58296	NA	NA	14.3818	8.07562	NA	NA	43767751	43767753	NA	NA	43767660	43767688	NA	NA	43768117	43768117	NA	NA	43768203	43768230	NA	NA	332	294	NA	NA	90	90
chr19	43781941	43782384	Interval_5330	3	3	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	NA	NA	NA	NA	NA	8.29593	10.3425	5.40906	NA	NA	NA	NA	NA	25.3973	35.4658	8.08662	NA	NA	NA	NA	NA	27.8295	38.158	10.516	NA	NA	NA	NA	NA	43781943	43781941	43782019	NA	NA	NA	NA	NA	43782384	43782370	43782300	NA	NA	NA	NA	NA	191	197	117
chr19	43797209	43797916	Interval_5331	4	4	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	NA	NA	NA	NA	4.66781	4.74031	6.89257	5.02697	NA	NA	NA	NA	4.80541	9.93481	20.1371	6.72632	NA	NA	NA	NA	7.23948	12.1929	22.682	9.11706	NA	NA	NA	NA	43797320	43797209	43797238	43797286	NA	NA	NA	NA	43797546	43797573	43797916	43797563	NA	NA	NA	NA	179	187	182	220
chr19	43845349	43845857	Interval_5332	2	2	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	NA	NA	4.30171	4.24504	NA	NA	NA	NA	NA	NA	5.16141	5.36843	NA	NA	NA	NA	NA	NA	7.47509	7.65499	NA	NA	NA	NA	NA	NA	43845445	43845349	NA	NA	NA	NA	NA	NA	43845857	43845773	NA	NA	NA	NA	NA	NA	221	83	NA	NA	NA	NA
chr19	43868733	43869143	Interval_5333	1	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	NA	NA	NA	NA	4.0331	NA	NA	NA	NA	NA	NA	NA	3.41422	NA	NA	NA	NA	NA	NA	NA	5.67336	NA	NA	NA	NA	NA	NA	NA	43868733	NA	NA	NA	NA	NA	NA	NA	43869143	NA	NA	NA	NA	NA	NA	NA	270
chr19	43879387	43880025	Interval_5334	4	4	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	6.22791	5.40363	6.32311	6.57515	NA	NA	NA	NA	16.459	17.2148	19.6079	24.3692	NA	NA	NA	NA	19.5532	19.882	22.4102	27.1984	NA	NA	NA	NA	43879481	43879455	43879387	43879455	NA	NA	NA	NA	43880019	43880025	43880008	43880023	NA	NA	NA	NA	310	230	336	314	NA	NA	NA	NA
chr19	43883063	43883346	Interval_5335	1	1	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NA	3.33712	NA	NA	NA	NA	NA	NA	NA	5.94854	NA	NA	NA	NA	NA	NA	NA	8.24483	NA	NA	NA	NA	NA	NA	NA	43883063	NA	NA	NA	NA	NA	NA	NA	43883346	NA	NA	NA	NA	NA	NA	NA	73	NA	NA	NA	NA	NA	NA
chr19	43884830	43885238	Interval_5336	2	2	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	NA	NA	NA	NA	NA	3.40383	3.44434	NA	NA	NA	NA	NA	NA	3.85128	3.19141	NA	NA	NA	NA	NA	NA	5.95396	5.36448	NA	NA	NA	NA	NA	NA	43884830	43884830	NA	NA	NA	NA	NA	NA	43885140	43885238	NA	NA	NA	NA	NA	NA	99	52	NA
chr19	43890459	43890999	Interval_5337	3	3	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	4.73227	NA	6.2621	5.43991	NA	NA	NA	NA	7.16097	NA	17.3258	13.2351	NA	NA	NA	NA	9.86672	NA	20.0748	15.8145	NA	NA	NA	NA	43890533	NA	43890459	43890566	NA	NA	NA	NA	43890809	NA	43890999	43890997	NA	NA	NA	NA	130	NA	214	174	NA	NA	NA	NA
chr19	43894231	43894540	Interval_5338	1	1	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NA	3.89844	NA	NA	NA	NA	NA	NA	NA	6.00129	NA	NA	NA	NA	NA	NA	NA	8.30035	NA	NA	NA	NA	NA	NA	NA	43894231	NA	NA	NA	NA	NA	NA	NA	43894540	NA	NA	NA	NA	NA	NA	NA	53	NA	NA	NA	NA	NA	NA
chr19	43896500	43896779	Interval_5339	1	1	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	2.90869	NA	NA	NA	NA	NA	NA	NA	2.47986	NA	NA	NA	NA	NA	NA	NA	4.51245	NA	NA	NA	NA	NA	NA	NA	43896500	NA	NA	NA	NA	NA	NA	NA	43896779	NA	NA	NA	NA	NA	NA	NA	213	NA	NA
chr19	43898575	43898875	Interval_5340	1	1	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	3.09997	NA	NA	NA	NA	NA	NA	NA	1.87197	NA	NA	NA	NA	NA	NA	NA	4.1375	NA	NA	NA	NA	NA	NA	NA	43898575	NA	NA	NA	NA	NA	NA	NA	43898875	NA	NA	NA	NA	NA	NA	NA	218	NA	NA	NA	NA	NA	NA	NA
chr19	43913120	43913379	Interval_5341	1	1	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	NA	NA	NA	3.56038	NA	NA	NA	NA	NA	NA	NA	3.63793	NA	NA	NA	NA	NA	NA	NA	5.81235	NA	NA	NA	NA	NA	NA	NA	43913120	NA	NA	NA	NA	NA	NA	NA	43913379	NA	NA	NA	NA	NA	NA	NA	171	NA	NA	NA	NA
chr19	43916805	43917124	Interval_5342	1	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	NA	NA	NA	NA	NA	NA	2.44401	NA	NA	NA	NA	NA	NA	NA	1.36307	NA	NA	NA	NA	NA	NA	NA	3.38866	NA	NA	NA	NA	NA	NA	NA	43916805	NA	NA	NA	NA	NA	NA	NA	43917124	NA	NA	NA	NA	NA	NA	NA	109	NA
chr19	43918839	43919217	Interval_5343	3	3	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	TRUE	NA	NA	NA	NA	5.18912	NA	6.48277	6.87058	NA	NA	NA	NA	5.93133	NA	17.2847	14.543	NA	NA	NA	NA	8.40711	NA	19.7918	17.1102	NA	NA	NA	NA	43918933	NA	43918908	43918839	NA	NA	NA	NA	43919159	NA	43919178	43919217	NA	NA	NA	NA	75	NA	128	234
chr19	43920553	43921165	Interval_5344	3	3	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	3.72662	3.87761	NA	4.93283	NA	NA	NA	NA	3.65997	5.20017	NA	8.53457	NA	NA	NA	NA	6.12949	7.4557	NA	10.9645	NA	NA	NA	NA	43920600	43920619	NA	43920553	NA	NA	NA	NA	43920927	43920880	NA	43921165	NA	NA	NA	NA	28	74	NA	148	NA	NA	NA	NA
chr19	43939586	43940515	Interval_5345	8	8	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	4.68022	6.54162	5.87403	8.23455	6.83722	8.50161	8.08551	5.58322	7.67128	17.2748	13.1045	24.837	10.051	30.2046	21.0982	9.13038	10.4047	19.9433	15.7395	27.6742	12.6445	32.6754	23.6551	11.5864	43939674	43939802	43939586	43939620	43939815	43939825	43939825	43939790	43940337	43940515	43940492	43940435	43940326	43940503	43940510	43940377	167	413	644	574	370	361	363	404
chr19	43949120	43949798	Interval_5346	3	3	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	5.08364	4.36994	NA	4.33127	NA	NA	NA	NA	8.18085	6.46708	NA	6.94112	NA	NA	NA	NA	10.9417	8.78948	NA	9.30544	NA	NA	NA	NA	43949184	43949132	NA	43949120	NA	NA	NA	NA	43949541	43949798	NA	43949662	NA	NA	NA	NA	341	169	NA	389	NA	NA	NA	NA
chr19	43959148	43959643	Interval_5347	2	2	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	NA	3.599	NA	NA	NA	3.22254	NA	NA	NA	4.84967	NA	NA	NA	3.48012	NA	NA	NA	7.08669	NA	NA	NA	5.56561	NA	NA	NA	43959148	NA	NA	NA	43959306	NA	NA	NA	43959409	NA	NA	NA	43959643	NA	NA	NA	165	NA	NA	NA	76	NA	NA
chr19	43968434	43968918	Interval_5348	4	4	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	4.56262	5.05691	5.24353	6.04268	NA	NA	NA	NA	6.82064	8.47668	10.1815	15.5751	NA	NA	NA	NA	9.50699	10.8856	12.7206	18.2152	NA	NA	NA	NA	43968436	43968445	43968434	43968465	NA	NA	NA	NA	43968876	43968889	43968907	43968918	NA	NA	NA	NA	231	206	349	326	NA	NA	NA	NA
chr19	43985993	43986702	Interval_5349	6	6	FALSE	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	NA	6.15699	NA	5.63177	6.89423	7.00527	11.7476	6.48393	NA	11.3982	NA	11.4577	10.1447	23.8588	48.7306	12.8818	NA	13.9077	NA	13.9856	12.7405	26.2782	51.5226	15.4193	NA	43986002	NA	43986077	43986196	43985993	43986068	43986000	NA	43986692	NA	43986702	43986613	43986596	43986645	43986670	NA	543	NA	285	201	322	142	182
chr19	43998967	43999503	Interval_5350	4	4	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	NA	NA	NA	NA	6.76504	3.81022	6.43926	5.20189	NA	NA	NA	NA	9.53251	5.41254	17.1738	7.36829	NA	NA	NA	NA	12.1133	7.56868	19.6793	9.77735	NA	NA	NA	NA	43999013	43999012	43998967	43998979	NA	NA	NA	NA	43999417	43999431	43999503	43999410	NA	NA	NA	NA	293	282	348	292
chr19	44021509	44022069	Interval_5351	3	3	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	NA	NA	NA	NA	NA	4.78078	4.89039	5.95624	NA	NA	NA	NA	NA	10.6964	7.53061	9.82975	NA	NA	NA	NA	NA	12.9672	9.8612	12.3025	NA	NA	NA	NA	NA	44021664	44021509	44021655	NA	NA	NA	NA	NA	44022024	44021858	44022069	NA	NA	NA	NA	NA	141	192	52
chr19	44026955	44027499	Interval_5352	2	2	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	NA	NA	3.97975	3.48637	NA	NA	NA	NA	NA	NA	4.58944	3.29982	NA	NA	NA	NA	NA	NA	6.86753	5.4429	NA	NA	NA	NA	NA	NA	44026955	44027247	NA	NA	NA	NA	NA	NA	44027431	44027499	NA	NA	NA	NA	NA	NA	202	223	NA	NA	NA	NA
chr19	44032195	44032657	Interval_5353	1	1	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	NA	NA	NA	4.5195	NA	NA	NA	NA	NA	NA	NA	6.15713	NA	NA	NA	NA	NA	NA	NA	8.4852	NA	NA	NA	NA	NA	NA	NA	44032195	NA	NA	NA	NA	NA	NA	NA	44032657	NA	NA	NA	NA	NA	NA	NA	305	NA	NA	NA	NA
chr19	44068974	44070281	Interval_5354	8	8	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	8.40538	8.2874	6.89949	7.86144	7.6166	10.5705	9.10864	9.51597	24.2176	30.7273	18.9846	25.907	16.8798	75.6131	33.3815	30.3297	27.5693	33.6657	21.7729	28.7635	19.6119	78.3243	36.0567	33.1028	44069318	44068974	44069253	44069088	44069294	44069128	44069212	44069309	44070079	44070062	44070079	44070055	44070214	44070111	44070079	44070281	562	807	378	725	473	615	491	473
