# Program:featureCounts v2.0.1; Command:"featureCounts" "-F" "SAF" "-O" "--fracOverlap" "0.2" "-p" "-T" "6" "-a" "consensus_peaks.mLb.clN.saf" "-s" "0" "-o" "consensus_peaks.mLb.clN.featureCounts.txt" "liver_14_5_REP1.mLb.clN.sorted.bam" "liver_15_5_REP2.mLb.clN.sorted.bam" "kidney_14_5_REP1.mLb.clN.sorted.bam" "liver_15_5_REP1.mLb.clN.sorted.bam" "kidney_15_5_REP1.mLb.clN.sorted.bam" "kidney_14_5_REP2.mLb.clN.sorted.bam" "kidney_15_5_REP2.mLb.clN.sorted.bam" "liver_14_5_REP2.mLb.clN.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	liver_14_5_REP1.mLb.clN.sorted.bam	liver_15_5_REP2.mLb.clN.sorted.bam	kidney_14_5_REP1.mLb.clN.sorted.bam	liver_15_5_REP1.mLb.clN.sorted.bam	kidney_15_5_REP1.mLb.clN.sorted.bam	kidney_14_5_REP2.mLb.clN.sorted.bam	kidney_15_5_REP2.mLb.clN.sorted.bam	liver_14_5_REP2.mLb.clN.sorted.bam
Interval_4853	chr19	32487643	32488124	+	482	51	47	11	70	14	19	14	144
Interval_4854	chr19	32498157	32498416	+	260	5	5	8	3	30	23	19	5
Interval_4855	chr19	32501721	32502022	+	302	5	3	5	7	8	7	15	13
Interval_4856	chr19	32510288	32511344	+	1057	184	256	16	399	31	18	42	633
Interval_4857	chr19	32523813	32524273	+	461	41	39	6	42	13	8	8	118
Interval_4858	chr19	32569371	32570205	+	835	32	48	4	84	15	7	17	89
Interval_4859	chr19	32587771	32588141	+	371	4	2	4	6	21	10	17	6
Interval_4860	chr19	32595347	32596228	+	882	29	44	59	62	105	103	123	50
Interval_4861	chr19	32601210	32601565	+	356	2	3	14	5	18	28	23	8
Interval_4862	chr19	32626740	32627470	+	731	25	35	19	79	30	22	29	56
Interval_4863	chr19	32628668	32629001	+	334	0	7	5	7	26	17	27	6
Interval_4864	chr19	32637017	32638132	+	1116	34	68	16	129	12	14	19	111
Interval_4865	chr19	32647975	32648265	+	291	10	13	9	32	8	7	9	28
Interval_4866	chr19	32653213	32653595	+	383	9	14	5	19	7	7	9	16
Interval_4867	chr19	32711826	32713110	+	1285	221	241	207	305	333	398	409	602
Interval_4868	chr19	32723825	32724217	+	393	0	4	10	1	28	33	33	2
Interval_4869	chr19	32755804	32758133	+	2330	577	738	517	1262	746	824	817	2217
Interval_4870	chr19	32788264	32788683	+	420	8	7	10	9	11	14	14	23
Interval_4871	chr19	32861740	32862251	+	512	4	5	9	2	20	14	16	6
Interval_4872	chr19	32867414	32867673	+	260	0	1	10	1	6	9	15	2
Interval_4873	chr19	32868972	32869226	+	255	3	0	6	8	4	1	8	4
Interval_4874	chr19	32885779	32886198	+	420	4	1	21	8	42	34	41	7
Interval_4875	chr19	32903806	32904132	+	327	2	3	17	19	17	14	11	11
Interval_4876	chr19	32905744	32906044	+	301	5	8	4	10	10	7	12	28
Interval_4877	chr19	32916569	32917309	+	741	5	4	41	5	47	61	57	9
Interval_4878	chr19	32959955	32960890	+	936	23	48	26	47	46	43	42	58
Interval_4879	chr19	32980185	32980516	+	332	3	1	15	6	18	24	41	8
Interval_4880	chr19	33029894	33030506	+	613	5	3	10	4	18	34	31	8
Interval_4881	chr19	33035537	33036063	+	527	2	3	15	7	18	20	30	6
Interval_4882	chr19	33100088	33100522	+	435	7	12	20	14	20	16	16	25
Interval_4883	chr19	33101003	33102111	+	1109	23	31	14	40	23	16	19	90
Interval_4884	chr19	33110244	33110526	+	283	2	7	4	6	9	15	14	7
Interval_4885	chr19	33130132	33130644	+	513	0	4	6	4	13	14	31	4
Interval_4886	chr19	33167483	33168412	+	930	13	7	27	5	45	48	46	14
Interval_4887	chr19	33222581	33223064	+	484	7	12	28	21	40	37	53	31
Interval_4888	chr19	33223369	33223681	+	313	2	2	12	5	21	29	36	0
Interval_4889	chr19	33224332	33224518	+	187	4	1	15	2	18	27	19	20
Interval_4890	chr19	33271653	33272076	+	424	1	4	4	6	29	25	40	5
Interval_4891	chr19	33273661	33273900	+	240	2	1	10	6	16	15	23	7
Interval_4892	chr19	33391503	33392403	+	901	88	96	155	141	301	315	287	216
Interval_4893	chr19	33589522	33590220	+	699	31	26	60	58	94	131	116	69
Interval_4894	chr19	33672296	33672756	+	461	5	4	4	4	12	14	29	9
Interval_4895	chr19	33761306	33761630	+	325	7	5	14	8	23	22	20	9
Interval_4896	chr19	34118802	34119573	+	772	4	0	13	2	37	34	24	9
Interval_4897	chr19	34161605	34162153	+	549	0	4	16	5	18	26	11	11
Interval_4898	chr19	34191749	34193133	+	1385	50	53	119	108	186	174	189	171
Interval_4899	chr19	34198122	34198400	+	279	3	8	12	6	10	14	24	6
Interval_4900	chr19	34208716	34209306	+	591	9	7	14	14	26	26	36	15
Interval_4901	chr19	34210212	34210465	+	254	6	5	13	4	24	25	23	8
Interval_4902	chr19	34212741	34213523	+	783	23	47	19	51	14	8	19	47
Interval_4903	chr19	34220741	34221153	+	413	7	13	8	10	9	9	11	43
Interval_4904	chr19	34233993	34234484	+	492	4	5	15	6	33	30	34	9
Interval_4905	chr19	34248889	34249232	+	344	5	10	6	6	4	1	4	4
Interval_4906	chr19	34255202	34255681	+	480	10	8	27	11	53	38	54	12
Interval_4907	chr19	34290172	34291214	+	1043	23	46	64	83	92	104	123	55
Interval_4908	chr19	34334442	34334714	+	273	1	0	5	3	12	19	13	8
Interval_4909	chr19	34345801	34346037	+	237	3	1	4	1	11	5	6	9
Interval_4910	chr19	34406391	34406981	+	591	3	2	20	4	26	28	27	5
Interval_4911	chr19	34435223	34435806	+	584	4	3	16	5	22	28	34	6
Interval_4912	chr19	34445585	34445837	+	253	3	1	5	2	9	16	12	6
Interval_4913	chr19	34461455	34461722	+	268	2	2	8	4	7	8	17	5
Interval_4914	chr19	34468011	34468981	+	971	2	0	15	8	55	41	65	11
Interval_4915	chr19	34474520	34475820	+	1301	19	22	57	21	63	98	101	42
Interval_4916	chr19	34496211	34496858	+	648	27	46	18	80	13	12	29	84
Interval_4917	chr19	34500737	34501137	+	401	32	18	14	49	25	30	35	67
Interval_4918	chr19	34511382	34511980	+	599	24	58	11	84	29	27	35	106
Interval_4919	chr19	34526373	34527769	+	1397	284	269	155	437	329	299	373	732
Interval_4920	chr19	34550359	34551162	+	804	83	80	74	122	158	155	152	287
Interval_4921	chr19	34560184	34560691	+	508	6	4	13	16	26	16	20	16
Interval_4922	chr19	34562375	34562889	+	515	7	12	7	15	7	9	11	39
Interval_4923	chr19	34566300	34566760	+	461	5	6	28	11	47	42	45	18
Interval_4924	chr19	34569714	34570343	+	630	7	4	35	11	73	68	71	19
Interval_4925	chr19	34637052	34637466	+	415	14	16	11	24	29	34	36	32
Interval_4926	chr19	34656102	34657204	+	1103	377	397	16	767	33	15	40	1119
Interval_4927	chr19	34661880	34662994	+	1115	111	113	66	171	78	94	87	369
Interval_4928	chr19	34685014	34685348	+	335	3	1	11	10	16	20	13	10
Interval_4929	chr19	34696451	34696975	+	525	16	10	6	20	15	10	16	25
Interval_4930	chr19	34698427	34699282	+	856	6	11	10	9	43	27	39	24
Interval_4931	chr19	34711827	34712491	+	665	21	37	9	57	4	6	9	81
Interval_4932	chr19	34714388	34714629	+	242	7	3	9	8	8	19	11	3
Interval_4933	chr19	34718768	34719184	+	417	3	5	7	6	30	9	24	10
Interval_4934	chr19	34746328	34747607	+	1280	34	40	55	80	116	137	159	69
Interval_4935	chr19	34752450	34753221	+	772	8	16	20	42	20	21	23	18
Interval_4936	chr19	34758723	34759289	+	567	19	19	4	25	32	14	25	25
Interval_4937	chr19	34819453	34820168	+	716	24	60	12	88	17	9	19	63
Interval_4938	chr19	34826624	34826856	+	233	6	2	14	6	10	8	13	13
Interval_4939	chr19	34844841	34845136	+	296	22	14	4	27	5	7	8	85
Interval_4940	chr19	34846528	34847031	+	504	11	14	17	32	11	14	15	29
Interval_4941	chr19	34848341	34848692	+	352	12	8	4	19	8	6	6	50
Interval_4942	chr19	34859832	34860520	+	689	13	6	22	6	43	53	49	16
Interval_4943	chr19	34861034	34861228	+	195	0	4	10	6	10	14	6	10
Interval_4944	chr19	34877749	34879528	+	1780	250	293	288	488	567	606	607	807
Interval_4945	chr19	34901360	34901636	+	277	2	2	5	4	20	12	20	0
Interval_4946	chr19	34907754	34908557	+	804	10	10	31	7	44	58	35	26
Interval_4947	chr19	34921530	34922792	+	1263	192	214	156	314	241	246	238	644
Interval_4948	chr19	34993128	34993377	+	250	6	1	11	4	11	9	19	4
Interval_4949	chr19	35066332	35066922	+	591	2	5	18	1	37	42	30	11
Interval_4950	chr19	35150846	35151909	+	1064	13	14	19	18	72	42	71	41
Interval_4951	chr19	35151919	35152626	+	708	28	32	10	47	21	17	14	119
Interval_4952	chr19	35157725	35158260	+	536	5	2	7	6	21	28	21	11
Interval_4953	chr19	35170396	35171109	+	714	22	26	5	31	4	5	9	84
Interval_4954	chr19	35204003	35204378	+	376	13	4	7	5	9	10	12	11
Interval_4955	chr19	35298370	35298681	+	312	10	1	4	2	3	2	5	1
Interval_4956	chr19	35833068	35833528	+	461	6	4	9	4	25	34	21	10
Interval_4957	chr19	35883247	35883762	+	516	4	5	12	2	25	31	22	9
Interval_4958	chr19	35889146	35889432	+	287	1	6	2	5	7	4	12	8
Interval_4959	chr19	35966531	35966940	+	410	2	2	17	4	25	25	20	3
Interval_4960	chr19	36056968	36057800	+	833	17	7	54	13	85	116	90	28
Interval_4961	chr19	36082799	36084257	+	1459	73	84	111	133	202	215	227	270
Interval_4962	chr19	36090863	36091142	+	280	6	5	5	7	9	14	10	30
Interval_4963	chr19	36110922	36111578	+	657	5	4	34	8	36	43	35	17
Interval_4964	chr19	36129389	36129960	+	572	14	11	11	11	22	22	25	37
Interval_4965	chr19	36183101	36183371	+	271	5	2	12	11	23	18	26	16
Interval_4966	chr19	36207841	36208200	+	360	4	5	16	9	26	30	20	7
Interval_4967	chr19	36214266	36215201	+	936	6	3	43	6	66	82	81	13
Interval_4968	chr19	36319639	36320519	+	881	40	22	8	25	14	6	13	115
Interval_4969	chr19	36328750	36329018	+	269	6	9	6	10	2	3	6	29
Interval_4970	chr19	36347818	36349434	+	1617	35	41	109	76	174	194	200	123
Interval_4971	chr19	36380648	36381349	+	702	4	0	13	5	16	31	14	7
Interval_4972	chr19	36409192	36410400	+	1209	414	475	188	925	305	330	366	1666
Interval_4973	chr19	36440198	36440511	+	314	8	1	9	7	14	23	9	9
Interval_4974	chr19	36450667	36452657	+	1991	245	280	37	452	52	34	61	761
Interval_4975	chr19	36470115	36470351	+	237	5	3	10	11	14	9	14	22
Interval_4976	chr19	36511366	36511776	+	411	16	11	4	17	4	7	5	33
Interval_4977	chr19	36515277	36515832	+	556	21	15	4	22	6	6	9	48
Interval_4978	chr19	36519429	36519773	+	345	6	2	5	11	17	11	19	10
Interval_4979	chr19	36534044	36534909	+	866	8	6	38	19	47	69	58	28
Interval_4980	chr19	36553934	36555311	+	1378	42	57	138	120	188	262	214	211
Interval_4981	chr19	36610133	36610681	+	549	64	56	8	120	5	6	6	297
Interval_4982	chr19	36629552	36629903	+	352	9	15	9	24	8	8	19	17
Interval_4983	chr19	36630166	36630394	+	229	5	5	14	10	11	11	14	14
Interval_4984	chr19	36638066	36638399	+	334	11	13	7	19	27	8	19	13
Interval_4985	chr19	36646299	36646876	+	578	7	6	15	14	28	36	62	10
Interval_4986	chr19	36668142	36668790	+	649	4	5	28	8	52	41	47	6
Interval_4987	chr19	36669042	36669560	+	519	2	8	20	7	18	19	32	11
Interval_4988	chr19	36670870	36671173	+	304	8	13	10	23	17	12	22	25
Interval_4989	chr19	36679084	36679744	+	661	11	16	30	12	44	53	68	17
Interval_4990	chr19	36687879	36688977	+	1099	11	15	71	25	96	143	126	35
Interval_4991	chr19	36696576	36696890	+	315	5	4	4	11	23	17	15	6
Interval_4992	chr19	36730599	36731009	+	411	5	3	14	7	12	23	7	6
Interval_4993	chr19	36736400	36737469	+	1070	45	80	179	163	286	331	372	125
Interval_4994	chr19	36782972	36783434	+	463	6	10	13	15	9	15	22	17
Interval_4995	chr19	36789588	36790626	+	1039	11	9	81	16	137	134	139	23
Interval_4996	chr19	36795188	36795717	+	530	13	40	15	47	10	15	12	43
Interval_4997	chr19	36796950	36797474	+	525	6	11	28	23	39	32	36	27
Interval_4998	chr19	36808524	36808915	+	392	8	17	17	32	36	27	28	39
Interval_4999	chr19	36815652	36816243	+	592	11	15	37	17	46	60	51	38
Interval_5000	chr19	36818013	36818540	+	528	6	6	24	24	36	57	62	26
Interval_5001	chr19	36828458	36828781	+	324	2	5	14	9	12	15	21	23
Interval_5002	chr19	36833605	36835270	+	1666	182	204	205	300	310	336	316	570
Interval_5003	chr19	36883450	36883732	+	283	4	9	10	10	7	10	5	16
Interval_5004	chr19	36896900	36897310	+	411	6	8	16	5	20	32	29	18
Interval_5005	chr19	36904124	36904696	+	573	11	14	36	17	53	68	56	31
Interval_5006	chr19	36909845	36910137	+	293	12	8	15	16	9	14	21	39
Interval_5007	chr19	36918427	36919788	+	1362	101	92	120	151	166	206	211	311
Interval_5008	chr19	36925624	36926809	+	1186	263	347	177	530	256	284	277	986
Interval_5009	chr19	36932145	36932462	+	318	6	11	7	21	2	2	8	36
Interval_5010	chr19	36943971	36944209	+	239	4	2	3	3	8	4	3	4
Interval_5011	chr19	36953685	36954078	+	394	15	9	2	20	7	5	6	50
Interval_5012	chr19	36962658	36963432	+	775	19	18	9	36	11	2	12	82
Interval_5013	chr19	37009654	37010642	+	989	47	62	20	120	16	16	17	258
Interval_5014	chr19	37018186	37019135	+	950	66	61	89	92	114	137	125	222
Interval_5015	chr19	37026080	37026804	+	725	5	10	27	19	24	46	32	20
Interval_5016	chr19	37100729	37101277	+	549	43	46	5	66	7	4	9	106
Interval_5017	chr19	37141519	37142312	+	794	39	42	9	88	10	12	9	120
Interval_5018	chr19	37174032	37175048	+	1017	30	46	61	49	104	115	125	71
Interval_5019	chr19	37178018	37179103	+	1086	74	107	38	163	41	59	67	260
Interval_5020	chr19	37198265	37198574	+	310	24	26	13	53	1	3	7	73
Interval_5021	chr19	37206719	37208254	+	1536	391	518	204	838	282	291	361	1271
Interval_5022	chr19	37219167	37219419	+	253	9	5	4	7	3	3	3	9
Interval_5023	chr19	37225287	37225736	+	450	8	22	3	18	7	4	7	67
Interval_5024	chr19	37232672	37232998	+	327	64	71	9	151	7	4	12	241
Interval_5025	chr19	37233689	37234372	+	684	124	148	24	216	27	37	33	388
Interval_5026	chr19	37237402	37238800	+	1399	518	777	28	1411	56	34	85	2119
Interval_5027	chr19	37264012	37264284	+	273	11	18	5	36	10	16	8	31
Interval_5028	chr19	37265501	37266374	+	874	33	28	35	57	39	35	20	82
Interval_5029	chr19	37375560	37376980	+	1421	177	237	159	422	209	242	254	712
Interval_5030	chr19	37424951	37425377	+	427	7	5	9	10	9	16	12	25
Interval_5031	chr19	37425501	37425778	+	278	13	4	2	7	5	7	5	7
Interval_5032	chr19	37433999	37435945	+	1947	138	175	98	274	126	153	159	369
Interval_5033	chr19	37440786	37441518	+	733	17	26	19	38	26	9	29	54
Interval_5034	chr19	37442550	37442999	+	450	8	20	2	43	3	2	9	33
Interval_5035	chr19	37493984	37494521	+	538	31	28	10	76	17	15	20	136
Interval_5036	chr19	37506187	37506843	+	657	6	3	19	5	31	24	16	8
Interval_5037	chr19	37509652	37510153	+	502	18	10	18	25	20	16	19	31
Interval_5038	chr19	37514878	37515293	+	416	7	6	12	6	26	13	16	16
Interval_5039	chr19	37517545	37517943	+	399	9	22	6	22	7	8	12	44
Interval_5040	chr19	37523583	37523978	+	396	24	11	5	24	12	11	9	61
Interval_5041	chr19	37530106	37530514	+	409	7	8	12	11	10	17	14	26
Interval_5042	chr19	37537823	37538253	+	431	8	17	6	18	5	6	9	42
Interval_5043	chr19	37543651	37544112	+	462	19	14	8	23	16	20	18	38
Interval_5044	chr19	37549952	37551242	+	1291	208	277	104	460	142	169	185	770
Interval_5045	chr19	37555978	37556647	+	670	69	78	13	114	16	14	17	277
Interval_5046	chr19	37559510	37560637	+	1128	24	49	37	47	66	56	51	90
Interval_5047	chr19	37561619	37562041	+	423	31	36	12	74	19	31	27	79
Interval_5048	chr19	37579662	37580015	+	354	1	3	13	5	30	16	11	8
Interval_5049	chr19	37585389	37585914	+	526	5	6	15	23	10	16	26	16
Interval_5050	chr19	37602017	37602811	+	795	33	22	17	38	17	26	24	102
Interval_5051	chr19	37651650	37651891	+	242	1	2	6	6	9	6	2	7
Interval_5052	chr19	37667909	37668898	+	990	104	99	8	146	28	13	16	373
Interval_5053	chr19	37687002	37687702	+	701	8	14	31	17	44	49	40	24
Interval_5054	chr19	37692946	37693352	+	407	8	4	18	9	40	31	36	11
Interval_5055	chr19	37702452	37703395	+	944	18	31	15	48	11	8	20	30
Interval_5056	chr19	37703797	37704588	+	792	14	8	16	13	24	34	34	23
Interval_5057	chr19	37778644	37778876	+	233	1	3	7	1	17	7	9	2
Interval_5058	chr19	37790078	37790439	+	362	3	0	5	1	11	13	12	4
Interval_5059	chr19	37790510	37791156	+	647	3	1	22	4	31	19	27	7
Interval_5060	chr19	37814527	37814864	+	338	1	4	10	6	17	18	26	7
Interval_5061	chr19	37866849	37867823	+	975	7	24	11	42	10	13	9	39
Interval_5062	chr19	37877377	37877737	+	361	3	3	7	5	10	13	20	4
Interval_5063	chr19	37886568	37887041	+	474	5	4	20	4	26	21	28	10
Interval_5064	chr19	37907430	37908085	+	656	3	6	31	8	45	50	49	9
Interval_5065	chr19	37918429	37918961	+	533	10	13	14	24	27	26	41	21
Interval_5066	chr19	37945736	37946064	+	329	4	0	6	2	12	10	20	7
Interval_5067	chr19	37955412	37955932	+	521	6	9	34	13	27	34	30	21
Interval_5068	chr19	37969920	37970738	+	819	5	1	20	8	43	34	51	13
Interval_5069	chr19	37975229	37975613	+	385	5	8	10	9	13	15	30	9
Interval_5070	chr19	37993393	37993974	+	582	13	11	11	19	22	19	30	29
Interval_5071	chr19	38009315	38009557	+	243	4	1	3	6	3	10	5	2
Interval_5072	chr19	38015479	38016053	+	575	9	13	25	24	34	32	49	19
Interval_5073	chr19	38024928	38026117	+	1190	12	18	76	29	127	126	144	51
Interval_5074	chr19	38028242	38028505	+	264	10	28	11	33	23	14	22	31
Interval_5075	chr19	38029953	38031164	+	1212	16	27	86	29	124	116	143	35
Interval_5076	chr19	38042416	38042996	+	581	5	7	37	16	37	37	48	10
Interval_5077	chr19	38043223	38044009	+	787	14	20	61	26	84	88	84	30
Interval_5078	chr19	38053902	38055406	+	1505	98	153	354	223	464	522	501	358
Interval_5079	chr19	38087167	38087463	+	297	8	14	15	27	24	30	26	14
Interval_5080	chr19	38091564	38092168	+	605	11	7	32	21	61	46	49	21
Interval_5081	chr19	38096678	38097611	+	934	9	12	54	24	56	39	65	34
Interval_5082	chr19	38114871	38115341	+	471	14	9	7	21	12	12	8	41
Interval_5083	chr19	38119953	38120343	+	391	14	16	8	39	18	16	10	49
Interval_5084	chr19	38124265	38125357	+	1093	41	66	54	108	54	76	61	127
Interval_5085	chr19	38133921	38134459	+	539	28	38	16	67	29	16	22	88
Interval_5086	chr19	38161606	38162628	+	1023	24	53	16	88	12	16	15	75
Interval_5087	chr19	38191107	38192122	+	1016	16	38	10	59	14	9	18	58
Interval_5088	chr19	38223496	38224613	+	1118	105	107	118	170	140	214	186	295
Interval_5089	chr19	38232105	38233001	+	897	4	5	71	11	83	101	63	17
Interval_5090	chr19	38266405	38266870	+	466	6	1	8	2	4	23	8	3
Interval_5091	chr19	38282446	38283032	+	587	4	2	31	3	49	45	38	9
Interval_5092	chr19	38325104	38325597	+	494	4	3	8	7	14	18	9	7
Interval_5093	chr19	38338906	38339128	+	223	0	2	13	3	7	6	4	6
Interval_5094	chr19	38339481	38340192	+	712	5	6	30	10	57	51	66	8
Interval_5095	chr19	38348208	38348725	+	518	2	1	13	3	28	19	18	5
Interval_5096	chr19	38364020	38365151	+	1132	9	9	48	10	66	59	80	12
Interval_5097	chr19	38365458	38365752	+	295	0	9	7	8	10	10	5	13
Interval_5098	chr19	38372471	38373546	+	1076	9	27	30	50	83	68	75	26
Interval_5099	chr19	38395547	38396618	+	1072	145	155	74	260	103	119	134	483
Interval_5100	chr19	38410078	38411023	+	946	37	33	7	69	7	11	10	130
Interval_5101	chr19	38458286	38458527	+	242	0	3	4	1	7	3	4	5
Interval_5102	chr19	38478328	38478596	+	269	1	1	35	3	29	53	46	3
Interval_5103	chr19	38480709	38481599	+	891	18	20	90	45	132	144	155	43
Interval_5104	chr19	38507550	38507799	+	250	1	2	4	6	3	8	11	5
Interval_5105	chr19	38514646	38514923	+	278	1	8	7	15	3	5	6	8
Interval_5106	chr19	38566618	38567119	+	502	3	7	13	8	23	28	28	7
Interval_5107	chr19	38621765	38622188	+	424	1	1	13	7	21	16	17	7
Interval_5108	chr19	38639772	38640358	+	587	5	4	12	4	12	26	33	9
Interval_5109	chr19	38644959	38645485	+	527	1	4	9	3	22	35	14	8
Interval_5110	chr19	38704190	38705246	+	1057	2	8	38	12	45	53	38	8
Interval_5111	chr19	38746330	38746634	+	305	2	3	12	5	7	18	17	2
Interval_5112	chr19	38818724	38820950	+	2227	311	301	103	486	135	171	158	922
Interval_5113	chr19	38836178	38837653	+	1476	335	432	171	677	272	273	324	1204
Interval_5114	chr19	38869412	38869631	+	220	5	4	8	3	5	9	6	15
Interval_5115	chr19	38884620	38884896	+	277	4	3	8	2	12	6	9	5
Interval_5116	chr19	38930315	38932020	+	1706	89	104	143	154	181	268	210	324
Interval_5117	chr19	39740964	39741499	+	536	5	8	3	29	5	4	3	27
Interval_5118	chr19	40226683	40227220	+	538	7	11	11	33	14	4	12	23
Interval_5119	chr19	40232084	40232823	+	740	6	21	14	30	12	9	16	20
Interval_5120	chr19	40240950	40241471	+	522	15	8	19	13	26	14	17	21
Interval_5121	chr19	40257281	40257654	+	374	11	5	3	15	8	9	12	11
Interval_5122	chr19	40258497	40258798	+	302	5	8	2	6	8	3	7	17
Interval_5123	chr19	40270645	40272004	+	1360	106	144	68	217	87	102	122	422
Interval_5124	chr19	40278080	40278767	+	688	18	26	8	39	13	14	14	46
Interval_5125	chr19	40297184	40298149	+	966	133	163	20	243	10	18	38	453
Interval_5126	chr19	40331836	40332463	+	628	7	7	22	9	33	27	38	17
Interval_5127	chr19	40345964	40346564	+	601	10	8	20	9	28	36	39	16
Interval_5128	chr19	40366310	40366912	+	603	8	12	38	29	79	59	74	16
Interval_5129	chr19	40370086	40371040	+	955	43	92	34	137	36	41	37	144
Interval_5130	chr19	40391593	40391916	+	324	10	11	16	18	24	42	27	37
Interval_5131	chr19	40392590	40392898	+	309	6	5	10	18	14	8	9	15
Interval_5132	chr19	40401229	40401587	+	359	14	23	19	44	21	22	26	33
Interval_5133	chr19	40405828	40406456	+	629	13	22	27	35	37	28	45	50
Interval_5134	chr19	40410235	40410774	+	540	11	31	8	53	15	10	34	43
Interval_5135	chr19	40414314	40415549	+	1236	21	43	73	56	125	116	179	65
Interval_5136	chr19	40436444	40437101	+	658	9	13	21	18	30	27	53	19
Interval_5137	chr19	40437788	40438044	+	257	12	10	13	35	13	6	23	15
Interval_5138	chr19	40442416	40442904	+	489	31	25	7	55	11	3	9	73
Interval_5139	chr19	40460804	40461355	+	552	10	21	12	40	14	18	16	65
Interval_5140	chr19	40464644	40465006	+	363	7	6	17	7	25	18	22	14
Interval_5141	chr19	40477773	40478378	+	606	23	28	14	22	19	21	26	37
Interval_5142	chr19	40488979	40489913	+	935	62	48	24	74	35	34	46	166
Interval_5143	chr19	40499811	40500546	+	736	21	31	16	41	28	15	29	43
Interval_5144	chr19	40511949	40512230	+	282	65	100	23	114	24	29	26	213
Interval_5145	chr19	40513030	40514176	+	1147	608	704	231	1188	380	470	449	1871
Interval_5146	chr19	40531167	40531465	+	299	0	1	6	5	13	5	5	5
Interval_5147	chr19	40536439	40537317	+	879	86	129	6	226	21	8	26	299
Interval_5148	chr19	40544815	40545266	+	452	8	21	21	16	23	20	20	44
Interval_5149	chr19	40548585	40549395	+	811	9	4	38	18	91	68	73	23
Interval_5150	chr19	40552867	40553689	+	823	227	208	13	385	24	20	39	712
Interval_5151	chr19	40570772	40571143	+	372	8	6	7	13	20	17	27	17
Interval_5152	chr19	40581274	40581508	+	235	4	6	10	7	3	5	5	14
Interval_5153	chr19	40587018	40587270	+	253	17	25	11	41	8	10	14	57
Interval_5154	chr19	40587684	40589541	+	1858	143	177	205	295	235	293	293	594
Interval_5155	chr19	40611828	40612655	+	828	220	181	138	315	221	260	256	619
Interval_5156	chr19	40637216	40637867	+	652	11	10	10	24	21	14	17	32
Interval_5157	chr19	40647817	40648229	+	413	4	9	5	6	7	7	7	10
Interval_5158	chr19	40678483	40678760	+	278	10	9	6	16	12	3	11	16
Interval_5159	chr19	40708175	40708478	+	304	2	10	2	28	9	7	10	18
Interval_5160	chr19	40722332	40722828	+	497	4	4	14	4	28	27	26	14
Interval_5161	chr19	40736835	40737586	+	752	8	10	48	13	44	55	36	35
Interval_5162	chr19	40738574	40738914	+	341	10	12	9	12	9	2	7	13
Interval_5163	chr19	40762216	40762607	+	392	11	8	14	17	22	19	15	31
Interval_5164	chr19	40769205	40769987	+	783	154	112	13	208	8	11	23	485
Interval_5165	chr19	40812594	40814176	+	1583	209	222	11	340	25	17	31	636
Interval_5166	chr19	40818107	40819196	+	1090	45	43	12	80	10	9	13	171
Interval_5167	chr19	40830748	40832308	+	1561	222	244	193	415	256	306	291	745
Interval_5168	chr19	40872946	40873914	+	969	57	59	94	85	110	151	123	175
Interval_5169	chr19	40894220	40895475	+	1256	72	74	92	139	114	152	106	282
Interval_5170	chr19	40962855	40963440	+	586	10	8	22	11	16	13	14	41
Interval_5171	chr19	40971406	40971968	+	563	18	20	10	32	10	6	16	65
Interval_5172	chr19	40976714	40977806	+	1093	96	137	14	182	18	8	23	329
Interval_5173	chr19	40993811	40994911	+	1101	9	12	68	32	112	108	101	27
Interval_5174	chr19	40996055	40996351	+	297	2	9	13	7	36	19	20	4
Interval_5175	chr19	40999315	41000071	+	757	48	62	12	86	13	12	15	166
Interval_5176	chr19	41013480	41013742	+	263	2	4	7	12	11	9	13	3
Interval_5177	chr19	41016046	41016516	+	471	13	17	25	20	26	24	23	43
Interval_5178	chr19	41045650	41046099	+	450	4	0	10	6	7	4	14	6
Interval_5179	chr19	41051956	41052615	+	660	5	7	29	13	40	35	47	17
Interval_5180	chr19	41086846	41087113	+	268	4	8	22	3	21	14	14	14
Interval_5181	chr19	41160471	41160902	+	432	4	2	19	4	9	9	13	6
Interval_5182	chr19	41206263	41207308	+	1046	14	13	68	18	93	101	96	57
Interval_5183	chr19	41249095	41249417	+	323	2	6	11	6	6	7	18	7
Interval_5184	chr19	41263108	41264515	+	1408	214	276	154	401	195	255	269	660
Interval_5185	chr19	41270311	41270628	+	318	3	5	7	4	12	13	18	8
Interval_5186	chr19	41275658	41276139	+	482	7	19	3	37	4	7	8	22
Interval_5187	chr19	41303438	41304113	+	676	7	9	25	11	38	39	31	12
Interval_5188	chr19	41310710	41311600	+	891	54	38	38	44	42	35	41	221
Interval_5189	chr19	41339134	41339753	+	620	24	18	10	41	11	20	26	59
Interval_5190	chr19	41345155	41345433	+	279	4	8	2	8	6	9	12	17
Interval_5191	chr19	41347361	41347614	+	254	7	12	4	31	6	4	10	19
Interval_5192	chr19	41348244	41348534	+	291	3	13	4	24	3	4	4	12
Interval_5193	chr19	41382190	41382682	+	493	9	15	12	15	12	9	21	30
Interval_5194	chr19	41384705	41385392	+	688	12	21	22	39	27	42	28	37
